Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Walter,br BRA,GK,35.0,35,35,3150,35.0,35,1.0,139,106,77.7,13,9,13,12,34.3,4,4,0,0,0.0,Matches
João Carlos,br BRA,GK,34.0,3,3,270,3.0,4,1.33,12,8,66.7,1,0,2,1,33.3,0,0,0,0,,Matches
Squad Total,,,28.1,38,38,3420,38.0,39,1.03,151,114,76.8,14,9,15,13,34.2,4,4,0,0,0.0,
Opponent Total,,,27.6,38,38,3418,38.0,40,1.05,138,99,76.1,15,9,14,15,39.5,8,7,0,1,0.0,
