Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Marllon Borges,br BRA,DF,29.0,33.4,1700,238,847,813,52,27,1700,11,7,63.6,4,36.4,903,4280,2626,7,6,0,11,4,1004,3,Matches
Walter,br BRA,GK,34.0,27.4,793,688,792,1,0,0,793,1,0,0.0,1,100.0,386,2361,1702,0,0,0,1,0,241,0,Matches
João Pedro Pepê,br BRA,MF,24.0,25.8,1454,41,254,828,404,29,1454,52,34,65.4,14,26.9,878,5852,3048,72,53,4,41,32,996,82,Matches
Alan Empereur,br BRA,DF,27.0,24.7,1259,187,637,603,36,10,1259,7,4,57.1,3,42.9,694,3428,1979,10,9,1,5,1,767,4,Matches
Joaquim,br BRA,DF,23.0,23.9,1285,210,675,546,75,35,1285,12,6,50.0,5,41.7,632,3509,1840,9,14,3,15,3,654,6,Matches
João Lucas,br BRA,"DF,MF",23.0,23.8,1391,66,434,603,368,24,1391,24,6,25.0,16,66.7,650,3867,2227,52,40,3,20,12,665,92,Matches
Rafael Gava,br BRA,MF,28.0,22.7,1193,31,181,569,454,40,1193,13,9,69.2,4,30.8,574,2711,1142,15,25,2,33,21,736,88,Matches
André Luis,br BRA,"FW,MF",24.0,20.4,656,8,99,261,306,61,656,48,17,35.4,25,52.1,418,2129,844,25,11,13,47,22,465,129,Matches
Camilo,br BRA,MF,22.0,18.5,924,77,246,548,138,9,924,17,7,41.2,9,52.9,471,2356,1132,19,18,4,21,11,528,16,Matches
Valdívia,br BRA,"MF,FW",27.0,15.4,669,12,78,267,337,42,669,44,27,61.4,13,29.5,448,3010,1385,53,40,7,36,20,491,116,Matches
Rodriguinho Marinho,br BRA,"FW,MF",33.0,16.5,628,6,54,331,251,54,628,44,19,43.2,24,54.5,360,1799,638,16,21,3,52,30,470,90,Matches
Uendel,br BRA,DF,33.0,14.7,919,40,302,406,221,12,919,10,6,60.0,4,40.0,444,1852,1131,18,19,0,7,5,525,34,Matches
Deyverson,br BRA,FW,30.0,14.1,507,26,54,244,219,71,504,27,7,25.9,19,70.4,232,1052,443,13,17,8,39,19,349,67,Matches
Igor Cariús,br BRA,"DF,MF",28.0,12.9,774,44,219,360,200,15,774,8,4,50.0,2,25.0,352,1849,955,12,14,2,12,11,379,45,Matches
Marcão Silva,br BRA,"MF,DF",31.0,14.1,599,51,202,295,113,25,599,16,11,68.8,5,31.3,261,1183,591,10,10,0,10,8,289,10,Matches
Alesson,br BRA,"MF,FW",22.0,11.4,439,4,57,178,212,37,439,51,19,37.3,31,60.8,274,1803,842,31,20,7,24,21,300,101,Matches
Felipe Marques,br BRA,"FW,MF",32.0,10.6,435,8,45,139,257,45,435,38,17,44.7,21,55.3,303,2333,1171,49,18,23,36,21,331,105,Matches
João Carlos,br BRA,GK,33.0,10.6,282,254,282,1,0,0,282,0,0,,0,,129,899,606,0,0,0,0,0,67,0,Matches
Kelvin Osorio,co COL,"MF,DF",28.0,10.5,581,22,103,255,233,14,581,11,6,54.5,4,36.4,275,1543,924,22,20,2,8,7,332,65,Matches
André,br BRA,FW,31.0,8.1,256,4,16,136,109,22,255,22,8,36.4,13,59.1,141,711,277,8,6,1,26,8,177,34,Matches
Daniel Guedes,br BRA,"DF,MF",27.0,8.8,564,15,139,227,206,5,564,28,10,35.7,15,53.6,307,1820,842,18,20,1,10,7,325,33,Matches
Paulão,br BRA,DF,35.0,8.0,344,72,190,137,17,11,344,1,0,0.0,1,100.0,157,811,284,0,3,0,2,2,188,1,Matches
