Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Tiago Cardoso,br BRA,GK,31.0,34,34,3060,34.0,54,1.59,145,94,63.4,8,7,19,6,17.6,3,1,2,0,66.7,Matches
Edson Kölln,br BRA,GK,24.0,3,3,270,3.0,10,3.33,19,9,47.4,0,0,3,0,0.0,0,0,0,0,,Matches
Luiz Miller,br BRA,GK,19.0,1,1,90,1.0,5,5.0,14,9,64.3,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,28.1,38,38,3420,38.0,69,1.82,178,112,61.8,8,7,23,6,15.8,3,1,2,0,66.7,
Opponent Total,,,26.5,38,38,3415,38.0,45,1.19,143,104,72.0,23,7,8,15,39.5,7,5,1,1,16.7,
