Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Tiago Cardoso,br BRA,GK,31.0,34.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Danny Morais,br BRA,DF,30.0,33.8,0,10,5,50.0,0.3,0.15,0.0,0.0,,0,0,Matches
João Paulo Mior,br BRA,MF,24.0,32.8,2,63,16,25.4,1.92,0.49,0.03,0.13,,0,0,Matches
Keno,br BRA,"FW,MF",26.0,32.5,10,72,25,34.7,2.21,0.77,0.13,0.36,,1,1,Matches
Léo Moura,br BRA,"DF,MF",37.0,30.6,3,14,6,42.9,0.46,0.2,0.21,0.5,,0,0,Matches
Grafite,br BRA,FW,36.0,26.5,13,64,33,51.6,2.41,1.24,0.14,0.27,,4,5,Matches
Uillian Correia,br BRA,MF,26.0,25.7,0,14,3,21.4,0.54,0.12,0.0,0.0,,0,0,Matches
Arthur,br BRA,"FW,MF",23.0,24.9,6,56,18,32.1,2.24,0.72,0.11,0.33,,0,0,Matches
Neris,br BRA,DF,23.0,21.0,0,5,1,20.0,0.24,0.05,0.0,0.0,,0,0,Matches
Tiago Costa,br BRA,DF,28.0,16.4,2,11,4,36.4,0.67,0.24,0.18,0.5,,0,0,Matches
Derley,br BRA,MF,29.0,14.5,0,12,3,25.0,0.83,0.21,0.0,0.0,,0,0,Matches
Luan Peres Petroni,br BRA,DF,21.0,13.1,0,6,0,0.0,0.46,0.0,0.0,,,0,0,Matches
Jadson,br BRA,MF,22.0,11.7,0,13,3,23.1,1.11,0.26,0.0,0.0,,0,0,Matches
Vítor,br BRA,DF,33.0,9.8,1,8,4,50.0,0.82,0.41,0.13,0.25,,0,0,Matches
Roberto Heuchayer,br BRA,"DF,MF",25.0,11.2,1,7,2,28.6,0.62,0.18,0.14,0.5,,0,0,Matches
Allan Vieira,br BRA,DF,25.0,10.3,0,9,1,11.1,0.87,0.1,0.0,0.0,,0,0,Matches
Matías Pisano,ar ARG,"FW,MF",24.0,6.4,1,9,3,33.3,1.41,0.47,0.11,0.33,,0,0,Matches
Bruno Moraes,br BRA,FW,27.0,8.9,3,10,5,50.0,1.13,0.56,0.3,0.6,,0,0,Matches
Lelê,br BRA,FW,25.0,5.8,1,12,2,16.7,2.07,0.34,0.08,0.5,,0,0,Matches
Fernando Gabriel Vougado Ribeiro,br BRA,MF,27.0,4.1,1,9,3,33.3,2.2,0.73,0.11,0.33,,0,0,Matches
Marcilio,br BRA,MF,20.0,3.8,1,5,1,20.0,1.32,0.26,0.2,1.0,,0,0,Matches
Wallyson,br BRA,"FW,MF",27.0,6.7,0,9,5,55.6,1.35,0.75,0.0,0.0,,0,0,Matches
Danilo Pires,br BRA,MF,23.0,4.5,0,11,1,9.1,2.44,0.22,0.0,0.0,,0,0,Matches
Marion,br BRA,FW,24.0,3.7,0,4,2,50.0,1.09,0.54,0.0,0.0,,0,0,Matches
Wellington,br BRA,DF,24.0,3.2,0,1,1,100.0,0.31,0.31,0.0,0.0,,0,0,Matches
Edson Kölln,br BRA,GK,24.0,3.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Wellington,br BRA,MF,22.0,2.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Walter,br BRA,DF,19.0,2.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Alemão,br BRA,DF,29.0,1.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Maikel Daniel Costa,br BRA,MF,27.0,1.6,0,6,2,33.3,3.78,1.26,0.0,0.0,,0,0,Matches
Álex Bolaños,ec ECU,MF,31.0,1.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Leandro Lima,br BRA,MF,30.0,2.1,0,5,0,0.0,2.39,0.0,0.0,,,0,0,Matches
Everaldo Stum,br BRA,FW,24.0,1.1,0,4,1,25.0,3.64,0.91,0.0,0.0,,0,0,Matches
Renatinho,br BRA,MF,24.0,1.1,0,3,1,33.3,2.76,0.92,0.0,0.0,,0,0,Matches
Luiz Miller,br BRA,GK,19.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Mario Sérgio,br BRA,DF,24.0,1.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Mazinho,br BRA,"FW,MF",28.0,1.0,0,1,1,100.0,0.96,0.96,0.0,0.0,,0,0,Matches
Wagner,br BRA,MF,24.0,0.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Léo Cotia,br BRA,MF,19.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
João Victor,br BRA,DF,18.0,0.5,0,2,1,50.0,4.0,2.0,0.0,0.0,,0,0,Matches
Marcinho,br BRA,MF,31.0,0.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,28.1,38.0,45,455,153,33.6,11.97,4.03,0.09,0.26,,5,6,
Opponent Total,,,26.5,38.0,67,492,183,37.2,12.95,4.82,0.13,0.36,,1,3,
