Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Tiago Cardoso,br BRA,GK,31.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,3,0.91,41.0,54.0,-13.0,-0.38,2.37,Matches
Danny Morais,br BRA,DF,30.0,34,3041.0,89.0,88.9,33.8,34,89.0,33.0,0,,0,0.79,39.0,59.0,-20.0,-0.59,0.36,Matches
João Paulo Mior,br BRA,MF,24.0,34,2949.0,87.0,86.2,32.8,33,87.0,26.0,1,64.0,0,0.79,36.0,55.0,-19.0,-0.58,0.38,Matches
Keno,br BRA,"FW,MF",26.0,34,2929.0,86.0,85.6,32.5,32,89.0,27.0,2,39.0,0,0.79,39.0,55.0,-16.0,-0.49,0.97,Matches
Léo Moura,br BRA,"DF,MF",37.0,33,2756.0,84.0,80.6,30.6,32,86.0,26.0,1,4.0,4,0.85,33.0,57.0,-24.0,-0.78,-0.78,Matches
Grafite,br BRA,FW,36.0,31,2386.0,77.0,69.8,26.5,29,81.0,17.0,2,20.0,0,0.81,34.0,48.0,-14.0,-0.53,0.34,Matches
Uillian Correia,br BRA,MF,26.0,27,2315.0,86.0,67.7,25.7,27,86.0,22.0,0,,0,0.81,30.0,48.0,-18.0,-0.7,-0.21,Matches
Arthur,br BRA,"FW,MF",23.0,36,2245.0,62.0,65.6,24.9,22,82.0,13.0,14,32.0,2,0.86,36.0,46.0,-10.0,-0.4,0.67,Matches
Neris,br BRA,DF,23.0,21,1890.0,90.0,55.3,21.0,21,90.0,21.0,0,,0,1.19,38.0,37.0,1.0,0.05,1.52,Matches
Tiago Costa,br BRA,DF,28.0,17,1473.0,87.0,43.1,16.4,17,87.0,14.0,0,,0,1.12,20.0,21.0,-1.0,-0.06,1.0,Matches
Derley,br BRA,MF,29.0,18,1305.0,73.0,38.2,14.5,16,75.0,7.0,2,51.0,1,0.83,16.0,26.0,-10.0,-0.69,-0.09,Matches
Luan Peres Petroni,br BRA,DF,21.0,14,1179.0,84.0,34.5,13.1,13,88.0,12.0,1,39.0,6,0.43,12.0,29.0,-17.0,-1.3,-1.02,Matches
Jadson,br BRA,MF,22.0,17,1051.0,62.0,30.7,11.7,13,75.0,3.0,4,19.0,5,0.76,10.0,25.0,-15.0,-1.28,-0.94,Matches
Vítor,br BRA,DF,33.0,12,879.0,73.0,25.7,9.8,12,73.0,5.0,0,,11,1.17,16.0,19.0,-3.0,-0.31,0.44,Matches
Roberto Heuchayer,br BRA,"DF,MF",25.0,13,1008.0,78.0,29.5,11.2,11,88.0,10.0,2,18.0,16,0.69,13.0,22.0,-9.0,-0.8,-0.24,Matches
Allan Vieira,br BRA,DF,25.0,13,928.0,71.0,27.1,10.3,11,83.0,7.0,2,10.0,11,0.38,7.0,23.0,-16.0,-1.55,-1.26,Matches
Matías Pisano,ar ARG,"FW,MF",24.0,11,575.0,52.0,16.8,6.4,8,68.0,2.0,3,12.0,1,0.73,12.0,12.0,0.0,0.0,0.76,Matches
Bruno Moraes,br BRA,FW,27.0,21,799.0,38.0,23.4,8.9,7,79.0,3.0,14,17.0,13,0.71,11.0,18.0,-7.0,-0.79,-0.2,Matches
Lelê,br BRA,FW,25.0,10,523.0,52.0,15.3,5.8,5,73.0,2.0,5,31.0,4,0.3,2.0,9.0,-7.0,-1.2,-0.68,Matches
Fernando Gabriel Vougado Ribeiro,br BRA,MF,27.0,9,368.0,41.0,10.8,4.1,5,59.0,1.0,4,18.0,7,1.22,6.0,7.0,-1.0,-0.24,0.43,Matches
Marcilio,br BRA,MF,20.0,6,342.0,57.0,10.0,3.8,5,67.0,1.0,1,6.0,17,1.0,5.0,5.0,0.0,0.0,0.7,Matches
Wallyson,br BRA,"FW,MF",27.0,16,600.0,38.0,17.5,6.7,4,69.0,1.0,12,27.0,4,0.94,11.0,7.0,4.0,0.6,1.49,Matches
Danilo Pires,br BRA,MF,23.0,10,405.0,41.0,11.8,4.5,4,81.0,2.0,6,14.0,6,0.7,3.0,8.0,-5.0,-1.11,-0.54,Matches
Marion,br BRA,FW,24.0,9,331.0,37.0,9.7,3.7,3,66.0,1.0,6,22.0,7,0.78,2.0,6.0,-4.0,-1.09,-0.5,Matches
Wellington,br BRA,DF,24.0,5,286.0,57.0,8.4,3.2,3,91.0,3.0,2,7.0,15,1.0,1.0,5.0,-4.0,-1.26,-0.68,Matches
Edson Kölln,br BRA,GK,24.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,31,0.0,4.0,10.0,-6.0,-2.0,-1.49,Matches
Wellington,br BRA,MF,22.0,4,183.0,46.0,5.4,2.0,2,86.0,1.0,2,6.0,1,1.75,6.0,5.0,1.0,0.49,1.19,Matches
Walter,br BRA,DF,19.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,11,0.0,1.0,7.0,-6.0,-3.0,-2.5,Matches
Alemão,br BRA,DF,29.0,3,155.0,52.0,4.5,1.7,2,77.0,1.0,1,1.0,5,1.33,1.0,2.0,-1.0,-0.58,0.05,Matches
Maikel Daniel Costa,br BRA,MF,27.0,4,143.0,36.0,4.2,1.6,2,50.0,0.0,2,22.0,5,0.0,0.0,3.0,-3.0,-1.89,-1.31,Matches
Álex Bolaños,ec ECU,MF,31.0,3,113.0,38.0,3.3,1.3,2,50.0,0.0,1,13.0,3,1.33,1.0,3.0,-2.0,-1.59,-0.99,Matches
Leandro Lima,br BRA,MF,30.0,5,188.0,38.0,5.5,2.1,1,75.0,0.0,4,28.0,7,1.2,2.0,2.0,0.0,0.0,0.67,Matches
