Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Tiago Cardoso,br BRA,GK,31.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danny Morais,br BRA,DF,30.0,34,34,3041.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
João Paulo Mior,br BRA,MF,24.0,34,33,2949.0,32.8,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,0.06,0.09,0.15,0.06,0.15,Matches
Keno,br BRA,"FW,MF",26.0,34,32,2929.0,32.5,10.0,7.0,17.0,9.0,1.0,1.0,5.0,0.0,0.31,0.22,0.52,0.28,0.49,Matches
Léo Moura,br BRA,"DF,MF",37.0,33,32,2756.0,30.6,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,0.1,0.1,0.2,0.1,0.2,Matches
Grafite,br BRA,FW,36.0,31,29,2386.0,26.5,13.0,2.0,15.0,9.0,4.0,5.0,6.0,0.0,0.49,0.08,0.57,0.34,0.41,Matches
Uillian Correia,br BRA,MF,26.0,27,27,2315.0,25.7,0.0,2.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,0.08,0.08,0.0,0.08,Matches
Arthur,br BRA,"FW,MF",23.0,36,22,2245.0,24.9,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,0.24,0.08,0.32,0.24,0.32,Matches
Neris,br BRA,DF,23.0,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tiago Costa,br BRA,DF,28.0,17,17,1473.0,16.4,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches
Derley,br BRA,MF,29.0,18,16,1305.0,14.5,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.14,0.14,0.0,0.14,Matches
Luan Peres Petroni,br BRA,DF,21.0,14,13,1179.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Jadson,br BRA,MF,22.0,17,13,1051.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Vítor,br BRA,DF,33.0,12,12,879.0,9.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.1,0.2,0.31,0.1,0.31,Matches
Roberto Heuchayer,br BRA,"DF,MF",25.0,13,11,1008.0,11.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.09,0.18,0.27,0.09,0.27,Matches
Allan Vieira,br BRA,DF,25.0,13,11,928.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.1,0.1,0.0,0.1,Matches
Matías Pisano,ar ARG,"FW,MF",24.0,11,8,575.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches
Bruno Moraes,br BRA,FW,27.0,21,7,799.0,8.9,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.34,0.23,0.56,0.34,0.56,Matches
Lelê,br BRA,FW,25.0,10,5,523.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches
