Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Santos,br BRA,GK,27.0,32.0,3,0,0,1,9,0,0,2,0,0,1,0,Matches
Pablo,br BRA,"FW,MF",25.0,30.3,6,0,0,78,32,26,14,20,18,0,1,0,Matches
Nikão,br BRA,"FW,MF",25.0,25.7,5,1,0,34,44,9,62,24,17,0,0,0,Matches
Raphael Veiga,br BRA,MF,22.0,23.6,7,0,0,37,32,4,130,5,13,0,0,0,Matches
Lucho González,ar ARG,MF,37.0,19.4,4,1,0,25,8,5,15,42,24,0,0,0,Matches
Bruno Guimarães,br BRA,MF,20.0,21.7,6,0,0,33,72,0,13,33,35,1,1,1,Matches
Renan Lodi,br BRA,"DF,MF",19.0,20.5,6,1,1,29,43,1,98,32,27,0,0,1,Matches
Jonathan Moreira,br BRA,DF,31.0,20.3,5,0,0,20,12,0,46,18,9,0,0,0,Matches
Thiago Heleno,br BRA,DF,29.0,19.1,1,0,0,28,19,0,0,35,9,0,0,1,Matches
Marcinho,br BRA,"FW,MF",22.0,17.7,1,0,0,16,39,3,88,15,12,0,0,0,Matches
Zé Ivaldo,br BRA,DF,20.0,17.4,5,0,0,28,9,1,4,21,12,0,2,0,Matches
Léo Pereira,br BRA,DF,22.0,17.1,5,0,0,12,8,0,4,25,9,0,1,0,Matches
Wellington Martins,br BRA,MF,27.0,16.6,5,0,0,36,3,0,4,19,21,0,0,0,Matches
Guilherme Camacho,br BRA,MF,27.0,15.9,4,1,1,28,11,0,6,11,30,0,2,0,Matches
Marcelo Cirino,br BRA,"FW,MF",26.0,11.1,1,0,0,11,11,2,20,10,7,0,0,0,Matches
Wanderson,br BRA,DF,26.0,14.1,2,0,0,25,5,1,4,22,7,0,1,0,Matches
Thiago Carleto,br BRA,"DF,MF",28.0,11.5,2,0,0,8,17,1,130,9,13,0,0,0,Matches
Guilherme,br BRA,"FW,MF",29.0,10.4,4,0,0,19,20,0,17,12,9,0,0,0,Matches
Paulo André,br BRA,DF,34.0,10.3,5,0,0,14,7,0,3,10,2,0,0,0,Matches
Matheus Rossetto,br BRA,MF,21.0,11.9,3,0,0,19,7,1,21,14,12,0,0,0,Matches
Bergson da Silva,br BRA,FW,26.0,9.7,6,0,0,22,17,5,8,3,6,0,0,0,Matches
Diego,br BRA,DF,21.0,7.8,1,0,0,15,17,0,37,15,8,0,0,0,Matches
Rony,br BRA,"FW,MF",22.0,7.4,1,1,0,17,25,6,8,9,11,0,1,0,Matches
Márcio Azevedo,br BRA,DF,31.0,6.7,2,0,0,6,14,0,30,7,5,0,1,0,Matches
Felipe Alves Raymundo,br BRA,GK,29.0,6.0,1,0,0,0,1,0,0,0,0,0,0,0,Matches
Esteban Pavez,cl CHI,MF,27.0,5.6,0,0,0,4,4,0,4,17,4,0,0,0,Matches
Bruno Nazário,br BRA,"FW,MF",22.0,3.2,1,0,0,9,8,0,7,3,7,0,0,0,Matches
Ribamar,br BRA,FW,20.0,1.2,0,0,0,1,3,1,1,0,0,0,0,0,Matches
Nicolas,br BRA,DF,20.0,1.0,0,0,0,3,0,0,4,1,3,0,0,0,Matches
Éderson,br BRA,FW,28.0,1.1,0,0,0,1,0,1,0,0,1,0,0,0,Matches
Anderson Plata,co COL,"FW,MF",27.0,0.7,0,0,0,1,0,0,1,0,3,0,0,0,Matches
Gabriel Taliari,br BRA,FW,20.0,0.5,0,0,0,1,1,0,0,0,1,0,0,0,Matches
Crysan,br BRA,"FW,MF",21.0,0.2,0,0,0,0,0,0,1,0,1,0,0,0,Matches
Deivid,br BRA,MF,29.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.1,38.0,92,5,2,581,498,67,780,434,336,1,11,3,
Opponent Total,,,27.1,38.0,100,2,2,533,551,48,794,464,412,10,2,2,
