Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-05-15,16:00,Série A,Matchweek 1,Sun,Home,L,0,1,Fluminense,40,2078,,4-4-1-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2016-05-22,16:00,Série A,Matchweek 2,Sun,Away,L,1,3,Chapecoense,39,2057,,3-4-3,4-3-2-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2016-05-25,21:00,Série A,Matchweek 3,Wed,Home,D,1,1,Vitória,54,1318,,4-2-3-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,
2016-05-28,16:00,Série A,Matchweek 4,Sat,Away,D,1,1,Cruzeiro,34,11266,,4-2-3-1,4-1-2-1-2,Dewson Fernando Freitas da Silva,Match Report,
2016-06-02,19:30,Série A,Matchweek 5,Thu,Home,L,1,2,Ponte Preta,55,1466,,5-4-1,4-2-3-1,Leonardo Garcia Cavaleiro,Match Report,
2016-06-05,11:00,Série A,Matchweek 6,Sun,Home,W,1,0,Figueirense,50,2173,,4-2-3-1,4-1-4-1,Raphael Claus,Match Report,
2016-06-11,16:00,Série A,Matchweek 7,Sat,Away,L,1,3,Internacional,49,15640,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2016-06-15,21:00,Série A,Matchweek 8,Wed,Away,L,1,3,Botafogo (RJ),53,1255,,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,
2016-06-18,21:00,Série A,Matchweek 9,Sat,Home,W,2,1,Coritiba,49,796,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2016-06-21,21:30,Série A,Matchweek 10,Tue,Away,L,0,2,Palmeiras,33,27429,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2016-06-26,11:00,Série A,Matchweek 11,Sun,Home,L,0,1,Atlético Mineiro,57,9516,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2016-06-29,21:45,Série A,Matchweek 12,Wed,Home,L,0,2,Corinthians,59,3386,,4-4-2,4-2-3-1,Wagner Reway,Match Report,
2016-07-02,18:30,Série A,Matchweek 13,Sat,Away,L,0,1,Ath Paranaense,45,10137,,4-4-2,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
