Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Juninho,br BRA,MF,34.0,34.5,6,0,0,33,36,3,29,31,28,1,1,0,231,22,63,25.9,Matches
Eder,br BRA,DF,26.0,32.7,6,0,0,45,9,0,1,54,13,0,0,1,162,84,54,60.9,Matches
Felipe Azevedo,br BRA,"MF,FW",35.0,25.3,3,1,1,34,32,3,50,14,18,0,0,0,129,47,46,50.5,Matches
Marlon,br BRA,DF,27.0,24.3,5,1,0,34,31,0,71,44,37,0,0,0,168,29,20,59.2,Matches
Lucas Kal,br BRA,MF,25.0,24.0,4,0,0,28,10,0,3,32,19,0,0,0,142,37,23,61.7,Matches
Matheus Cavichioli,br BRA,GK,35.0,25.0,1,0,0,2,4,0,0,2,1,0,1,0,23,17,0,100.0,Matches
Everaldo,br BRA,"MF,FW",27.0,21.0,6,0,0,31,52,5,117,16,17,0,0,0,100,6,18,25.0,Matches
Ale,br BRA,MF,31.0,21.4,2,1,0,46,50,0,23,28,21,0,2,0,184,27,29,48.2,Matches
Henrique Almeida,br BRA,FW,30.0,16.6,7,0,0,38,13,13,5,3,11,1,0,0,40,24,54,30.8,Matches
Patric Cabral Lalau,br BRA,DF,32.0,19.1,6,0,0,28,19,4,118,19,20,0,0,0,130,19,26,42.2,Matches
Raúl Cáceres,py PAR,DF,30.0,18.0,1,0,0,23,6,3,89,17,19,0,0,0,60,16,30,34.8,Matches
Germán Conti,ar ARG,DF,27.0,18.4,1,0,0,15,1,0,0,28,13,0,0,0,69,97,40,70.8,Matches
Matheusinho,br BRA,"MF,FW",23.0,15.3,2,1,0,18,33,3,46,17,16,0,0,0,110,6,13,31.6,Matches
Jailson,br BRA,GK,40.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,Matches
Iago Maidana,br BRA,DF,25.0,11.5,5,1,1,20,2,0,0,8,6,0,0,0,36,34,17,66.7,Matches
Aloísio dos Santos Gonçalves,cn CHN,"FW,MF",33.0,10.5,4,0,0,37,18,10,6,4,8,0,0,0,30,8,27,22.9,Matches
Danilo Avelar,br BRA,DF,32.0,9.6,2,0,0,21,8,0,24,16,8,0,0,0,31,51,25,67.1,Matches
Pedrinho,br BRA,"FW,MF",22.0,10.8,3,0,0,19,10,4,26,8,6,0,0,0,60,3,7,30.0,Matches
Luan Patrick,br BRA,DF,20.0,9.0,3,0,0,7,3,0,12,12,6,0,0,0,46,7,7,50.0,Matches
Ricardo Silva,br BRA,DF,29.0,8.3,1,0,0,15,7,0,0,7,6,0,1,0,43,31,22,58.5,Matches
Martín Benítez,ar ARG,MF,27.0,8.4,2,0,0,7,24,1,63,5,6,0,0,0,54,7,6,53.8,Matches
Gustavinho,br BRA,MF,20.0,4.3,2,0,0,7,12,0,14,4,9,0,0,0,21,4,7,36.4,Matches
João Paulo,br BRA,DF,35.0,3.9,0,0,0,2,0,0,21,7,5,0,0,0,21,6,6,50.0,Matches
Paulinho Bóia,br BRA,"FW,MF",23.0,3.2,0,0,0,6,11,4,12,0,1,1,0,0,9,0,5,0.0,Matches
Gonzalo Mastriani,uy URU,FW,28.0,5.2,1,0,0,9,7,1,1,0,2,1,0,0,15,9,24,27.3,Matches
Leandro Emmanuel Martínez,ar ARG,MF,27.0,2.9,1,0,0,3,6,0,19,3,6,0,0,0,15,0,1,0.0,Matches
Wellington Paulista,br BRA,FW,37.0,5.7,2,0,0,12,7,4,3,0,0,0,0,0,15,10,12,45.5,Matches
Juan Pablo Ramírez,co COL,"MF,FW",24.0,4.5,3,0,0,11,12,1,8,4,3,0,0,0,32,4,7,36.4,Matches
Zé Ricardo,br BRA,MF,25.0,2.6,0,0,0,5,4,0,2,5,2,0,0,0,18,1,2,33.3,Matches
Rodriguinho,br BRA,MF,18.0,2.1,2,0,0,5,5,0,10,5,3,0,0,0,19,3,4,42.9,Matches
Arthur,br BRA,"MF,DF",18.0,2.0,2,0,0,10,0,0,4,1,3,0,0,0,19,1,5,16.7,Matches
Airton Moraes,br BRA,GK,27.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Carlos Alberto,br BRA,"FW,MF",19.0,1.7,1,0,0,1,1,0,3,4,1,0,0,0,5,4,9,30.8,Matches
Gustavo Marques,br BRA,DF,20.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
Kawê,br BRA,"MF,FW",19.0,0.3,0,0,0,2,1,1,1,0,0,0,0,0,3,0,3,0.0,Matches
Flávio,br BRA,MF,21.0,0.3,0,0,0,1,1,0,1,2,2,0,0,0,1,1,0,100.0,Matches
Juninho,br BRA,MF,35.0,0.2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,29.8,38.0,86,5,2,577,435,60,783,400,316,4,5,1,2055,616,612,50.2,
Opponent Total,,,27.3,38.0,70,3,1,461,546,72,804,407,362,4,7,0,2158,612,616,49.8,
