Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-04-15,11:00,Série A,Matchweek 1,Sun,Home,W,3,0,Sport Recife,39,8304,Rafael Lima,4-1-4-1,4-3-2-1,Savio Pereira,Match Report,
2018-04-21,19:00,Série A,Matchweek 2,Sat,Away,L,0,2,Flamengo,51,52106,Rafael Lima,4-2-3-1,4-1-4-1,Leandro Bizzio Marinho,Match Report,
2018-04-30,20:00,Série A,Matchweek 3,Mon,Home,W,2,1,Vitória,41,9453,Rafael Lima,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,
2018-05-05,19:00,Série A,Matchweek 4,Sat,Away,L,1,4,Vasco da Gama,34,3683,Rafael Lima,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2018-05-14,20:00,Série A,Matchweek 5,Mon,Away,D,2,2,Ceará,35,14914,Matheus Ferraz,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2018-05-20,16:00,Série A,Matchweek 6,Sun,Home,W,1,0,Botafogo (RJ),43,6052,Matheus Ferraz,4-2-3-1,4-1-4-1,Rodolpho Toski Marques,Match Report,
2018-05-27,19:00,Série A,Matchweek 7,Sun,Home,L,1,3,São Paulo,55,4360,Matheus Ferraz,4-2-3-1,4-4-1-1,Bruno Arleu de Araujo,Match Report,
2018-05-31,18:00,Série A,Matchweek 8,Thu,Away,L,0,1,Corinthians,40,34921,Matheus Ferraz,4-2-3-1,4-2-4-0,Grazianni Maciel Rocha,Match Report,
2018-06-03,16:00,Série A,Matchweek 9,Sun,Home,W,3,1,Ath Paranaense,43,4679,Matheus Ferraz,4-2-3-1,3-4-3,Rodrigo Batista Raposo,Match Report,
2018-06-07,21:00,Série A,Matchweek 10,Thu,Home,L,1,3,Atlético Mineiro,47,7776,Matheus Ferraz,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2018-06-10,16:00,Série A,Matchweek 11,Sun,Away,L,0,1,Grêmio,38,12953,Matheus Ferraz,4-2-3-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,
2018-06-13,16:00,Série A,Matchweek 12,Wed,Home,D,0,0,Chapecoense,50,4894,Matheus Ferraz,4-2-3-1,4-1-4-1,Paulo Roberto Alves Júnior,Match Report,
2018-07-19,19:30,Série A,Matchweek 13,Thu,Away,L,1,3,Cruzeiro,47,17956,Matheus Ferraz,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2018-07-22,16:00,Série A,Matchweek 14,Sun,Away,L,0,1,Paraná,62,3217,Matheus Ferraz,4-3-3,4-1-4-1,Anderson Daronco,Match Report,
