Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Matheus Cavichioli,br BRA,GK,34.0,35.0,704,1025,68.7,20246,14941,115,116,99.1,299,307,97.4,271,580,46.7,1,0.2,0.1,0.8,5,13,0,0,1,Matches
Eduardo Gabriel,br BRA,DF,24.0,34.8,1132,1330,85.1,21340,8530,391,438,89.3,629,680,92.5,93,163,57.1,1,0.8,0.3,0.2,6,83,2,1,93,Matches
Felipe Azevedo,br BRA,"FW,MF",34.0,25.8,581,792,73.4,9035,2500,321,387,82.9,177,232,76.3,50,93,53.8,3,2.7,1.7,0.3,33,62,15,4,88,Matches
Juninho,br BRA,MF,33.0,30.6,864,1142,75.7,13455,4582,447,527,84.8,287,370,77.6,77,131,58.8,2,3.7,2.7,-1.7,48,110,36,10,143,Matches
Ademir Santos,br BRA,"FW,MF",25.0,28.5,562,866,64.9,9230,3025,293,363,80.7,188,295,63.7,52,124,41.9,3,5.1,4.4,-2.1,57,58,39,11,101,Matches
Ricardo Silva,br BRA,DF,28.0,27.8,791,1017,77.8,16238,6728,254,295,86.1,414,489,84.7,116,193,60.1,0,0.2,0.4,-0.2,6,41,1,1,60,Matches
Patric Cabral Lalau,br BRA,DF,31.0,23.7,895,1218,73.5,13979,6283,500,573,87.3,313,410,76.3,58,154,37.7,1,1.3,1.3,-0.3,22,79,25,14,113,Matches
Ale,br BRA,MF,30.0,22.3,994,1164,85.4,16754,4839,466,522,89.3,409,455,89.9,92,119,77.3,1,2.8,2.2,-1.8,33,103,10,2,121,Matches
Marlon,br BRA,DF,26.0,20.3,762,992,76.8,12007,5153,420,470,89.4,283,357,79.3,47,108,43.5,2,1.4,1.7,0.6,22,59,14,5,92,Matches
Lucas Kal,br BRA,MF,24.0,17.9,647,822,78.7,12358,4971,230,278,82.7,300,354,84.7,89,135,65.9,4,1.7,0.9,2.3,14,81,8,2,95,Matches
Juninho,br BRA,MF,34.0,13.5,619,790,78.4,12660,3747,249,285,87.4,221,265,83.4,131,206,63.6,3,3.7,2.3,-0.7,43,77,9,2,98,Matches
Fabrício,br BRA,"FW,MF",23.0,13.4,196,304,64.5,2819,760,100,134,74.6,74,103,71.8,7,24,29.2,2,2.5,2.2,-0.5,15,14,14,0,48,Matches
Mauro Zárate,ar ARG,"FW,MF",33.0,11.9,362,468,77.4,5335,1479,210,233,90.1,120,142,84.5,18,49,36.7,2,2.4,1.7,-0.4,27,38,20,3,48,Matches
Anderson Jesus,br BRA,DF,25.0,13.9,390,494,78.9,7743,3188,134,155,86.5,203,239,84.9,47,84,56.0,0,0.7,0.2,-0.7,2,26,3,0,34,Matches
Rodolfo,br BRA,"FW,MF",28.0,14.9,215,317,67.8,3121,797,116,146,79.5,72,104,69.2,13,30,43.3,1,2.3,1.3,-1.3,21,9,7,3,31,Matches
Ribamar,br BRA,"FW,MF",23.0,11.4,120,179,67.0,1746,367,65,84,77.4,36,55,65.5,8,11,72.7,0,0.6,0.3,-0.6,6,8,6,1,17,Matches
João Paulo,br BRA,DF,34.0,10.5,349,525,66.5,5866,3067,175,210,83.3,133,195,68.2,31,82,37.8,1,1.8,1.7,-0.8,18,33,15,9,48,Matches
Zé Ricardo,br BRA,MF,24.0,8.3,338,399,84.7,6088,1828,142,156,91.0,149,169,88.2,40,60,66.7,0,0.2,0.3,-0.2,4,27,2,0,29,Matches
Eduardo,br BRA,DF,34.0,8.2,274,421,65.1,4761,2173,132,155,85.2,106,145,73.1,30,83,36.1,0,0.7,0.6,-0.7,12,25,12,8,37,Matches
Alan Ruschel,br BRA,DF,31.0,8.2,303,406,74.6,4648,1987,165,187,88.2,98,139,70.5,22,42,52.4,0,1.2,1.0,-1.2,10,28,10,3,40,Matches
Diego,br BRA,DF,24.0,5.6,225,321,70.1,3594,1538,119,142,83.8,87,122,71.3,16,39,41.0,0,0.2,0.6,-0.2,1,20,6,2,24,Matches
Ramon,br BRA,"MF,DF",23.0,5.4,225,266,84.6,4352,1538,94,105,89.5,102,113,90.3,28,39,71.8,0,0.4,0.6,-0.4,6,43,4,1,49,Matches
Marcelo Toscano,br BRA,"MF,FW",35.0,4.3,135,184,73.4,2392,738,55,65,84.6,63,78,80.8,12,23,52.2,0,0.4,0.6,-0.4,6,17,5,1,22,Matches
Bruno Nazário,br BRA,"MF,FW",25.0,4.1,165,211,78.2,2524,548,86,95,90.5,53,62,85.5,15,30,50.0,0,1.3,0.6,-1.3,11,17,7,4,20,Matches
Jori,br BRA,GK,24.0,3.0,46,76,60.5,1069,804,15,15,100.0,14,17,82.4,14,41,34.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Chrigor Moraes,br BRA,"FW,MF",20.0,2.9,25,36,69.4,300,45,19,20,95.0,4,8,50.0,1,2,50.0,0,0.1,0.0,-0.1,2,4,0,0,1,Matches
Zé Vitor,br BRA,DF,19.0,2.2,84,109,77.1,1701,603,31,35,88.6,42,51,82.4,10,18,55.6,0,0.1,0.1,-0.1,1,7,1,0,9,Matches
