Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
18,Figueirense,19,7,9,3,21,16,5,30,1.58,19,1,4,14,9,34,-25,7,0.37
19,Santa Cruz,19,7,2,10,27,27,0,23,1.21,19,1,5,13,18,42,-24,8,0.42
20,América (MG),19,7,3,9,13,20,-7,24,1.26,19,0,4,15,10,38,-28,4,0.21
