Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Matheus Cavichioli,br BRA,GK,34.0,35,35,3150,35.0,34,0.97,151,116,78.8,13,12,10,12,34.3,3,2,1,0,33.3,Matches
Jori,br BRA,GK,24.0,3,3,270,3.0,3,1.0,12,9,83.3,0,2,1,1,33.3,1,1,0,0,0.0,Matches
Squad Total,,,29.2,38,38,3420,38.0,37,0.97,163,125,79.1,13,14,11,13,34.2,4,3,1,0,25.0,
Opponent Total,,,26.7,38,38,3420,38.0,41,1.08,165,122,78.8,11,14,13,14,36.8,9,6,2,1,25.0,
