Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Matheus Cavichioli,br BRA,GK,34.0,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Eduardo Gabriel,br BRA,DF,24.0,34.8,1,14,6,42.9,0.4,0.17,0.07,0.17,12.3,0,0,0,1.9,1.9,0.14,-0.9,-0.9,Matches
Felipe Azevedo,br BRA,"FW,MF",34.0,25.8,5,61,20,32.8,2.36,0.77,0.08,0.25,19.5,0,0,1,6.0,5.2,0.09,-1.0,-0.2,Matches
Juninho,br BRA,MF,33.0,30.6,3,27,12,44.4,0.88,0.39,0.11,0.25,19.7,0,0,0,3.7,3.7,0.14,-0.7,-0.7,Matches
Ademir Santos,br BRA,"FW,MF",25.0,28.5,13,78,26,33.3,2.73,0.91,0.1,0.31,21.7,4,5,6,14.6,9.8,0.13,-1.6,-1.8,Matches
Ricardo Silva,br BRA,DF,28.0,27.8,0,15,2,13.3,0.54,0.07,0.0,0.0,17.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
Patric Cabral Lalau,br BRA,DF,31.0,23.7,1,29,5,17.2,1.22,0.21,0.03,0.2,21.7,0,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
Ale,br BRA,MF,30.0,22.3,3,31,9,29.0,1.39,0.4,0.1,0.33,20.4,0,0,0,2.5,2.5,0.08,0.5,0.5,Matches
Marlon,br BRA,DF,26.0,20.3,1,29,4,13.8,1.43,0.2,0.03,0.25,25.1,1,0,0,1.2,1.2,0.04,-0.2,-0.2,Matches
Lucas Kal,br BRA,MF,24.0,17.9,1,18,3,16.7,1.0,0.17,0.06,0.33,24.6,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
Juninho,br BRA,MF,34.0,13.5,3,25,5,20.0,1.86,0.37,0.08,0.4,26.7,6,1,1,2.1,1.3,0.05,0.9,0.7,Matches
Fabrício,br BRA,"FW,MF",23.0,13.4,3,46,12,26.1,3.43,0.89,0.07,0.25,21.0,0,0,0,3.5,3.5,0.08,-0.5,-0.5,Matches
Mauro Zárate,ar ARG,"FW,MF",33.0,11.9,1,30,6,20.0,2.52,0.5,0.03,0.17,24.5,3,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
Anderson Jesus,br BRA,DF,25.0,13.9,0,10,2,20.0,0.72,0.14,0.0,0.0,16.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Rodolfo,br BRA,"FW,MF",28.0,14.9,1,37,11,29.7,2.49,0.74,0.03,0.09,15.8,2,0,0,3.5,3.5,0.1,-2.5,-2.5,Matches
Ribamar,br BRA,"FW,MF",23.0,11.4,2,37,13,35.1,3.26,1.14,0.05,0.15,14.4,0,0,1,6.2,5.4,0.15,-4.2,-3.4,Matches
João Paulo,br BRA,DF,34.0,10.5,1,9,2,22.2,0.86,0.19,0.11,0.5,24.4,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches
Zé Ricardo,br BRA,MF,24.0,8.3,0,8,0,0.0,0.97,0.0,0.0,,24.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Eduardo,br BRA,DF,34.0,8.2,0,3,1,33.3,0.37,0.12,0.0,0.0,19.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Alan Ruschel,br BRA,DF,31.0,8.2,0,7,2,28.6,0.85,0.24,0.0,0.0,20.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Diego,br BRA,DF,24.0,5.6,0,2,0,0.0,0.36,0.0,0.0,,20.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Ramon,br BRA,"MF,DF",23.0,5.4,0,2,1,50.0,0.37,0.18,0.0,0.0,28.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Marcelo Toscano,br BRA,"MF,FW",35.0,4.3,0,9,1,11.1,2.08,0.23,0.0,0.0,21.0,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Bruno Nazário,br BRA,"MF,FW",25.0,4.1,0,6,1,16.7,1.45,0.24,0.0,0.0,22.8,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Jori,br BRA,GK,24.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Chrigor Moraes,br BRA,"FW,MF",20.0,2.9,0,10,4,40.0,3.5,1.4,0.0,0.0,12.3,0,0,0,1.4,1.4,0.14,-1.4,-1.4,Matches
Zé Vitor,br BRA,DF,19.0,2.2,0,3,0,0.0,1.34,0.0,0.0,,15.2,0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches
Geovane,br BRA,"FW,MF",22.0,2.8,1,9,4,44.4,3.23,1.43,0.11,0.25,22.7,0,0,0,0.6,0.6,0.07,0.4,0.4,Matches
Carlos Alberto,br BRA,"FW,MF",18.0,2.3,1,4,3,75.0,1.71,1.28,0.25,0.33,13.5,0,0,0,0.9,0.9,0.23,0.1,0.1,Matches
Gustavinho,br BRA,"FW,MF",19.0,1.3,0,2,0,0.0,1.58,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Sabino,br BRA,MF,21.0,1.6,0,1,0,0.0,0.63,0.0,0.0,,23.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Yan Sasse,br BRA,MF,23.0,0.7,0,3,0,0.0,4.43,0.0,0.0,,25.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Isaque,br BRA,FW,23.0,0.4,0,1,0,0.0,2.5,0.0,0.0,,12.2,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Orlando Berrío,co COL,FW,29.0,0.3,0,1,0,0.0,3.1,0.0,0.0,,10.0,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Kawê,br BRA,MF,18.0,0.1,0,2,2,100.0,36.0,36.0,0.0,0.0,10.9,0,0,0,0.4,0.4,0.24,-0.4,-0.4,Matches
Léo Passos,br BRA,MF,21.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,29.2,38.0,41,569,157,27.6,14.97,4.13,0.06,0.22,20.3,17,6,9,56.1,49.1,0.09,-15.1,-14.1,
Opponent Total,,,26.7,38.0,37,462,159,34.4,12.16,4.18,0.07,0.21,19.5,22,3,4,46.8,43.8,0.1,-9.8,-9.8,
