Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Juninho,br BRA,MF,34.0,34.5,45,28,20,17,8,19,39,48.7,20,46,14,32,31,76,34,0,Matches
Eder,br BRA,DF,26.0,32.7,23,13,16,7,0,14,28,50.0,14,46,35,11,54,77,153,0,Matches
Felipe Azevedo,br BRA,"MF,FW",35.0,25.3,36,18,14,13,9,12,40,30.0,28,31,2,29,14,50,23,1,Matches
Marlon,br BRA,DF,27.0,24.3,57,37,36,18,3,31,50,62.0,19,33,14,19,44,101,60,0,Matches
Lucas Kal,br BRA,MF,25.0,24.0,38,19,15,19,4,13,34,38.2,21,27,8,19,32,70,49,0,Matches
Matheus Cavichioli,br BRA,GK,35.0,25.0,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,18,0,Matches
Everaldo,br BRA,"MF,FW",27.0,21.0,30,17,12,10,8,6,33,18.2,27,21,1,20,16,46,7,0,Matches
Ale,br BRA,MF,31.0,21.4,50,21,20,22,8,19,37,51.4,18,32,5,27,28,78,36,1,Matches
Henrique Almeida,br BRA,FW,30.0,16.6,18,11,4,9,5,4,15,26.7,11,7,0,7,3,21,9,0,Matches
Patric Cabral Lalau,br BRA,DF,32.0,19.1,40,20,21,17,2,16,33,48.5,17,10,3,7,19,59,54,0,Matches
Raúl Cáceres,py PAR,DF,30.0,18.0,35,19,19,10,6,20,45,44.4,25,17,7,10,17,52,28,0,Matches
Germán Conti,ar ARG,DF,27.0,18.4,20,13,9,10,1,7,14,50.0,7,34,22,12,28,48,110,0,Matches
Matheusinho,br BRA,"MF,FW",23.0,15.3,25,16,6,11,8,10,24,41.7,14,10,2,8,17,42,5,0,Matches
Jailson,br BRA,GK,40.0,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,Matches
Iago Maidana,br BRA,DF,25.0,11.5,8,6,6,2,0,4,11,36.4,7,6,5,1,8,16,63,0,Matches
Aloísio dos Santos Gonçalves,cn CHN,"FW,MF",33.0,10.5,12,8,4,5,3,3,15,20.0,12,9,0,9,4,16,9,0,Matches
Danilo Avelar,br BRA,DF,32.0,9.6,11,8,7,3,1,5,14,35.7,9,11,4,7,16,27,36,1,Matches
Pedrinho,br BRA,"FW,MF",22.0,10.8,11,6,5,5,1,5,25,20.0,20,9,0,9,8,19,7,0,Matches
Luan Patrick,br BRA,DF,20.0,9.0,13,6,7,6,0,7,12,58.3,5,14,6,8,12,25,34,0,Matches
Ricardo Silva,br BRA,DF,29.0,8.3,9,6,5,3,1,7,11,63.6,4,12,10,2,7,16,41,0,Matches
Martín Benítez,ar ARG,MF,27.0,8.4,7,6,2,2,3,3,11,27.3,8,12,1,11,5,12,7,0,Matches
Gustavinho,br BRA,MF,20.0,4.3,16,9,2,9,5,9,18,50.0,9,10,0,10,4,20,5,0,Matches
João Paulo,br BRA,DF,35.0,3.9,10,5,4,5,1,4,9,44.4,5,5,2,3,7,17,7,0,Matches
Paulinho Bóia,br BRA,"FW,MF",23.0,3.2,3,1,0,2,1,1,2,50.0,1,2,0,2,0,3,1,0,Matches
Gonzalo Mastriani,uy URU,FW,28.0,5.2,2,2,0,1,1,1,4,25.0,3,4,0,4,0,2,4,0,Matches
Leandro Emmanuel Martínez,ar ARG,MF,27.0,2.9,10,6,3,3,4,2,3,66.7,1,3,0,3,3,13,1,0,Matches
Wellington Paulista,br BRA,FW,37.0,5.7,1,0,0,0,1,0,3,0.0,3,1,1,0,0,1,3,0,Matches
Juan Pablo Ramírez,co COL,"MF,FW",24.0,4.5,7,3,1,5,1,3,5,60.0,2,3,0,3,4,11,2,0,Matches
Zé Ricardo,br BRA,MF,25.0,2.6,3,2,2,1,0,1,3,33.3,2,4,1,3,5,8,5,0,Matches
Rodriguinho,br BRA,MF,18.0,2.1,4,3,2,2,0,1,7,14.3,6,1,0,1,5,9,0,0,Matches
Arthur,br BRA,"MF,DF",18.0,2.0,5,3,2,2,1,1,9,11.1,8,4,1,3,1,6,7,0,Matches
Airton Moraes,br BRA,GK,27.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Carlos Alberto,br BRA,"FW,MF",19.0,1.7,1,1,1,0,0,1,4,25.0,3,2,0,2,4,5,0,1,Matches
Gustavo Marques,br BRA,DF,20.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
Kawê,br BRA,"MF,FW",19.0,0.3,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0,Matches
Flávio,br BRA,MF,21.0,0.3,2,2,2,0,0,2,3,66.7,1,0,0,0,2,4,0,0,Matches
Juninho,br BRA,MF,35.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,29.8,38.0,553,316,248,219,86,232,564,41.1,332,428,144,284,400,953,829,4,
Opponent Total,,,27.3,38.0,658,362,344,235,79,299,619,48.3,320,429,134,295,407,1065,732,6,
