Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
João Ricardo Riedi,br BRA,GK,27.0,35,3150.0,90.0,92.1,35.0,35,90.0,35.0,0,,1,0.63,21.0,57.0,-36.0,-1.03,-1.36,Matches
Leandro Guerreiro,br BRA,"DF,MF",37.0,33,2809.0,85.0,82.1,31.2,33,85.0,23.0,0,,1,0.85,19.0,48.0,-29.0,-0.93,-0.05,Matches
Juninho,br BRA,MF,28.0,32,2717.0,85.0,79.4,30.2,30,90.0,29.0,2,14.0,4,0.84,19.0,45.0,-26.0,-0.86,0.29,Matches
Danilo Barcelos,br BRA,"DF,MF",24.0,34,2293.0,67.0,67.0,25.5,25,85.0,15.0,9,19.0,1,0.79,21.0,36.0,-15.0,-0.59,1.01,Matches
Osman Júnior,br BRA,"FW,MF",23.0,26,2212.0,85.0,64.7,24.6,25,87.0,22.0,1,25.0,0,0.62,14.0,41.0,-27.0,-1.1,-0.5,Matches
Ernandes Dias Luz,br BRA,"DF,MF",28.0,23,1745.0,76.0,51.0,19.4,19,86.0,16.0,4,28.0,6,0.96,11.0,28.0,-17.0,-0.88,0.09,Matches
Jonas,br BRA,DF,28.0,18,1591.0,88.0,46.5,17.7,18,88.0,17.0,0,,1,0.89,9.0,22.0,-13.0,-0.74,0.35,Matches
Gilson,br BRA,DF,29.0,18,1366.0,76.0,39.9,15.2,16,84.0,11.0,2,15.0,0,0.61,8.0,27.0,-19.0,-1.25,-0.55,Matches
Alison,br BRA,DF,32.0,15,1262.0,84.0,36.9,14.0,15,84.0,13.0,0,,3,0.47,8.0,20.0,-12.0,-0.86,0.1,Matches
Suéliton,br BRA,DF,24.0,15,1281.0,85.0,37.5,14.2,14,90.0,14.0,1,20.0,6,0.6,10.0,20.0,-10.0,-0.7,0.35,Matches
Pablo,br BRA,"DF,FW",26.0,16,1267.0,79.0,37.0,14.1,14,89.0,12.0,2,14.0,1,0.63,8.0,25.0,-17.0,-1.21,-0.46,Matches
Michael,br BRA,FW,22.0,21,1183.0,56.0,34.6,13.1,13,80.0,6.0,8,17.0,1,0.95,8.0,15.0,-7.0,-0.53,0.59,Matches
Éder Lima,br BRA,DF,29.0,12,1028.0,86.0,30.1,11.4,12,86.0,11.0,0,,2,1.17,8.0,16.0,-8.0,-0.7,0.32,Matches
Matheusinho,br BRA,MF,17.0,18,995.0,55.0,29.1,11.1,12,72.0,1.0,6,21.0,5,1.0,6.0,9.0,-3.0,-0.27,0.92,Matches
Roger Duarte,br BRA,DF,21.0,14,1031.0,74.0,30.1,11.5,11,87.0,10.0,3,26.0,13,0.79,5.0,20.0,-15.0,-1.31,-0.56,Matches
Hélder Maurílio,br BRA,"DF,MF",27.0,13,968.0,74.0,28.3,10.8,11,86.0,8.0,2,10.0,11,0.69,10.0,17.0,-7.0,-0.65,0.38,Matches
Claudinei,br BRA,MF,27.0,17,1017.0,60.0,29.7,11.3,10,88.0,7.0,7,20.0,19,0.59,6.0,20.0,-14.0,-1.24,-0.45,Matches
Antonio de Moura Carvalho,br BRA,"FW,MF",29.0,13,915.0,70.0,26.8,10.2,10,85.0,8.0,3,21.0,0,0.77,4.0,16.0,-12.0,-1.18,-0.35,Matches
Adalberto,br BRA,DF,28.0,9,810.0,90.0,23.7,9.0,9,90.0,9.0,0,,3,0.67,5.0,16.0,-11.0,-1.22,-0.39,Matches
Nixon,br BRA,FW,23.0,11,691.0,63.0,20.2,7.7,9,71.0,1.0,2,27.0,5,1.0,5.0,10.0,-5.0,-0.65,0.34,Matches
Artur Jesus Vieira,br BRA,DF,25.0,9,731.0,81.0,21.4,8.1,8,83.0,6.0,1,66.0,1,0.89,8.0,14.0,-6.0,-0.74,0.23,Matches
Messias,br BRA,DF,21.0,9,649.0,72.0,19.0,7.2,8,76.0,4.0,1,38.0,3,0.78,2.0,8.0,-6.0,-0.83,0.11,Matches
Humberlito Borges,br BRA,FW,35.0,10,672.0,67.0,19.6,7.5,7,86.0,4.0,3,22.0,0,0.6,5.0,14.0,-9.0,-1.21,-0.35,Matches
Victor Rangel,br BRA,FW,25.0,13,638.0,49.0,18.7,7.1,7,72.0,2.0,6,22.0,1,0.77,3.0,9.0,-6.0,-0.85,0.09,Matches
Alan Mineiro,br BRA,MF,28.0,11,560.0,51.0,16.4,6.2,6,72.0,0.0,5,26.0,1,0.27,2.0,15.0,-13.0,-2.09,-1.4,Matches
Bruno Teles,br BRA,DF,29.0,7,510.0,73.0,14.9,5.7,6,81.0,4.0,1,22.0,9,0.86,2.0,12.0,-10.0,-1.76,-0.99,Matches
Christian Savio,br BRA,MF,20.0,8,506.0,63.0,14.8,5.6,5,90.0,3.0,3,19.0,18,0.5,3.0,8.0,-5.0,-0.89,0.04,Matches
