Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
João Ricardo Riedi,br BRA,GK,29.0,28,28,2520,28.0,35,1.25,127,97,75.6,7,8,13,8,28.6,5,4,1,0,20.0,Matches
Jori,br BRA,GK,21.0,9,9,810,9.0,12,1.33,34,24,70.6,3,1,5,2,22.2,2,2,0,0,0.0,Matches
Fernando Leal,br BRA,GK,36.0,1,1,90,1.0,0,0.0,2,2,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
Squad Total,,,28.6,38,38,3420,38.0,47,1.24,163,123,74.8,10,10,18,11,28.9,7,6,1,0,14.3,
Opponent Total,,,27.0,38,38,3420,38.0,30,0.79,122,96,77.9,18,10,10,19,50.0,4,3,1,0,25.0,
