Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Ruy,br BRA,MF,29.0,21,1106.0,53.0,32.3,12.3,11,80.0,6.0,10,22.0,7,0.9,5.0,12.0,-7.0,-0.57,-0.18,Matches
Aylon,br BRA,"FW,MF",25.0,14,955.0,68.0,27.9,10.6,11,81.0,4.0,3,23.0,8,1.07,13.0,14.0,-1.0,-0.09,0.49,Matches
Marquinhos,br BRA,"DF,FW",28.0,17,824.0,48.0,24.1,9.2,9,66.0,1.0,8,29.0,11,0.94,10.0,10.0,0.0,0.0,0.59,Matches
Jori,br BRA,GK,21.0,9,810.0,90.0,23.7,9.0,9,90.0,9.0,0,,2,1.11,10.0,12.0,-2.0,-0.22,0.3,Matches
Christian Savio,br BRA,MF,22.0,10,748.0,75.0,21.9,8.3,9,82.0,6.0,1,12.0,13,0.9,8.0,16.0,-8.0,-0.96,-0.66,Matches
Matheusinho,br BRA,MF,19.0,17,904.0,53.0,26.4,10.0,8,82.0,3.0,9,27.0,5,1.0,7.0,8.0,-1.0,-0.1,0.47,Matches
David,br BRA,MF,35.0,9,471.0,52.0,13.8,5.2,6,72.0,3.0,3,12.0,13,1.44,3.0,4.0,-1.0,-0.19,0.3,Matches
Ademir Santos,br BRA,"FW,MF",22.0,14,696.0,50.0,20.4,7.7,5,70.0,0.0,9,39.0,6,0.79,5.0,9.0,-4.0,-0.52,-0.09,Matches
Judivan,br BRA,"FW,MF",22.0,9,414.0,46.0,12.1,4.6,5,69.0,1.0,4,18.0,8,1.11,2.0,6.0,-4.0,-0.87,-0.48,Matches
Rafael Lima,br BRA,DF,31.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,4,1.5,6.0,7.0,-1.0,-0.25,0.22,Matches
Paulão,br BRA,DF,31.0,5,334.0,67.0,9.8,3.7,4,83.0,3.0,1,1.0,14,0.83,2.0,5.0,-3.0,-0.81,-0.4,Matches
Robinho,br BRA,MF,23.0,12,409.0,34.0,12.0,4.5,3,63.0,0.0,9,25.0,9,0.33,3.0,8.0,-5.0,-1.1,-0.74,Matches
Wesley Pacheco,br BRA,FW,27.0,5,134.0,27.0,3.9,1.5,1,48.0,0.0,4,22.0,15,0.8,1.0,0.0,1.0,0.67,1.16,Matches
Fernando Leal,br BRA,GK,36.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,32,1.0,0.0,0.0,0.0,0.0,0.46,Matches
Ricardo Silva,br BRA,DF,25.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,19,0.0,0.0,6.0,-6.0,-6.0,-5.7,Matches
Lincoln,br BRA,MF,19.0,3,77.0,26.0,2.3,0.9,0,,0.0,3,25.0,10,1.33,0.0,0.0,0.0,0.0,0.46,Matches
Capixaba,br BRA,"FW,MF",21.0,3,50.0,17.0,1.5,0.6,0,,0.0,3,16.0,9,0.0,0.0,3.0,-3.0,-5.4,-5.03,Matches
Renan Oliveira,br BRA,"FW,MF",28.0,2,48.0,24.0,1.4,0.5,0,,0.0,2,23.0,10,0.5,0.0,1.0,-1.0,-1.87,-1.45,Matches
França,br BRA,FW,22.0,2,30.0,15.0,0.9,0.3,0,,0.0,2,14.0,0,1.5,0.0,0.0,0.0,0.0,0.45,Matches
Luis Carlos Pilar,br BRA,FW,20.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Felipinho,br BRA,DF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Lima,br BRA,DF,32.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Lucas Luan,br BRA,DF,18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Marcio,br BRA,MF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Everton Morelli,br BRA,MF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Glauco Passos,br BRA,GK,22.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Sabino,br BRA,MF,18.0,0,,,,,0,,0.0,0,,7,,,,,,,Matches
Squad Total,,,28.6,38,3420.0,90.0,100.0,38.0,418,83.0,,114,24.0,284,1.05,30.0,47.0,-17.0,-0.45,,
Opponent Total,,,27.0,38,3420.0,90.0,100.0,38.0,418,83.0,,114,23.0,293,1.68,47.0,30.0,17.0,0.45,,
