Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Ricardo Silva,br BRA,DF,29.0,11,743.0,68.0,21.7,8.3,8,88.0,7,3,13.0,8,1.91,13.0,7.0,6.0,0.73,0.93,11.6,10.4,1.2,0.15,0.33,Matches
Martín Benítez,ar ARG,MF,27.0,15,754.0,50.0,22.0,8.4,7,77.0,1,8,27.0,1,1.87,14.0,8.0,6.0,0.72,0.92,13.3,10.4,3.0,0.35,0.59,Matches
Gustavinho,br BRA,MF,20.0,10,391.0,39.0,11.4,4.3,6,54.0,0,4,18.0,13,1.1,4.0,5.0,-1.0,-0.23,-0.26,6.1,4.7,1.4,0.33,0.5,Matches
João Paulo,br BRA,DF,35.0,6,348.0,58.0,10.2,3.9,4,72.0,2,2,30.0,7,1.5,5.0,5.0,0.0,0.0,0.0,4.3,4.8,-0.5,-0.13,-0.02,Matches
Paulinho Bóia,br BRA,"FW,MF",23.0,4,286.0,72.0,8.4,3.2,4,72.0,0,0,,0,1.5,3.0,3.0,0.0,0.0,0.0,2.4,3.7,-1.3,-0.42,-0.33,Matches
Gonzalo Mastriani,uy URU,FW,28.0,11,468.0,43.0,13.7,5.2,3,75.0,0,8,30.0,4,1.27,8.0,5.0,3.0,0.58,0.67,7.9,6.4,1.5,0.29,0.46,Matches
Leandro Emmanuel Martínez,ar ARG,MF,27.0,4,261.0,65.0,7.6,2.9,3,61.0,0,1,78.0,0,1.5,3.0,2.0,1.0,0.34,0.37,3.9,3.2,0.7,0.23,0.37,Matches
Wellington Paulista,br BRA,FW,37.0,19,517.0,27.0,15.1,5.7,2,48.0,0,17,25.0,6,1.47,8.0,6.0,2.0,0.35,0.41,7.9,6.4,1.5,0.26,0.44,Matches
Juan Pablo Ramírez,co COL,"MF,FW",24.0,16,402.0,25.0,11.8,4.5,2,54.0,0,14,21.0,9,1.31,5.0,7.0,-2.0,-0.45,-0.51,6.3,7.7,-1.5,-0.33,-0.25,Matches
Zé Ricardo,br BRA,MF,25.0,9,231.0,26.0,6.8,2.6,2,68.0,1,7,14.0,26,1.56,4.0,5.0,-1.0,-0.39,-0.42,2.6,4.2,-1.6,-0.63,-0.56,Matches
Rodriguinho,br BRA,MF,18.0,4,189.0,47.0,5.5,2.1,2,82.0,0,2,13.0,6,0.5,1.0,2.0,-1.0,-0.48,-0.5,1.4,1.2,0.1,0.07,0.19,Matches
Arthur,br BRA,"MF,DF",18.0,7,178.0,25.0,5.2,2.0,1,63.0,0,6,19.0,14,1.43,2.0,2.0,0.0,0.0,0.0,2.0,2.5,-0.5,-0.26,-0.16,Matches
Airton Moraes,br BRA,GK,27.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,30,0.0,0.0,1.0,-1.0,-1.0,-1.03,1.1,1.8,-0.7,-0.7,-0.61,Matches
Carlos Alberto,br BRA,"FW,MF",19.0,6,156.0,26.0,4.6,1.7,0,,0,6,26.0,10,0.67,0.0,2.0,-2.0,-1.15,-1.21,2.4,3.7,-1.3,-0.73,-0.65,Matches
Gustavo Marques,br BRA,DF,20.0,1,45.0,45.0,1.3,0.5,0,,0,1,45.0,8,1.0,1.0,1.0,0.0,0.0,0.0,1.3,0.7,0.6,1.23,1.36,Matches
Kawê,br BRA,"MF,FW",19.0,2,31.0,16.0,0.9,0.3,0,,0,2,16.0,3,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.5,-0.4,-1.17,-1.07,Matches
Flávio,br BRA,MF,21.0,2,26.0,13.0,0.8,0.3,0,,0,2,13.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.3,1.02,1.14,Matches
Juninho,br BRA,MF,35.0,1,15.0,15.0,0.4,0.2,0,,0,1,15.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.09,0.2,Matches
Robson,br BRA,GK,21.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Squad Total,,,29.8,38,3420.0,90.0,100.0,38.0,418,79.0,227,188,23.0,264,1.39,40.0,40.0,0.0,0.0,,45.6,49.7,-4.1,-0.11,,
Opponent Total,,,27.3,38,3420.0,90.0,100.0,38.0,418,79.0,237,181,23.0,263,1.39,40.0,40.0,0.0,0.0,,49.7,45.6,4.1,0.11,,
