Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Juninho,br BRA,MF,34.0,35,3105.0,89.0,90.8,34.5,35,89.0,31,0,,0,1.4,35.0,37.0,-2.0,-0.06,-0.63,40.5,46.7,-6.2,-0.18,-0.77,Matches
Eder,br BRA,DF,26.0,33,2942.0,89.0,86.0,32.7,33,89.0,32,0,,0,1.39,32.0,35.0,-3.0,-0.09,-0.66,39.2,42.3,-3.1,-0.1,0.09,Matches
Felipe Azevedo,br BRA,"MF,FW",35.0,36,2274.0,63.0,66.5,25.3,30,71.0,4,6,27.0,1,1.47,29.0,26.0,3.0,0.12,0.35,28.7,31.3,-2.5,-0.1,0.03,Matches
Marlon,br BRA,DF,27.0,29,2185.0,75.0,63.9,24.3,26,81.0,13,3,24.0,1,1.28,20.0,19.0,1.0,0.04,0.11,27.1,27.9,-0.8,-0.03,0.21,Matches
Lucas Kal,br BRA,MF,25.0,28,2164.0,77.0,63.3,24.0,26,83.0,17,2,9.0,5,1.5,21.0,23.0,-2.0,-0.08,-0.23,24.9,31.5,-6.6,-0.28,-0.46,Matches
Matheus Cavichioli,br BRA,GK,35.0,25,2250.0,90.0,65.8,25.0,25,90.0,25,0,,9,1.52,29.0,26.0,3.0,0.12,0.35,33.1,33.6,-0.5,-0.02,0.26,Matches
Everaldo,br BRA,"MF,FW",27.0,29,1892.0,65.0,55.3,21.0,25,71.0,6,4,31.0,0,1.34,20.0,22.0,-2.0,-0.1,-0.21,25.7,29.4,-3.7,-0.18,-0.15,Matches
Ale,br BRA,MF,31.0,28,1929.0,69.0,56.4,21.4,24,76.0,13,4,29.0,0,1.32,26.0,26.0,0.0,0.0,0.0,26.0,27.7,-1.7,-0.08,0.07,Matches
Henrique Almeida,br BRA,FW,30.0,28,1497.0,53.0,43.8,16.6,21,65.0,1,7,19.0,7,1.5,18.0,15.0,3.0,0.18,0.32,20.0,21.8,-1.8,-0.11,0.0,Matches
Patric Cabral Lalau,br BRA,DF,32.0,30,1719.0,57.0,50.3,19.1,18,84.0,13,12,17.0,6,1.23,17.0,26.0,-9.0,-0.47,-0.95,20.0,29.2,-9.2,-0.48,-0.75,Matches
Raúl Cáceres,py PAR,DF,30.0,26,1618.0,62.0,47.3,18.0,18,79.0,6,8,26.0,7,1.73,23.0,15.0,8.0,0.44,0.84,23.7,21.4,2.3,0.13,0.45,Matches
Germán Conti,ar ARG,DF,27.0,23,1653.0,72.0,48.3,18.4,17,90.0,17,6,21.0,4,1.3,16.0,22.0,-6.0,-0.33,-0.63,20.4,26.5,-6.1,-0.33,-0.43,Matches
Matheusinho,br BRA,"MF,FW",23.0,28,1375.0,49.0,40.2,15.3,13,76.0,4,15,26.0,0,1.46,14.0,17.0,-3.0,-0.2,-0.33,20.9,17.2,3.6,0.24,0.58,Matches
Jailson,br BRA,GK,40.0,12,1080.0,90.0,31.6,12.0,12,90.0,12,0,,0,1.25,11.0,13.0,-2.0,-0.17,-0.24,11.5,14.4,-2.9,-0.24,-0.2,Matches
Iago Maidana,br BRA,DF,25.0,17,1035.0,61.0,30.3,11.5,12,80.0,9,5,15.0,11,1.76,13.0,7.0,6.0,0.52,0.75,13.8,13.1,0.8,0.07,0.25,Matches
Aloísio dos Santos Gonçalves,cn CHN,"FW,MF",33.0,22,949.0,43.0,27.7,10.5,10,65.0,1,12,25.0,4,1.09,13.0,14.0,-1.0,-0.09,-0.13,14.1,14.2,0.0,0.0,0.15,Matches
Danilo Avelar,br BRA,DF,32.0,19,862.0,45.0,25.2,9.6,10,75.0,4,9,12.0,8,1.11,12.0,14.0,-2.0,-0.21,-0.28,12.5,16.1,-3.6,-0.37,-0.35,Matches
Pedrinho,br BRA,"FW,MF",22.0,19,968.0,51.0,28.3,10.8,9,71.0,1,10,33.0,0,1.47,10.0,9.0,1.0,0.09,0.13,10.5,15.1,-4.7,-0.43,-0.45,Matches
Luan Patrick,br BRA,DF,20.0,10,808.0,81.0,23.6,9.0,9,86.0,6,1,36.0,23,1.55,11.0,11.0,0.0,0.0,0.0,12.0,12.1,-0.1,-0.01,0.13,Matches
