Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Matheus Cavichioli,br BRA,GK,34.0,35.0,12,0.34,12,0,0,0,0,0,3,0.09,3,0,0,0,0,0,Matches
Eduardo Gabriel,br BRA,DF,24.0,34.8,16,0.46,11,1,0,2,1,1,2,0.06,0,0,0,1,0,1,Matches
Felipe Azevedo,br BRA,"FW,MF",34.0,25.8,59,2.3,45,3,6,2,1,2,3,0.12,3,0,0,0,0,0,Matches
Juninho,br BRA,MF,33.0,30.6,106,3.46,86,4,3,6,1,6,4,0.13,4,0,0,0,0,0,Matches
Ademir Santos,br BRA,"FW,MF",25.0,28.5,132,4.63,83,10,22,5,10,2,11,0.39,5,1,1,1,3,0,Matches
Ricardo Silva,br BRA,DF,28.0,27.8,21,0.75,13,2,0,5,1,0,1,0.04,1,0,0,0,0,0,Matches
Patric Cabral Lalau,br BRA,DF,31.0,23.7,67,2.82,49,9,4,2,2,1,4,0.17,3,1,0,0,0,0,Matches
Ale,br BRA,MF,30.0,22.3,58,2.61,49,4,1,1,2,1,2,0.09,2,0,0,0,0,0,Matches
Marlon,br BRA,DF,26.0,20.3,51,2.52,38,4,1,4,2,2,3,0.15,2,0,0,0,0,1,Matches
Lucas Kal,br BRA,MF,24.0,17.9,36,2.0,30,2,0,4,0,0,7,0.39,7,0,0,0,0,0,Matches
Juninho,br BRA,MF,34.0,13.5,77,5.71,41,23,4,6,3,0,7,0.52,6,0,1,0,0,0,Matches
Fabrício,br BRA,"FW,MF",23.0,13.4,49,3.61,31,0,9,4,4,1,4,0.29,1,0,1,1,1,0,Matches
Mauro Zárate,ar ARG,"FW,MF",33.0,11.9,56,4.72,45,3,4,2,2,0,5,0.42,4,0,1,0,0,0,Matches
Anderson Jesus,br BRA,DF,25.0,13.9,3,0.22,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodolfo,br BRA,"FW,MF",28.0,14.9,45,3.03,31,0,5,3,5,1,2,0.13,1,0,0,1,0,0,Matches
Ribamar,br BRA,"FW,MF",23.0,11.4,20,1.76,13,0,0,3,4,0,2,0.18,1,0,0,0,1,0,Matches
João Paulo,br BRA,DF,34.0,10.5,29,2.77,23,5,0,1,0,0,2,0.19,2,0,0,0,0,0,Matches
Zé Ricardo,br BRA,MF,24.0,8.3,19,2.3,15,0,1,1,1,1,3,0.36,2,0,0,1,0,0,Matches
Eduardo,br BRA,DF,34.0,8.2,26,3.17,17,6,1,0,1,1,1,0.12,1,0,0,0,0,0,Matches
Alan Ruschel,br BRA,DF,31.0,8.2,19,2.32,12,4,0,1,1,1,1,0.12,1,0,0,0,0,0,Matches
Diego,br BRA,DF,24.0,5.6,11,1.98,10,1,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
Ramon,br BRA,"MF,DF",23.0,5.4,18,3.31,15,0,0,1,1,1,0,0.0,0,0,0,0,0,0,Matches
Marcelo Toscano,br BRA,"MF,FW",35.0,4.3,13,3.01,9,3,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruno Nazário,br BRA,"MF,FW",25.0,4.1,22,5.32,14,4,0,1,2,1,0,0.0,0,0,0,0,0,0,Matches
Jori,br BRA,GK,24.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Chrigor Moraes,br BRA,"FW,MF",20.0,2.9,3,1.05,2,0,0,1,0,0,1,0.35,1,0,0,0,0,0,Matches
Zé Vitor,br BRA,DF,19.0,2.2,2,0.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Geovane,br BRA,"FW,MF",22.0,2.8,11,3.96,6,4,0,1,0,0,2,0.72,1,0,0,1,0,0,Matches
Carlos Alberto,br BRA,"FW,MF",18.0,2.3,3,1.28,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gustavinho,br BRA,"FW,MF",19.0,1.3,3,2.35,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Sabino,br BRA,MF,21.0,1.6,3,1.9,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Yan Sasse,br BRA,MF,23.0,0.7,4,5.9,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Isaque,br BRA,FW,23.0,0.4,3,7.5,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Orlando Berrío,co COL,FW,29.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kawê,br BRA,MF,18.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Léo Passos,br BRA,MF,21.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,29.2,38.0,998,26.26,716,92,64,59,45,22,71,1.87,52,2,4,6,5,2,
Opponent Total,,,26.7,38.0,818,21.53,603,71,46,39,42,17,65,1.71,45,5,8,3,4,0,
