Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
João Ricardo Riedi,br BRA,GK,27.0,35.0,2,0,0,2,0,0,0,8,0,0,0,0,Matches
Leandro Guerreiro,br BRA,"DF,MF",37.0,31.2,7,0,0,43,17,1,13,63,44,0,0,0,Matches
Juninho,br BRA,MF,28.0,30.2,4,0,0,45,21,0,20,44,48,0,0,0,Matches
Danilo Barcelos,br BRA,"DF,MF",24.0,25.5,3,0,0,41,24,1,168,34,33,0,0,0,Matches
Osman Júnior,br BRA,"FW,MF",23.0,24.6,5,0,0,42,30,16,121,18,37,0,0,0,Matches
Ernandes Dias Luz,br BRA,"DF,MF",28.0,19.4,3,0,0,29,35,1,29,28,39,1,1,0,Matches
Jonas,br BRA,DF,28.0,17.7,6,0,0,41,10,4,117,26,33,0,0,0,Matches
Gilson,br BRA,DF,29.0,15.2,4,0,0,20,29,2,59,19,20,1,0,0,Matches
Alison,br BRA,DF,32.0,14.0,2,0,0,13,10,1,1,38,14,0,0,1,Matches
Suéliton,br BRA,DF,24.0,14.2,3,0,0,19,19,0,0,37,15,0,1,0,Matches
Pablo,br BRA,"DF,FW",26.0,14.1,4,1,1,13,25,2,14,15,18,0,0,0,Matches
Michael,br BRA,FW,22.0,13.1,2,0,0,23,13,7,6,4,6,0,0,0,Matches
Éder Lima,br BRA,DF,29.0,11.4,1,0,0,10,2,0,0,19,13,0,1,0,Matches
Matheusinho,br BRA,MF,17.0,11.1,1,0,0,19,23,2,24,6,11,0,0,0,Matches
Roger Duarte,br BRA,DF,21.0,11.5,3,0,0,10,6,0,1,11,8,0,1,0,Matches
Hélder Maurílio,br BRA,"DF,MF",27.0,10.8,2,0,0,23,16,2,52,8,28,0,0,0,Matches
Claudinei,br BRA,MF,27.0,11.3,0,0,0,9,6,0,2,23,23,0,0,0,Matches
Antonio de Moura Carvalho,br BRA,"FW,MF",29.0,10.2,1,0,0,14,11,0,20,10,17,0,0,0,Matches
Adalberto,br BRA,DF,28.0,9.0,3,0,0,14,9,0,1,18,11,0,0,0,Matches
Nixon,br BRA,FW,23.0,7.7,0,0,0,12,20,2,6,3,1,0,0,0,Matches
Artur Jesus Vieira,br BRA,DF,25.0,8.1,3,0,0,13,2,0,1,11,21,0,0,0,Matches
Messias,br BRA,DF,21.0,7.2,0,0,0,7,5,1,0,9,10,0,0,0,Matches
Humberlito Borges,br BRA,FW,35.0,7.5,1,0,0,5,5,2,0,2,1,0,0,0,Matches
Victor Rangel,br BRA,FW,25.0,7.1,1,0,0,16,14,4,5,1,4,0,0,0,Matches
Alan Mineiro,br BRA,MF,28.0,6.2,0,0,0,7,8,0,15,5,5,1,0,0,Matches
Bruno Teles,br BRA,DF,29.0,5.7,1,0,0,6,1,0,16,10,8,0,0,0,Matches
Christian Savio,br BRA,MF,20.0,5.6,1,0,0,4,4,1,18,10,10,0,0,0,Matches
Rafael Bastos,br BRA,"FW,MF",31.0,4.8,1,0,0,6,5,5,6,3,8,1,0,0,Matches
Eduardo Teixeira,br BRA,MF,22.0,3.8,0,0,0,2,2,0,26,0,2,0,0,0,Matches
Tiago Luís,br BRA,"FW,MF",26.0,4.4,2,0,0,14,5,2,16,2,2,0,0,0,Matches
Guilherme Xavier,br BRA,MF,21.0,3.7,0,0,0,4,11,0,7,8,6,0,0,0,Matches
Fernando Leal,br BRA,GK,34.0,2.0,0,1,0,0,2,0,0,1,0,0,0,0,Matches
Bruno Sávio,br BRA,"FW,MF",21.0,3.4,2,0,0,10,5,0,7,3,3,0,0,0,Matches
Renato Bruno,br BRA,MF,21.0,1.8,0,0,0,3,2,0,2,2,5,0,0,0,Matches
Maktom,br BRA,MF,17.0,1.3,0,1,0,1,4,0,0,1,6,0,0,0,Matches
Nilson,br BRA,FW,24.0,1.3,0,0,0,4,0,0,0,0,2,0,0,0,Matches
Danilo Dias,br BRA,"FW,MF",30.0,1.2,0,0,0,2,4,1,3,0,0,0,0,0,Matches
Diego Lopes,br BRA,MF,21.0,1.0,0,0,0,1,4,0,1,0,0,0,0,0,Matches
Cardoso,br BRA,DF,31.0,1.0,0,0,0,2,0,0,0,2,1,0,0,0,Matches
Diego Cordeiro,br BRA,DF,18.0,1.0,0,0,0,1,0,0,2,3,1,0,0,0,Matches
Glauco Passos,br BRA,GK,20.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
William Barbio,br BRA,"FW,MF",23.0,0.7,0,0,0,3,1,0,0,0,0,0,0,0,Matches
Vitor Ruas,br BRA,FW,19.0,0.5,0,0,0,1,1,0,0,0,1,0,0,0,Matches
Eisner Loboa,co COL,"DF,FW",28.0,0.4,1,0,0,4,0,0,1,0,0,0,0,0,Matches
Zé Ricardo,br BRA,MF,19.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,Matches
Luis Carlos Pilar,br BRA,FW,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.2,38.0,69,3,1,558,411,57,780,505,516,4,4,1,
Opponent Total,,,26.9,38.0,56,3,1,444,508,110,838,565,486,2,3,0,
