Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Matheus Cavichioli,br BRA,GK,34.0,35.0,1025,685,337,85,0,4,0,0,0,0,0,0,704,3,0,Matches
Eduardo Gabriel,br BRA,DF,24.0,34.8,1330,1249,78,71,0,11,3,7,0,0,0,0,1132,3,10,Matches
Felipe Azevedo,br BRA,"FW,MF",34.0,25.8,792,770,18,5,1,12,26,7,5,3,0,0,581,4,21,Matches
Juninho,br BRA,MF,33.0,30.6,1142,1095,40,27,5,4,46,11,1,0,0,0,864,7,33,Matches
Ademir Santos,br BRA,"FW,MF",25.0,28.5,866,751,107,24,10,10,130,24,57,20,13,1,562,8,30,Matches
Ricardo Silva,br BRA,DF,28.0,27.8,1017,971,42,42,0,11,1,0,0,0,0,0,791,4,12,Matches
Patric Cabral Lalau,br BRA,DF,31.0,23.7,1218,944,268,40,0,10,67,220,8,2,1,0,895,6,34,Matches
Ale,br BRA,MF,30.0,22.3,1164,1100,62,42,2,8,19,11,2,0,1,0,994,2,20,Matches
Marlon,br BRA,DF,26.0,20.3,992,805,185,27,0,6,48,156,2,0,2,0,762,2,27,Matches
Lucas Kal,br BRA,MF,24.0,17.9,822,777,41,36,1,6,7,3,0,0,0,0,647,4,11,Matches
Juninho,br BRA,MF,34.0,13.5,790,659,130,67,1,23,75,3,59,13,32,2,619,1,9,Matches
Fabrício,br BRA,"FW,MF",23.0,13.4,304,286,16,2,3,0,27,3,0,0,0,0,196,2,16,Matches
Mauro Zárate,ar ARG,"FW,MF",33.0,11.9,468,406,60,16,1,0,43,5,28,14,9,0,362,2,14,Matches
Anderson Jesus,br BRA,DF,25.0,13.9,494,462,30,22,0,2,2,6,0,0,0,0,390,2,4,Matches
Rodolfo,br BRA,"FW,MF",28.0,14.9,317,302,12,0,2,2,23,2,0,0,0,0,215,3,13,Matches
Ribamar,br BRA,"FW,MF",23.0,11.4,179,160,18,0,0,2,10,1,0,0,0,0,120,1,10,Matches
João Paulo,br BRA,DF,34.0,10.5,525,417,105,12,0,4,54,86,7,0,5,0,349,3,17,Matches
Zé Ricardo,br BRA,MF,24.0,8.3,399,382,15,15,1,5,1,0,0,0,0,0,338,2,4,Matches
Eduardo,br BRA,DF,34.0,8.2,421,320,100,6,1,2,47,93,1,0,1,0,274,1,24,Matches
Alan Ruschel,br BRA,DF,31.0,8.2,406,307,98,26,1,2,29,68,4,1,3,0,303,1,12,Matches
Diego,br BRA,DF,24.0,5.6,321,247,73,8,0,0,21,62,3,0,1,0,225,1,11,Matches
Ramon,br BRA,"MF,DF",23.0,5.4,266,242,22,16,0,5,4,5,1,0,1,0,225,2,4,Matches
Marcelo Toscano,br BRA,"MF,FW",35.0,4.3,184,164,19,6,0,1,17,5,4,2,2,0,135,1,9,Matches
Bruno Nazário,br BRA,"MF,FW",25.0,4.1,211,187,22,11,1,0,20,1,8,4,3,0,165,2,9,Matches
Jori,br BRA,GK,24.0,3.0,76,46,30,7,0,0,0,0,0,0,0,0,46,0,0,Matches
Chrigor Moraes,br BRA,"FW,MF",20.0,2.9,36,32,4,0,0,1,2,0,0,0,0,0,25,0,3,Matches
Zé Vitor,br BRA,DF,19.0,2.2,109,103,6,6,0,5,0,0,0,0,0,0,84,0,2,Matches
Geovane,br BRA,"FW,MF",22.0,2.8,105,93,10,4,1,2,17,0,5,4,1,0,72,2,4,Matches
Carlos Alberto,br BRA,"FW,MF",18.0,2.3,26,23,3,0,0,0,0,0,0,0,0,0,22,0,0,Matches
Gustavinho,br BRA,"FW,MF",19.0,1.3,66,64,0,0,0,1,0,0,0,0,0,0,51,2,5,Matches
Sabino,br BRA,MF,21.0,1.6,67,65,2,2,0,0,0,0,0,0,0,0,55,0,0,Matches
Yan Sasse,br BRA,MF,23.0,0.7,27,27,0,0,0,0,0,0,0,0,0,0,24,0,0,Matches
Isaque,br BRA,FW,23.0,0.4,20,19,1,0,0,0,0,0,0,0,0,0,17,0,1,Matches
Orlando Berrío,co COL,FW,29.0,0.3,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Kawê,br BRA,MF,18.0,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Léo Passos,br BRA,MF,21.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,29.2,38.0,16199,14174,1954,625,31,139,739,779,195,63,75,3,12255,71,369,
Opponent Total,,,26.7,38.0,18068,16005,2014,589,43,133,679,808,202,69,109,5,14006,49,352,
