Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Juninho,br BRA,MF,35.0,32.5,1274,57,275,589,433,95,1274,38,19,50.0,14,36.8,635,2762,1247,31,19,7,52,22,756,164,Matches
Leandro Emmanuel Martínez,ar ARG,MF,28.0,28.2,1840,58,321,974,585,45,1840,105,49,46.7,48,45.7,1077,6872,2700,70,53,11,54,27,1164,104,Matches
Felipe Azevedo,br BRA,"FW,MF",36.0,19.4,738,20,128,272,358,67,738,67,26,38.8,37,55.2,442,2644,1188,30,39,13,47,31,509,121,Matches
Iago Maidana,br BRA,DF,26.0,24.0,1018,160,526,456,46,29,1018,4,3,75.0,1,25.0,483,3258,2203,17,6,0,9,3,504,7,Matches
Danilo Avelar,br BRA,DF,33.0,22.0,1128,102,432,530,174,56,1127,11,3,27.3,8,72.7,493,2410,1349,11,10,0,14,2,616,42,Matches
Gonzalo Mastriani,uy URU,FW,29.0,19.9,485,15,40,220,232,79,483,20,8,40.0,10,50.0,236,874,364,10,15,5,43,14,328,90,Matches
Marlon,br BRA,DF,28.0,18.6,1107,58,340,505,287,20,1107,43,22,51.2,13,30.2,578,4224,2463,63,38,3,25,11,576,80,Matches
Ricardo Silva,br BRA,DF,30.0,17.9,819,123,428,372,27,12,819,5,5,100.0,0,0.0,361,1583,896,10,4,1,6,2,404,1,Matches
Eder,br BRA,DF,27.0,17.4,894,163,488,387,27,10,894,2,1,50.0,1,50.0,479,2616,1652,9,5,0,5,1,493,4,Matches
Lucas Kal,br BRA,MF,26.0,13.7,711,39,176,440,99,9,711,4,2,50.0,2,50.0,421,2243,1243,21,11,0,8,3,453,13,Matches
Matheus Cavichioli,br BRA,GK,36.0,15.0,412,363,410,4,0,0,412,0,0,,0,,206,1654,1302,0,0,0,0,0,79,0,Matches
Rodriguinho,br BRA,"DF,MF",19.0,13.9,802,26,171,364,275,26,802,38,14,36.8,19,50.0,458,2895,1409,50,42,11,23,13,488,96,Matches
Everaldo,br BRA,"FW,MF",28.0,13.7,572,8,73,212,300,33,572,55,16,29.1,25,45.5,385,3151,1612,54,35,10,31,13,406,101,Matches
Ale,br BRA,MF,32.0,15.8,1076,43,256,654,182,30,1076,26,16,61.5,8,30.8,682,3840,1829,29,21,2,25,19,691,37,Matches
Martín Benítez,ar ARG,"MF,FW",28.0,12.4,696,2,64,378,268,23,696,69,35,50.7,27,39.1,427,2289,1175,26,17,5,14,27,492,56,Matches
Breno,br BRA,MF,19.0,12.9,745,18,112,468,173,18,745,41,23,56.1,15,36.6,491,2821,1451,28,27,3,29,21,507,39,Matches
Jori,br BRA,GK,26.0,11.0,313,287,312,1,0,0,313,0,0,,0,,121,738,463,0,0,0,0,0,51,0,Matches
Mateus Pasinato,br BRA,GK,30.0,10.0,278,248,278,0,0,0,278,1,1,100.0,0,0.0,143,988,640,0,1,0,0,0,63,0,Matches
Marcinho,br BRA,DF,26.0,8.9,565,42,164,251,156,4,565,10,8,80.0,1,10.0,296,1471,792,12,8,1,5,3,306,23,Matches
Aloísio dos Santos Gonçalves,cn CHN,"FW,MF",34.0,8.0,276,4,27,96,158,42,274,23,9,39.1,13,56.5,154,682,273,6,5,6,22,8,181,49,Matches
Daniel Borges,br BRA,DF,29.0,8.9,584,33,169,258,161,5,584,14,7,50.0,7,50.0,323,1597,803,19,5,2,10,9,349,37,Matches
Nicolas,br BRA,DF,25.0,8.0,397,38,149,144,109,8,397,13,6,46.2,7,53.8,187,1102,510,15,13,2,11,3,176,24,Matches
Mateus Henrique,br BRA,DF,20.0,6.0,355,29,109,162,86,4,355,8,5,62.5,2,25.0,159,937,469,7,10,1,14,2,186,23,Matches
Júlio César,br BRA,DF,19.0,6.6,398,68,217,164,18,8,398,4,3,75.0,1,25.0,223,1189,698,3,2,2,7,3,237,1,Matches
Wanderson,br BRA,DF,31.0,5.6,217,42,127,84,7,2,217,0,0,,0,,95,513,294,2,0,0,0,0,105,0,Matches
Rodrigo Varanda,br BRA,"FW,MF",20.0,5.7,277,5,41,132,114,25,277,29,14,48.3,11,37.9,170,1347,602,18,15,6,23,13,186,39,Matches
Renato Marques,br BRA,"FW,MF",19.0,5.7,173,7,21,73,83,14,173,10,4,40.0,6,60.0,109,609,295,11,9,6,11,7,122,21,Matches
Pedrinho,br BRA,"FW,MF",23.0,4.6,192,2,23,77,100,23,192,31,14,45.2,14,45.2,141,1698,925,29,15,15,13,9,143,29,Matches
Esteban Burgos,ar ARG,DF,31.0,3.3,127,28,75,48,4,2,127,1,1,100.0,0,0.0,52,298,193,1,1,1,2,0,54,2,Matches
Óscar Méndez,uy URU,MF,28.0,2.9,108,13,37,65,8,0,108,2,2,100.0,0,0.0,44,205,109,2,1,0,3,4,52,0,Matches
Matheusinho,br BRA,"MF,FW",24.0,2.5,139,3,23,53,64,9,139,8,4,50.0,3,37.5,96,449,148,2,4,1,6,4,99,23,Matches
Nino Paraíba,br BRA,DF,37.0,2.2,134,2,18,61,57,0,134,5,4,80.0,1,20.0,72,471,239,4,7,0,5,3,77,19,Matches
Washington Aguerre,uy URU,GK,29.0,2.0,45,40,45,0,0,0,45,0,0,,0,,17,110,85,0,0,0,0,0,6,0,Matches
Henrique Almeida,br BRA,FW,31.0,1.7,49,1,1,23,25,9,49,5,4,80.0,1,20.0,21,95,40,1,0,0,5,1,26,5,Matches
Paulinho Bóia,br BRA,FW,24.0,1.5,69,2,7,33,33,4,69,8,5,62.5,2,25.0,44,347,133,4,5,3,4,4,45,12,Matches
Juan Cazares,ec ECU,"MF,FW",30.0,3.1,174,0,19,83,74,2,174,14,7,50.0,7,50.0,89,483,224,5,4,1,11,3,109,23,Matches
Adyson,br BRA,"FW,MF",17.0,2.7,176,0,12,61,107,10,176,13,7,53.8,4,30.8,123,898,560,17,14,5,6,9,127,42,Matches
Mikael,br BRA,FW,23.0,1.7,47,0,1,18,31,11,47,10,8,80.0,1,10.0,32,274,145,7,5,4,7,2,32,9,Matches
Arthur,br BRA,DF,19.0,1.0,67,3,16,33,20,0,67,3,2,66.7,1,33.3,36,227,116,5,4,0,4,1,36,4,Matches
Wellington Paulista,br BRA,FW,38.0,2.5,70,2,4,30,36,20,69,1,1,100.0,0,0.0,29,109,37,2,0,1,7,1,47,5,Matches
Mateus Gonçalves Martins,br BRA,"MF,FW",28.0,0.7,40,0,3,16,23,4,40,7,2,28.6,2,28.6,29,294,150,6,4,3,2,4,26,11,Matches
Renato Kayser,br BRA,"FW,MF",26.0,0.4,21,0,2,4,15,5,21,0,0,,0,,8,14,7,0,0,0,1,0,16,2,Matches
Ighor Gabryel,br BRA,FW,20.0,0.3,14,1,2,5,7,2,14,1,0,0.0,1,100.0,8,20,0,0,0,0,4,1,9,2,Matches
Paulinho,br BRA,DF,18.0,0.3,19,0,7,3,9,1,19,0,0,,0,,12,55,12,1,0,0,1,2,12,6,Matches
Jhow,br BRA,DF,19.0,0.2,20,2,7,13,0,0,20,1,0,0.0,1,100.0,14,87,16,0,0,0,0,0,13,0,Matches
Yago Souza,br BRA,MF,16.0,0.2,7,0,0,2,5,0,7,2,1,50.0,1,50.0,7,61,12,0,1,0,0,0,7,2,Matches
Squad Total,,,29.1,38.0,19683,2157,6158,8825,4982,767,19677,752,361,48.0,315,41.9,10719,63532,33088,638,475,131,570,305,11376,1368,
Opponent Total,,,27.5,38.0,24719,2223,6774,11734,6495,895,24711,774,426,55.0,266,34.4,14701,80992,43857,876,704,192,576,294,16410,1711,
