Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-02-23,19:15,Libertadores,Second qualifying stage,Wed,Home,L,0,1,py Guaraní,1.3,0.4,72,6409.0,Juninho,4-2-3-1,4-4-2,Wilmar Roldán,Match Report,Leg 1 of 2
2022-03-02,19:15,Libertadores,Second qualifying stage,Wed,Away,W,3 (5),2 (4),py Guaraní,1.9,1.2,73,,Juninho,4-2-3-1,4-4-2,Facundo Tello,Match Report,Leg 2 of 2; América (MG) won; América (MG) won on penalty kicks following extra time
2022-03-08,21:30,Libertadores,Third qualifying stage,Tue,Home,D,0,0,ec Barcelona,1.0,1.1,61,,Juninho,4-2-3-1,4-2-3-1,Darío Herrera,Match Report,Leg 1 of 2
2022-03-15,19:30,Libertadores,Third qualifying stage,Tue,Away,D,0 (5),0 (4),ec Barcelona,0.5,0.8,42,,Juninho,4-2-3-1,4-2-3-1,Patricio Loustau,Match Report,Leg 2 of 2; América (MG) won; América (MG) won on penalty kicks following extra time
2022-04-06,19:00,Libertadores,Group stage,Wed,Home,L,0,2,ec Independiente,1.0,2.5,52,,Juninho,4-3-3,5-4-1,Fernando Rapallini,Match Report,
2022-04-10,19:00,Série A,Matchweek 1,Sun,Away,L,0,1,Avaí,0.3,1.0,42,5081.0,Juninho,4-1-4-1,4-3-3,Luiz Flávio de Oliveira,Match Report,
2022-04-13,21:00,Libertadores,Group stage,Wed,Away,D,1,1,br Atlético Mineiro,0.2,2.6,20,37312.0,Juninho,4-1-4-1,4-2-3-1,Patricio Loustau,Match Report,
2022-04-16,19:00,Série A,Matchweek 2,Sat,Home,W,4,1,Juventude,1.5,0.9,46,1559.0,Juninho,4-1-4-1,4-2-3-1,Ramon Abatti Abel,Match Report,
2022-04-24,16:00,Série A,Matchweek 3,Sun,Away,L,0,3,Santos,0.9,2.2,61,10374.0,Juninho,4-1-4-1,4-4-2,Wilton Sampaio,Match Report,
2022-04-27,19:00,Libertadores,Group stage,Wed,Home,L,2,3,co Tolima,1.9,2.2,47,4651.0,Juninho,4-1-4-1,4-2-3-1,Andrés Cunha,Match Report,
2022-04-30,16:30,Série A,Matchweek 4,Sat,Home,W,1,0,Ath Paranaense,0.5,1.1,47,2433.0,Juninho,4-1-4-1,5-3-2,Jefferson Ferreira de Moraes,Match Report,
2022-05-03,21:30,Libertadores,Group stage,Tue,Home,L,1,2,br Atlético Mineiro,0.9,1.6,39,,Juninho,5-4-1,4-3-1-2,Darío Herrera,Match Report,
2022-05-07,16:30,Série A,Matchweek 5,Sat,Away,W,2,1,Atlético Mineiro,2.0,2.5,32,14629.0,Juninho,4-1-4-1,4-4-2,Wilton Sampaio,Match Report,
2022-05-15,17:30,Série A,Matchweek 6,Sun,Away,L,0,1,Coritiba,0.4,0.9,42,19040.0,Patric Cabral Lalau,3-1-4-2,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2022-05-18,19:00,Libertadores,Group stage,Wed,Away,D,2,2,co Tolima,1.4,2.0,39,,Felipe Azevedo,3-1-4-2,4-2-3-1,Fernando Rapallini,Match Report,
2022-05-21,21:00,Série A,Matchweek 7,Sat,Home,D,1,1,Botafogo (RJ),0.9,0.6,43,4236.0,Felipe Azevedo,4-4-2,4-2-3-1,Raphael Claus,Match Report,
2022-05-25,19:00,Libertadores,Group stage,Wed,Away,L,0,3,ec Independiente,0.2,1.3,34,,Felipe Azevedo,4-3-3,3-4-3,Leodán González,Match Report,
2022-05-29,18:00,Série A,Matchweek 8,Sun,Away,D,1,1,Corinthians,1.4,0.8,38,34922.0,Juninho,4-1-4-1,4-3-3,Anderson Daronco,Match Report,
2022-06-04,16:30,Série A,Matchweek 9,Sat,Home,W,2,1,Cuiabá,0.8,0.4,51,2720.0,Juninho,4-1-4-1,4-2-3-1,Raphael Claus,Match Report,
2022-06-08,19:00,Série A,Matchweek 10,Wed,Home,L,0,2,Ceará,0.7,1.3,57,2132.0,Juninho,4-1-4-1,4-3-3,Douglas Marques das Flores,Match Report,
2022-06-12,16:00,Série A,Matchweek 11,Sun,Away,L,0,1,São Paulo,1.1,1.3,52,26847.0,Juninho,4-1-4-1,3-5-2,Savio Pereira,Match Report,
2022-06-15,21:30,Série A,Matchweek 12,Wed,Home,D,0,0,Fluminense,1.0,1.3,22,2599.0,Juninho,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,
2022-06-19,18:00,Série A,Matchweek 13,Sun,Away,L,0,1,Fortaleza,1.1,1.8,50,17709.0,Juninho,4-1-4-1,3-4-3,Leandro Pedro Vuaden,Match Report,
2022-06-25,19:00,Série A,Matchweek 14,Sat,Away,L,0,3,Flamengo,0.9,4.1,47,42931.0,Juninho,4-1-4-1,4-3-1-2,Ramon Abatti Abel,Match Report,
2022-07-03,18:00,Série A,Matchweek 15,Sun,Home,W,1,0,Goiás,1.4,1.1,53,2339.0,Juninho,4-1-4-1,3-4-3,Caio Max Augusto Vieira,Match Report,
2022-07-11,20:00,Série A,Matchweek 16,Mon,Away,L,0,1,Internacional,0.5,1.8,33,19023.0,Juninho,4-1-4-1,4-3-1-2,Flavio Rodrigues De Souza,Match Report,
2022-07-17,19:00,Série A,Matchweek 17,Sun,Home,L,0,3,RB Bragantino,1.0,2.4,56,1920.0,Juninho,4-1-4-1,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2022-07-21,20:00,Série A,Matchweek 18,Thu,Home,L,0,1,Palmeiras,2.0,1.4,48,6462.0,Juninho,4-3-3,4-2-3-1,Braulio da Silva Machado,Match Report,
2022-07-24,18:00,Série A,Matchweek 19,Sun,Away,W,1,0,Atl Goianiense,0.7,1.7,36,5098.0,Juninho,4-1-4-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2022-07-31,18:00,Série A,Matchweek 20,Sun,Home,W,3,1,Avaí,2.2,0.8,48,2215.0,Juninho,4-3-3,4-3-3,Vinicius Gonçalves Dias Araujo,Match Report,
2022-08-06,16:30,Série A,Matchweek 21,Sat,Away,W,1,0,Juventude,0.8,1.1,35,3524.0,Juninho,4-3-3,4-4-2,Edina Alves Batista,Match Report,
2022-08-14,18:00,Série A,Matchweek 22,Sun,Home,W,1,0,Santos,0.6,0.3,40,2978.0,Juninho,4-3-3,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2022-08-21,18:00,Série A,Matchweek 23,Sun,Away,D,1,1,Ath Paranaense,0.9,1.5,42,15023.0,Juninho,4-3-3,4-2-3-1,Savio Pereira,Match Report,
2022-08-28,16:00,Série A,Matchweek 24,Sun,Home,D,1,1,Atlético Mineiro,1.2,0.6,44,7016.0,Juninho,4-3-3,4-1-4-1,Ramon Abatti Abel,Match Report,
2022-09-03,20:30,Série A,Matchweek 25,Sat,Home,W,2,0,Coritiba,2.0,0.7,51,2840.0,Eder,4-3-3,4-3-3,Dyorgines José Padovani Andrade,Match Report,
2022-09-11,11:00,Série A,Matchweek 26,Sun,Away,D,0,0,Botafogo (RJ),0.6,1.1,53,32285.0,Juninho,4-3-3,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,
2022-09-18,18:00,Série A,Matchweek 27,Sun,Home,W,1,0,Corinthians,1.2,0.7,46,6416.0,Juninho,4-2-3-1,4-1-4-1,Bruno Arleu de Araujo,Match Report,
2022-09-28,20:00,Série A,Matchweek 28,Wed,Away,L,1,2,Cuiabá,2.7,0.5,58,3364.0,Juninho,4-1-4-1,3-5-2,Dyorgines José Padovani Andrade,Match Report,
2022-10-01,15:00,Série A,Matchweek 29,Sat,Away,W,2,1,Ceará,1.3,1.8,39,13976.0,Juninho,4-3-3,4-2-3-1,Edina Alves Batista,Match Report,
2022-10-06,20:00,Série A,Matchweek 30,Thu,Home,L,1,2,São Paulo,1.0,1.8,33,3916.0,Juninho,4-3-3,3-4-1-2,Ramon Abatti Abel,Match Report,
