Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Matheus Cavichioli,br BRA,GK,35.0,25,25,2250,25.0,26,1.04,116,89,79.3,11,5,9,9,36.0,5,2,2,1,50.0,Matches
Jailson,br BRA,GK,40.0,12,12,1080,12.0,13,1.08,52,39,75.0,4,3,5,2,16.7,0,0,0,0,,Matches
Airton Moraes,br BRA,GK,27.0,1,1,90,1.0,1,1.0,8,7,87.5,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,29.8,38,38,3420,38.0,40,1.05,176,135,78.4,15,8,15,11,28.9,5,2,2,1,50.0,
Opponent Total,,,27.3,38,38,3420,38.0,40,1.05,189,147,81.5,15,8,15,12,31.6,7,5,2,0,28.6,
