Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Matheus Cavichioli,br BRA,GK,35.0,25.0,26,2,1,3,1,28.5,0.21,3.5,0.14,130,364,35.7,536,126,44.8,37.7,241,51.5,41.2,433,48,11.1,26,1.04,11.7,Matches
Jailson,br BRA,GK,40.0,12.0,13,0,0,3,0,15.4,0.3,2.4,0.2,71,168,42.3,222,27,52.3,41.2,91,57.1,45.7,182,11,6.0,8,0.67,11.9,Matches
Airton Moraes,br BRA,GK,27.0,1.0,1,0,0,0,0,1.5,0.19,0.5,0.52,6,15,40.0,20,8,50.0,37.6,9,55.6,37.7,13,1,7.7,0,0.0,9.7,Matches
Squad Total,,,29.8,38.0,40,2,1,6,1,45.4,0.24,6.4,0.17,207,547,37.8,777,161,47.0,,342,53.2,42.5,628,60,9.6,34,0.89,,
Opponent Total,,,27.3,38.0,40,5,1,6,0,48.4,0.22,8.4,0.22,183,539,34.0,821,167,42.5,36.3,327,58.1,43.1,609,25,4.1,39,1.03,14.9,
