Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Juninho,br BRA,MF,34.0,35,35,3105.0,34.5,5.0,6.0,11.0,5.0,0.0,0.0,6.0,0.0,4.6,4.6,3.4,8.0,67.0,184.0,168.0,0.14,0.17,0.32,0.14,0.32,0.13,0.1,0.23,0.13,0.23,Matches
Eder,br BRA,DF,26.0,33,33,2942.0,32.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.4,0.9,14.0,81.0,3.0,0.0,0.06,0.06,0.0,0.06,0.02,0.01,0.03,0.02,0.03,Matches
Felipe Azevedo,br BRA,"MF,FW",35.0,36,30,2274.0,25.3,4.0,2.0,6.0,4.0,0.0,0.0,3.0,1.0,4.1,4.1,3.1,7.2,58.0,109.0,189.0,0.16,0.08,0.24,0.16,0.24,0.16,0.12,0.28,0.16,0.28,Matches
Marlon,br BRA,DF,27.0,29,26,2185.0,24.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,1.6,2.4,65.0,140.0,94.0,0.0,0.04,0.04,0.0,0.04,0.03,0.06,0.1,0.03,0.1,Matches
Lucas Kal,br BRA,MF,25.0,28,26,2164.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.5,1.3,18.0,122.0,20.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches
Matheus Cavichioli,br BRA,GK,35.0,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Everaldo,br BRA,"MF,FW",27.0,29,25,1892.0,21.0,4.0,2.0,6.0,3.0,1.0,1.0,6.0,0.0,4.0,3.1,3.3,6.4,99.0,101.0,198.0,0.19,0.1,0.29,0.14,0.24,0.19,0.15,0.34,0.15,0.3,Matches
Ale,br BRA,MF,31.0,28,24,1929.0,21.4,2.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,1.9,1.9,1.5,3.4,38.0,144.0,64.0,0.09,0.09,0.19,0.09,0.19,0.09,0.07,0.16,0.09,0.16,Matches
Henrique Almeida,br BRA,FW,30.0,28,21,1497.0,16.6,6.0,0.0,6.0,6.0,0.0,1.0,7.0,0.0,6.7,6.0,1.3,7.3,17.0,37.0,89.0,0.36,0.0,0.36,0.36,0.36,0.41,0.08,0.49,0.36,0.44,Matches
Patric Cabral Lalau,br BRA,DF,32.0,30,18,1719.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,2.6,3.2,34.0,88.0,108.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.17,0.03,0.17,Matches
Raúl Cáceres,py PAR,DF,30.0,26,18,1618.0,18.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,3.0,4.1,46.0,67.0,99.0,0.06,0.11,0.17,0.06,0.17,0.06,0.17,0.23,0.06,0.23,Matches
Germán Conti,ar ARG,DF,27.0,23,17,1653.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.4,1.5,2.0,47.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches
Matheusinho,br BRA,"MF,FW",23.0,28,13,1375.0,15.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.9,40.0,98.0,125.0,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.26,0.13,0.26,Matches
Jailson,br BRA,GK,40.0,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Iago Maidana,br BRA,DF,25.0,17,12,1035.0,11.5,3.0,0.0,3.0,1.0,2.0,2.0,5.0,1.0,1.2,0.3,0.1,0.4,7.0,30.0,2.0,0.26,0.0,0.26,0.09,0.09,0.11,0.01,0.11,0.03,0.03,Matches
Aloísio dos Santos Gonçalves,cn CHN,"FW,MF",33.0,22,10,949.0,10.5,4.0,2.0,6.0,3.0,1.0,1.0,4.0,0.0,4.6,3.8,3.0,6.8,7.0,25.0,81.0,0.38,0.19,0.57,0.28,0.47,0.44,0.29,0.72,0.36,0.65,Matches
Danilo Avelar,br BRA,DF,32.0,19,10,862.0,9.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,1.0,2.0,4.0,47.0,28.0,0.0,0.21,0.21,0.0,0.21,0.11,0.1,0.21,0.11,0.21,Matches
Pedrinho,br BRA,"FW,MF",22.0,19,9,968.0,10.8,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,2.6,2.6,1.6,4.2,65.0,41.0,95.0,0.37,0.19,0.56,0.37,0.56,0.24,0.15,0.39,0.24,0.39,Matches
Luan Patrick,br BRA,DF,20.0,10,9,808.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.5,11.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches
