Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Matheus Cavichioli,br BRA,GK,36.0,15.0,31,2,0,1,2,27.3,0.31,-1.7,-0.12,98,205,47.8,261,58,54.8,40.3,115,53.9,40.4,275,24,8.7,18,1.2,13.3,Matches
Jori,br BRA,GK,26.0,11.0,25,2,1,3,1,24.2,0.32,0.2,0.02,36,107,33.6,177,62,33.9,33.7,95,49.5,38.8,209,15,7.2,8,0.73,10.8,Matches
Mateus Pasinato,br BRA,GK,30.0,10.0,20,1,1,1,0,18.2,0.3,-1.8,-0.18,46,100,46.0,175,50,37.1,35.3,69,50.7,42.4,160,14,8.8,9,0.9,12.2,Matches
Washington Aguerre,uy URU,GK,29.0,2.0,4,0,0,1,0,3.1,0.44,-0.9,-0.47,4,14,28.6,25,10,40.0,37.0,16,25.0,27.1,47,4,8.5,0,0.0,6.8,Matches
Squad Total,,,29.1,38.0,81,5,3,6,3,72.9,0.31,-5.1,-0.13,184,427,43.1,629,180,44.0,,307,48.9,39.2,691,57,8.2,35,0.92,,
Opponent Total,,,27.5,38.0,42,4,1,3,0,47.2,0.26,5.2,0.14,150,464,32.3,862,168,38.5,36.1,330,40.0,35.1,562,26,4.6,26,0.68,12.9,
