Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Matheus Cavichioli,br BRA,GK,34.0,35,3150.0,90.0,92.1,35.0,35,90.0,35.0,0,,0,1.46,39.0,34.0,5.0,0.14,0.48,51.3,43.8,7.4,0.21,-0.39,Matches
Eduardo Gabriel,br BRA,DF,24.0,35,3135.0,90.0,91.7,34.8,35,90.0,33.0,0,,2,1.37,37.0,35.0,2.0,0.06,-0.57,50.6,43.3,7.4,0.21,-0.39,Matches
Felipe Azevedo,br BRA,"FW,MF",34.0,37,2326.0,63.0,68.0,25.8,31,70.0,1.0,6,28.0,0,1.41,31.0,16.0,15.0,0.58,1.49,35.7,27.7,8.0,0.31,0.21,Matches
Juninho,br BRA,MF,33.0,37,2753.0,74.0,80.5,30.6,29,87.0,23.0,8,28.0,1,1.41,33.0,29.0,4.0,0.13,0.13,47.2,38.5,8.7,0.29,0.21,Matches
Ademir Santos,br BRA,"FW,MF",25.0,31,2567.0,83.0,75.1,28.5,29,87.0,20.0,2,18.0,0,1.45,32.0,24.0,8.0,0.28,0.7,43.2,32.6,10.6,0.37,0.51,Matches
Ricardo Silva,br BRA,DF,28.0,29,2506.0,86.0,73.3,27.8,28,88.0,25.0,1,37.0,7,1.52,29.0,24.0,5.0,0.18,0.28,40.6,33.4,7.2,0.26,0.06,Matches
Patric Cabral Lalau,br BRA,DF,31.0,24,2136.0,89.0,62.5,23.7,24,89.0,20.0,0,,0,1.75,30.0,17.0,13.0,0.55,1.18,38.8,27.1,11.7,0.49,0.66,Matches
Ale,br BRA,MF,30.0,28,2003.0,72.0,58.6,22.3,24,81.0,11.0,4,14.0,6,1.54,23.0,19.0,4.0,0.18,0.18,33.2,28.5,4.7,0.21,-0.08,Matches
Marlon,br BRA,DF,26.0,23,1823.0,79.0,53.3,20.3,22,83.0,9.0,1,6.0,1,1.65,23.0,14.0,9.0,0.44,0.73,28.8,24.1,4.7,0.23,-0.02,Matches
Lucas Kal,br BRA,MF,24.0,20,1615.0,81.0,47.2,17.9,19,84.0,11.0,1,13.0,8,1.75,25.0,11.0,14.0,0.78,1.28,28.6,20.5,8.1,0.45,0.39,Matches
Juninho,br BRA,MF,34.0,25,1212.0,48.0,35.4,13.5,14,75.0,7.0,11,15.0,13,1.56,14.0,17.0,-3.0,-0.22,-0.51,18.7,17.0,1.7,0.13,-0.18,Matches
