Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
João Ricardo Riedi,br BRA,GK,27.0,35.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Leandro Guerreiro,br BRA,"DF,MF",37.0,31.2,0,17,1,5.9,0.54,0.03,0.0,0.0,,0,0,Matches
Juninho,br BRA,MF,28.0,30.2,2,24,7,29.2,0.79,0.23,0.08,0.29,,0,0,Matches
Danilo Barcelos,br BRA,"DF,MF",24.0,25.5,4,56,19,33.9,2.2,0.75,0.07,0.21,,0,0,Matches
Osman Júnior,br BRA,"FW,MF",23.0,24.6,2,68,15,22.1,2.77,0.61,0.03,0.13,,0,1,Matches
Ernandes Dias Luz,br BRA,"DF,MF",28.0,19.4,0,23,2,8.7,1.19,0.1,0.0,0.0,,0,0,Matches
Jonas,br BRA,DF,28.0,17.7,3,10,7,70.0,0.57,0.4,0.3,0.43,,0,0,Matches
Gilson,br BRA,DF,29.0,15.2,1,9,3,33.3,0.59,0.2,0.0,0.0,,1,1,Matches
Alison,br BRA,DF,32.0,14.0,0,7,4,57.1,0.5,0.29,0.0,0.0,,0,0,Matches
Suéliton,br BRA,DF,24.0,14.2,0,4,0,0.0,0.28,0.0,0.0,,,0,0,Matches
Pablo,br BRA,"DF,FW",26.0,14.1,0,8,0,0.0,0.57,0.0,0.0,,,0,0,Matches
Michael,br BRA,FW,22.0,13.1,3,28,11,39.3,2.13,0.84,0.11,0.27,,0,0,Matches
Éder Lima,br BRA,DF,29.0,11.4,1,7,2,28.6,0.61,0.18,0.14,0.5,,0,0,Matches
Matheusinho,br BRA,MF,17.0,11.1,0,11,0,0.0,0.99,0.0,0.0,,,0,0,Matches
Roger Duarte,br BRA,DF,21.0,11.5,0,4,0,0.0,0.35,0.0,0.0,,,0,0,Matches
Hélder Maurílio,br BRA,"DF,MF",27.0,10.8,0,5,1,20.0,0.46,0.09,0.0,0.0,,0,0,Matches
Claudinei,br BRA,MF,27.0,11.3,0,5,1,20.0,0.44,0.09,0.0,0.0,,0,0,Matches
Antonio de Moura Carvalho,br BRA,"FW,MF",29.0,10.2,0,7,3,42.9,0.69,0.3,0.0,0.0,,0,0,Matches
Adalberto,br BRA,DF,28.0,9.0,2,8,3,37.5,0.89,0.33,0.25,0.67,,0,0,Matches
Nixon,br BRA,FW,23.0,7.7,0,10,1,10.0,1.3,0.13,0.0,0.0,,0,0,Matches
Artur Jesus Vieira,br BRA,DF,25.0,8.1,0,1,0,0.0,0.12,0.0,0.0,,,0,0,Matches
Messias,br BRA,DF,21.0,7.2,0,3,0,0.0,0.42,0.0,0.0,,,0,0,Matches
Humberlito Borges,br BRA,FW,35.0,7.5,1,13,3,23.1,1.74,0.4,0.08,0.33,,0,0,Matches
Victor Rangel,br BRA,FW,25.0,7.1,2,24,9,37.5,3.39,1.27,0.08,0.22,,0,0,Matches
Alan Mineiro,br BRA,MF,28.0,6.2,0,9,4,44.4,1.45,0.64,0.0,0.0,,0,0,Matches
Bruno Teles,br BRA,DF,29.0,5.7,0,5,1,20.0,0.88,0.18,0.0,0.0,,0,0,Matches
Christian Savio,br BRA,MF,20.0,5.6,0,6,0,0.0,1.07,0.0,0.0,,,0,0,Matches
Rafael Bastos,br BRA,"FW,MF",31.0,4.8,1,9,4,44.4,1.87,0.83,0.0,0.0,,1,1,Matches
Eduardo Teixeira,br BRA,MF,22.0,3.8,0,7,2,28.6,1.84,0.53,0.0,0.0,,0,0,Matches
Tiago Luís,br BRA,"FW,MF",26.0,4.4,0,9,1,11.1,2.04,0.23,0.0,0.0,,0,0,Matches
Guilherme Xavier,br BRA,MF,21.0,3.7,0,5,0,0.0,1.36,0.0,0.0,,,0,0,Matches
Fernando Leal,br BRA,GK,34.0,2.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Bruno Sávio,br BRA,"FW,MF",21.0,3.4,1,11,5,45.5,3.27,1.49,0.09,0.2,,0,0,Matches
Renato Bruno,br BRA,MF,21.0,1.8,0,1,0,0.0,0.56,0.0,0.0,,,0,0,Matches
Maktom,br BRA,MF,17.0,1.3,0,1,0,0.0,0.76,0.0,0.0,,,0,0,Matches
Nilson,br BRA,FW,24.0,1.3,0,2,0,0.0,1.58,0.0,0.0,,,0,0,Matches
Danilo Dias,br BRA,"FW,MF",30.0,1.2,0,2,0,0.0,1.71,0.0,0.0,,,0,0,Matches
Diego Lopes,br BRA,MF,21.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Cardoso,br BRA,DF,31.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,,0,0,Matches
Diego Cordeiro,br BRA,DF,18.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Glauco Passos,br BRA,GK,20.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
