Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Juninho,br BRA,MF,34.0,34.5,1547,77,297,762,526,97,1547,76,40,52.6,30,39.5,817,4521,2307,67,57,11,71,39,941,168,Matches
Eder,br BRA,DF,26.0,32.7,1470,252,831,622,37,15,1470,13,8,61.5,3,23.1,758,4859,3192,14,4,0,10,5,773,3,Matches
Felipe Azevedo,br BRA,"MF,FW",35.0,25.3,1185,28,183,456,570,98,1185,76,31,40.8,33,43.4,690,4318,1889,58,49,15,65,37,815,189,Matches
Marlon,br BRA,DF,27.0,24.3,1439,103,426,641,395,13,1439,31,17,54.8,10,32.3,710,4815,2709,65,46,2,26,19,714,94,Matches
Lucas Kal,br BRA,MF,25.0,24.0,1176,80,314,690,184,22,1176,19,8,42.1,10,52.6,517,2673,1331,18,12,2,19,9,614,20,Matches
Matheus Cavichioli,br BRA,GK,35.0,25.0,846,750,840,6,0,0,846,1,1,100.0,0,0.0,427,2860,2161,0,0,0,2,0,222,0,Matches
Everaldo,br BRA,"MF,FW",27.0,21.0,1084,7,114,388,602,75,1083,71,28,39.4,34,47.9,684,5332,2728,99,48,32,46,15,765,198,Matches
Ale,br BRA,MF,31.0,21.4,1369,59,281,786,320,31,1369,29,14,48.3,11,37.9,789,4878,2075,38,33,3,43,19,855,64,Matches
Henrique Almeida,br BRA,FW,30.0,16.6,554,10,36,243,278,79,553,42,20,47.6,19,45.2,303,1336,493,17,19,9,48,38,390,89,Matches
Patric Cabral Lalau,br BRA,DF,32.0,19.1,1281,79,428,466,399,38,1281,20,8,40.0,12,60.0,569,2622,1434,34,16,9,27,19,644,108,Matches
Raúl Cáceres,py PAR,DF,30.0,18.0,975,53,251,386,344,37,975,7,1,14.3,6,85.7,428,2695,1470,46,18,9,11,6,508,99,Matches
Germán Conti,ar ARG,DF,27.0,18.4,914,148,519,361,40,27,914,2,1,50.0,1,50.0,384,1830,1109,2,1,0,3,0,430,4,Matches
Matheusinho,br BRA,"MF,FW",23.0,15.3,776,12,85,319,388,43,776,61,29,47.5,22,36.1,515,3197,1583,40,28,12,40,27,536,125,Matches
Jailson,br BRA,GK,40.0,12.0,342,278,341,1,0,0,342,0,0,,0,,173,1057,808,0,0,0,0,1,104,0,Matches
Iago Maidana,br BRA,DF,25.0,11.5,487,76,271,204,15,9,485,3,2,66.7,1,33.3,258,1824,1298,7,6,0,6,2,276,2,Matches
Aloísio dos Santos Gonçalves,cn CHN,"FW,MF",33.0,10.5,358,8,43,130,188,55,357,20,5,25.0,11,55.0,213,860,378,7,13,2,30,15,251,81,Matches
Danilo Avelar,br BRA,DF,32.0,9.6,540,49,164,253,126,30,540,8,3,37.5,5,62.5,185,743,421,4,5,0,8,2,263,28,Matches
Pedrinho,br BRA,"FW,MF",22.0,10.8,498,14,74,155,291,50,498,58,29,50.0,26,44.8,341,3713,2104,65,49,21,34,28,339,95,Matches
Luan Patrick,br BRA,DF,20.0,9.0,427,50,198,178,55,2,427,3,1,33.3,2,66.7,222,1156,720,11,12,0,2,1,230,14,Matches
Ricardo Silva,br BRA,DF,29.0,8.3,372,67,212,149,13,8,372,1,0,0.0,1,100.0,167,884,540,2,0,0,2,1,188,1,Matches
Martín Benítez,ar ARG,MF,27.0,8.4,587,7,64,258,275,20,586,35,19,54.3,12,34.3,332,1928,898,21,25,5,13,12,384,48,Matches
Gustavinho,br BRA,MF,20.0,4.3,249,4,22,121,107,6,249,23,14,60.9,8,34.8,159,1008,557,18,10,3,14,9,177,32,Matches
João Paulo,br BRA,DF,35.0,3.9,229,11,65,99,67,2,229,6,1,16.7,5,83.3,110,551,305,8,11,0,4,2,104,9,Matches
Paulinho Bóia,br BRA,"FW,MF",23.0,3.2,118,1,7,35,78,10,118,14,9,64.3,5,35.7,73,471,199,12,9,4,10,6,81,22,Matches
Gonzalo Mastriani,uy URU,FW,28.0,5.2,134,5,10,65,63,27,134,11,5,45.5,5,45.5,71,349,197,5,2,1,14,11,86,22,Matches
Leandro Emmanuel Martínez,ar ARG,MF,27.0,2.9,193,4,20,99,77,9,193,7,6,85.7,1,14.3,88,616,217,5,4,2,7,4,123,14,Matches
Wellington Paulista,br BRA,FW,37.0,5.7,166,3,15,69,84,27,165,1,1,100.0,0,0.0,79,234,80,4,2,2,14,4,126,23,Matches
Juan Pablo Ramírez,co COL,"MF,FW",24.0,4.5,267,1,32,121,117,20,267,24,12,50.0,11,45.8,147,806,303,7,2,5,13,10,171,26,Matches
Zé Ricardo,br BRA,MF,25.0,2.6,180,14,52,101,29,0,180,4,3,75.0,1,25.0,124,532,265,3,7,1,3,3,130,2,Matches
Rodriguinho,br BRA,MF,18.0,2.1,105,3,26,54,29,2,105,6,2,33.3,4,66.7,56,320,139,4,4,0,2,3,62,5,Matches
Arthur,br BRA,"MF,DF",18.0,2.0,132,6,26,52,55,2,132,10,2,20.0,7,70.0,73,373,147,5,2,0,11,7,66,11,Matches
Airton Moraes,br BRA,GK,27.0,1.0,30,26,30,0,0,0,30,0,0,,0,,21,120,102,0,0,0,0,0,6,0,Matches
Carlos Alberto,br BRA,"FW,MF",19.0,1.7,48,0,5,18,29,9,48,3,0,0.0,2,66.7,28,284,182,8,3,3,7,3,29,10,Matches
Gustavo Marques,br BRA,DF,20.0,0.5,16,3,9,7,0,0,16,0,0,,0,,4,10,2,0,0,0,0,0,6,0,Matches
Kawê,br BRA,"MF,FW",19.0,0.3,9,0,2,1,6,2,9,0,0,,0,,6,63,9,1,0,0,0,2,7,4,Matches
Flávio,br BRA,MF,21.0,0.3,30,1,9,17,4,1,30,0,0,,0,,19,178,142,2,2,0,0,0,22,1,Matches
Juninho,br BRA,MF,35.0,0.2,15,0,3,9,3,0,15,1,0,0.0,1,100.0,9,36,16,0,1,0,0,0,13,0,Matches
