Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Juninho,br BRA,MF,34.0,34.5,1160,1097,60,33,3,1,29,26,1,0,1,0,856,3,28,Matches
Eder,br BRA,DF,26.0,32.7,1149,1099,45,43,1,16,1,2,0,0,0,0,899,5,6,Matches
Felipe Azevedo,br BRA,"MF,FW",35.0,25.3,846,804,38,5,1,10,50,11,21,6,1,0,588,4,29,Matches
Marlon,br BRA,DF,27.0,24.3,1165,901,261,41,3,3,71,216,4,0,4,0,883,3,28,Matches
Lucas Kal,br BRA,MF,25.0,24.0,944,887,51,46,2,13,3,5,0,0,0,0,702,6,16,Matches
Matheus Cavichioli,br BRA,GK,35.0,25.0,778,472,305,64,0,2,0,0,0,0,0,0,522,1,0,Matches
Everaldo,br BRA,"MF,FW",27.0,21.0,832,775,54,10,5,5,117,20,22,5,8,0,607,3,35,Matches
Ale,br BRA,MF,31.0,21.4,1110,1045,63,40,1,10,23,22,0,0,0,0,939,2,21,Matches
Henrique Almeida,br BRA,FW,30.0,16.6,344,310,33,1,1,2,5,2,0,0,0,0,250,1,17,Matches
Patric Cabral Lalau,br BRA,DF,32.0,19.1,1077,812,263,35,0,6,118,192,36,10,23,0,777,2,35,Matches
Raúl Cáceres,py PAR,DF,30.0,18.0,831,639,190,10,0,2,89,164,16,0,15,0,581,2,22,Matches
Germán Conti,ar ARG,DF,27.0,18.4,692,668,19,18,0,2,0,1,0,0,0,0,517,5,7,Matches
Matheusinho,br BRA,"MF,FW",23.0,15.3,587,560,24,3,4,2,46,7,14,2,7,0,430,3,22,Matches
Jailson,br BRA,GK,40.0,12.0,315,182,131,39,0,2,0,1,0,0,0,0,211,2,0,Matches
Iago Maidana,br BRA,DF,25.0,11.5,374,359,13,12,0,5,0,0,0,0,0,0,286,2,1,Matches
Aloísio dos Santos Gonçalves,cn CHN,"FW,MF",33.0,10.5,224,199,23,2,0,0,6,6,0,0,0,0,139,2,10,Matches
Danilo Avelar,br BRA,DF,32.0,9.6,419,336,81,7,0,0,24,74,0,0,0,0,292,2,8,Matches
Pedrinho,br BRA,"FW,MF",22.0,10.8,330,315,12,0,1,7,26,5,7,3,2,0,230,3,14,Matches
Luan Patrick,br BRA,DF,20.0,9.0,335,314,21,8,0,3,12,13,0,0,0,0,274,0,2,Matches
Ricardo Silva,br BRA,DF,29.0,8.3,294,282,12,11,0,6,0,1,0,0,0,0,227,0,4,Matches
Martín Benítez,ar ARG,MF,27.0,8.4,493,403,89,38,3,6,63,15,33,10,16,1,354,1,8,Matches
Gustavinho,br BRA,MF,20.0,4.3,178,165,12,2,0,2,14,2,7,5,0,0,123,1,10,Matches
João Paulo,br BRA,DF,35.0,3.9,183,139,43,8,0,1,21,32,3,1,2,0,132,1,3,Matches
Paulinho Bóia,br BRA,"FW,MF",23.0,3.2,78,57,20,4,0,1,12,0,13,1,4,0,50,1,3,Matches
Gonzalo Mastriani,uy URU,FW,28.0,5.2,80,70,9,0,0,0,1,0,0,0,0,0,59,1,1,Matches
Leandro Emmanuel Martínez,ar ARG,MF,27.0,2.9,157,130,27,9,0,0,19,0,18,4,9,0,128,0,2,Matches
Wellington Paulista,br BRA,FW,37.0,5.7,118,110,7,0,1,2,3,2,0,0,0,0,76,1,4,Matches
Juan Pablo Ramírez,co COL,"MF,FW",24.0,4.5,199,168,31,11,0,2,8,8,8,2,4,0,153,0,3,Matches
Zé Ricardo,br BRA,MF,25.0,2.6,154,151,3,2,0,3,2,1,0,0,0,0,120,0,5,Matches
Rodriguinho,br BRA,MF,18.0,2.1,84,73,11,3,0,5,10,0,8,3,4,0,66,0,1,Matches
Arthur,br BRA,"MF,DF",18.0,2.0,87,71,14,2,0,3,4,11,1,0,1,0,58,2,3,Matches
Airton Moraes,br BRA,GK,27.0,1.0,30,19,10,1,0,0,0,0,0,0,0,0,18,1,0,Matches
Carlos Alberto,br BRA,"FW,MF",19.0,1.7,24,19,5,0,0,0,3,2,0,0,0,0,13,0,1,Matches
Gustavo Marques,br BRA,DF,20.0,0.5,11,11,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Kawê,br BRA,"MF,FW",19.0,0.3,5,5,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
Flávio,br BRA,MF,21.0,0.3,23,23,0,0,0,0,1,0,0,0,0,0,18,0,1,Matches
Juninho,br BRA,MF,35.0,0.2,13,12,1,0,0,0,1,0,1,1,0,0,10,0,0,Matches
Squad Total,,,29.8,38.0,15723,13682,1981,508,26,122,783,841,213,53,101,1,11599,60,350,
Opponent Total,,,27.3,38.0,18601,16533,1996,598,29,106,804,760,233,98,106,0,14426,72,341,
