Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Matheus Cavichioli,br BRA,GK,34.0,35.0,34,2,1,1,0,39.3,0.25,5.3,0.15,171,458,37.3,770,171,46.5,37.9,252,39.7,33.8,490,34,6.9,43,1.23,14.3,Matches
Jori,br BRA,GK,24.0,3.0,3,1,0,0,0,3.6,0.22,0.6,0.22,6,32,18.8,53,14,45.3,37.1,23,34.8,30.6,37,5,13.5,0,0.0,6.1,Matches
Squad Total,,,29.2,38.0,37,3,1,1,0,42.9,0.25,5.9,0.16,177,490,36.1,818,185,46.2,,280,40.0,33.9,527,39,7.4,43,1.13,,
Opponent Total,,,26.7,38.0,41,6,1,5,0,46.2,0.25,5.2,0.14,227,613,37.0,960,163,45.6,37.7,337,51.9,40.6,578,22,3.8,19,0.5,12.1,
