Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Juninho,br BRA,MF,34.0,34.5,5,27,13,48.1,0.78,0.38,0.19,0.38,15.2,0,0,0,4.6,4.6,0.17,0.4,0.4,Matches
Eder,br BRA,DF,26.0,32.7,0,9,4,44.4,0.28,0.12,0.0,0.0,15.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Felipe Azevedo,br BRA,"MF,FW",35.0,25.3,4,65,20,30.8,2.57,0.79,0.06,0.2,19.0,0,0,0,4.1,4.1,0.06,-0.1,-0.1,Matches
Marlon,br BRA,DF,27.0,24.3,0,27,4,14.8,1.11,0.16,0.0,0.0,26.7,0,0,0,0.8,0.8,0.03,-0.8,-0.8,Matches
Lucas Kal,br BRA,MF,25.0,24.0,0,22,8,36.4,0.91,0.33,0.0,0.0,23.8,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Matheus Cavichioli,br BRA,GK,35.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Everaldo,br BRA,"MF,FW",27.0,21.0,4,48,17,35.4,2.28,0.81,0.06,0.18,21.6,0,1,1,4.0,3.1,0.06,0.0,-0.1,Matches
Ale,br BRA,MF,31.0,21.4,2,23,5,21.7,1.07,0.23,0.09,0.4,17.1,0,0,0,1.9,1.9,0.08,0.1,0.1,Matches
Henrique Almeida,br BRA,FW,30.0,16.6,6,55,23,41.8,3.31,1.38,0.11,0.26,16.0,0,0,1,6.7,6.0,0.11,-0.7,0.0,Matches
Patric Cabral Lalau,br BRA,DF,32.0,19.1,0,15,5,33.3,0.79,0.26,0.0,0.0,21.6,1,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Raúl Cáceres,py PAR,DF,30.0,18.0,1,16,3,18.8,0.89,0.17,0.06,0.33,17.4,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
Germán Conti,ar ARG,DF,27.0,18.4,0,16,3,18.8,0.87,0.16,0.0,0.0,11.6,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
Matheusinho,br BRA,"MF,FW",23.0,15.3,2,27,10,37.0,1.77,0.65,0.07,0.2,19.6,0,0,0,2.0,2.0,0.07,0.0,0.0,Matches
Jailson,br BRA,GK,40.0,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Iago Maidana,br BRA,DF,25.0,11.5,3,5,1,20.0,0.43,0.09,0.2,1.0,19.0,0,2,2,1.2,0.3,0.06,1.8,0.7,Matches
Aloísio dos Santos Gonçalves,cn CHN,"FW,MF",33.0,10.5,4,32,14,43.8,3.03,1.33,0.09,0.21,16.0,1,1,1,4.6,3.8,0.12,-0.6,-0.8,Matches
Danilo Avelar,br BRA,DF,32.0,9.6,0,24,5,20.8,2.51,0.52,0.0,0.0,16.5,3,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
Pedrinho,br BRA,"FW,MF",22.0,10.8,4,33,14,42.4,3.07,1.3,0.12,0.29,20.1,0,0,0,2.6,2.6,0.08,1.4,1.4,Matches
Luan Patrick,br BRA,DF,20.0,9.0,0,4,1,25.0,0.45,0.11,0.0,0.0,28.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Ricardo Silva,br BRA,DF,29.0,8.3,0,4,0,0.0,0.48,0.0,0.0,,13.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Martín Benítez,ar ARG,MF,27.0,8.4,1,26,10,38.5,3.1,1.19,0.04,0.1,24.7,3,0,1,1.7,0.9,0.04,-0.7,0.1,Matches
Gustavinho,br BRA,MF,20.0,4.3,0,4,1,25.0,0.92,0.23,0.0,0.0,20.6,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
João Paulo,br BRA,DF,35.0,3.9,0,3,1,33.3,0.78,0.26,0.0,0.0,30.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Paulinho Bóia,br BRA,"FW,MF",23.0,3.2,0,9,3,33.3,2.83,0.94,0.0,0.0,30.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Gonzalo Mastriani,uy URU,FW,28.0,5.2,1,8,3,37.5,1.54,0.58,0.13,0.33,13.8,0,0,0,1.3,1.3,0.17,-0.3,-0.3,Matches
Leandro Emmanuel Martínez,ar ARG,MF,27.0,2.9,0,9,3,33.3,3.1,1.03,0.0,0.0,17.1,0,0,0,1.1,1.1,0.12,-1.1,-1.1,Matches
Wellington Paulista,br BRA,FW,37.0,5.7,2,13,4,30.8,2.26,0.7,0.08,0.25,15.0,0,1,1,1.8,1.0,0.08,0.2,0.0,Matches
Juan Pablo Ramírez,co COL,"MF,FW",24.0,4.5,1,11,4,36.4,2.46,0.9,0.09,0.25,19.3,1,0,0,0.9,0.9,0.09,0.1,0.1,Matches
Zé Ricardo,br BRA,MF,25.0,2.6,0,3,0,0.0,1.17,0.0,0.0,,32.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Rodriguinho,br BRA,MF,18.0,2.1,0,1,0,0.0,0.48,0.0,0.0,,34.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Arthur,br BRA,"MF,DF",18.0,2.0,0,3,0,0.0,1.52,0.0,0.0,,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Airton Moraes,br BRA,GK,27.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Carlos Alberto,br BRA,"FW,MF",19.0,1.7,0,7,3,42.9,4.04,1.73,0.0,0.0,15.7,0,0,0,0.7,0.7,0.1,-0.7,-0.7,Matches
Gustavo Marques,br BRA,DF,20.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kawê,br BRA,"MF,FW",19.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Flávio,br BRA,MF,21.0,0.3,0,1,0,0.0,3.46,0.0,0.0,,34.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Juninho,br BRA,MF,35.0,0.2,0,1,0,0.0,6.0,0.0,0.0,,38.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Squad Total,,,29.8,38.0,40,551,182,33.0,14.5,4.79,0.06,0.19,19.3,11,5,7,45.6,40.8,0.08,-5.6,-5.8,
Opponent Total,,,27.3,38.0,39,565,172,30.4,14.87,4.53,0.07,0.22,19.0,28,2,5,49.7,45.7,0.08,-10.7,-8.7,
