Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Messias,br BRA,DF,23.0,34.9,1,10,2,20.0,0.29,0.06,0.1,0.5,,0,0,Matches
Matheus Ferraz,br BRA,DF,32.0,33.0,0,12,4,33.3,0.36,0.12,0.0,0.0,,0,0,Matches
Juninho,br BRA,MF,30.0,30.6,4,21,9,42.9,0.69,0.29,0.19,0.44,,0,0,Matches
João Ricardo Riedi,br BRA,GK,29.0,28.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Carlinhos,br BRA,DF,31.0,25.0,2,29,11,37.9,1.16,0.44,0.07,0.18,,0,0,Matches
Luan,br BRA,"FW,MF",29.0,20.8,1,30,4,13.3,1.44,0.19,0.03,0.25,,0,1,Matches
Leandro Donizete,br BRA,MF,35.0,23.0,0,9,3,33.3,0.39,0.13,0.0,0.0,,0,0,Matches
Giovanni Palmieri,br BRA,DF,28.0,19.7,3,24,8,33.3,1.22,0.41,0.13,0.38,,0,0,Matches
Aderlan Silva,br BRA,DF,27.0,19.0,0,11,1,9.1,0.58,0.05,0.0,0.0,,0,0,Matches
Norberto,br BRA,DF,27.0,18.0,0,11,4,36.4,0.61,0.22,0.0,0.0,,0,0,Matches
Gérson Magrão,br BRA,MF,32.0,16.7,2,21,11,52.4,1.26,0.66,0.1,0.18,,0,0,Matches
Rafael Moura,br BRA,FW,34.0,18.8,7,42,18,42.9,2.24,0.96,0.12,0.28,,2,2,Matches
Wesley,br BRA,MF,30.0,10.2,0,9,2,22.2,0.89,0.2,0.0,0.0,,0,0,Matches
Zé Ricardo,br BRA,MF,21.0,12.2,0,10,1,10.0,0.82,0.08,0.0,0.0,,0,0,Matches
Serginho,cn CHN,"FW,MF",22.0,11.7,4,26,9,34.6,2.21,0.77,0.15,0.44,,0,0,Matches
Ruy,br BRA,MF,29.0,12.3,1,28,10,35.7,2.28,0.81,0.0,0.0,,1,1,Matches
Aylon,br BRA,"FW,MF",25.0,10.6,0,24,5,20.8,2.26,0.47,0.0,0.0,,0,0,Matches
Marquinhos,br BRA,"DF,FW",28.0,9.2,1,11,5,45.5,1.2,0.55,0.09,0.2,,0,0,Matches
Jori,br BRA,GK,21.0,9.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Christian Savio,br BRA,MF,22.0,8.3,1,13,3,23.1,1.56,0.36,0.08,0.33,,0,0,Matches
Matheusinho,br BRA,MF,19.0,10.0,2,19,4,21.1,1.89,0.4,0.11,0.5,,0,0,Matches
David,br BRA,MF,35.0,5.2,0,2,0,0.0,0.38,0.0,0.0,,,0,0,Matches
Ademir Santos,br BRA,"FW,MF",22.0,7.7,1,19,5,26.3,2.46,0.65,0.05,0.2,,0,0,Matches
Judivan,br BRA,"FW,MF",22.0,4.6,0,13,5,38.5,2.83,1.09,0.0,0.0,,0,0,Matches
Rafael Lima,br BRA,DF,31.0,4.0,0,2,0,0.0,0.5,0.0,0.0,,,0,0,Matches
Paulão,br BRA,DF,31.0,3.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Robinho,br BRA,MF,23.0,4.5,0,5,2,40.0,1.1,0.44,0.0,0.0,,0,0,Matches
Wesley Pacheco,br BRA,FW,27.0,1.5,0,4,1,25.0,2.69,0.67,0.0,0.0,,0,0,Matches
Fernando Leal,br BRA,GK,36.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Ricardo Silva,br BRA,DF,25.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,,0,0,Matches
Lincoln,br BRA,MF,19.0,0.9,0,0,0,,0.0,0.0,,,,0,0,Matches
Capixaba,br BRA,"FW,MF",21.0,0.6,0,0,0,,0.0,0.0,,,,0,0,Matches
Renan Oliveira,br BRA,"FW,MF",28.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
França,br BRA,FW,22.0,0.3,0,2,0,0.0,6.0,0.0,0.0,,,0,0,Matches
Squad Total,,,28.6,38.0,30,408,127,31.1,10.74,3.34,0.07,0.21,,3,4,
Opponent Total,,,27.0,38.0,46,518,172,33.2,13.63,4.53,0.08,0.23,,6,7,
