Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
João Ricardo Riedi,br BRA,GK,27.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leandro Guerreiro,br BRA,"DF,MF",37.0,33,33,2809.0,31.2,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Juninho,br BRA,MF,28.0,32,30,2717.0,30.2,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Danilo Barcelos,br BRA,"DF,MF",24.0,34,25,2293.0,25.5,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,0.16,0.12,0.27,0.16,0.27,Matches
Osman Júnior,br BRA,"FW,MF",23.0,26,25,2212.0,24.6,2.0,1.0,3.0,2.0,0.0,1.0,5.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches
Ernandes Dias Luz,br BRA,"DF,MF",28.0,23,19,1745.0,19.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches
Jonas,br BRA,DF,28.0,18,18,1591.0,17.7,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.17,0.06,0.23,0.17,0.23,Matches
Gilson,br BRA,DF,29.0,18,16,1366.0,15.2,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.07,0.0,0.07,0.0,0.0,Matches
Alison,br BRA,DF,32.0,15,15,1262.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Suéliton,br BRA,DF,24.0,15,14,1281.0,14.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Pablo,br BRA,"DF,FW",26.0,16,14,1267.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Michael,br BRA,FW,22.0,21,13,1183.0,13.1,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches
Éder Lima,br BRA,DF,29.0,12,12,1028.0,11.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
Matheusinho,br BRA,MF,17.0,18,12,995.0,11.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Roger Duarte,br BRA,DF,21.0,14,11,1031.0,11.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
