Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
18,Goiás,38,9,11,18,36,53,-17,38,1.0,36.6,45.9,-9.3,-0.24,10026,Guilherme - 6,Tadeu,Relegated
19,Coritiba,38,8,6,24,41,73,-32,30,0.79,39.3,60.8,-21.6,-0.57,20770,Robson - 12,Gabriel,Relegated
20,América (MG),38,5,9,24,42,81,-39,24,0.63,46.6,62.8,-16.2,-0.43,6373,Gonzalo Mastriani - 11,Matheus Cavichioli,Relegated
