Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Yago Pikachu,br BRA,"DF,FW",26.0,35.4,7,0,0,23,66,2,127,38,26,2,0,0,179,32,42,43.2,Matches
Fernando Miguel,br BRA,GK,33.0,29.5,2,0,0,0,5,0,0,1,0,0,0,0,20,10,3,76.9,Matches
Marrony,br BRA,"FW,MF",19.0,29.2,9,1,1,53,70,7,11,13,35,1,0,0,114,80,134,37.4,Matches
Raul,br BRA,MF,22.0,27.3,9,0,0,60,69,1,32,34,41,0,0,0,150,11,29,27.5,Matches
Oswaldo Henríquez,co COL,DF,29.0,27.0,5,0,0,24,8,2,1,36,16,1,1,1,91,53,26,67.1,Matches
Rossi,br BRA,"FW,MF",25.0,24.8,9,0,0,39,50,5,110,17,35,3,0,0,76,48,50,49.0,Matches
Richard,br BRA,MF,24.0,24.4,9,0,0,38,29,0,8,40,28,0,0,0,136,31,25,55.4,Matches
Leandro Castán,br BRA,DF,32.0,21.9,8,1,0,20,19,2,1,35,18,2,2,0,64,42,22,65.6,Matches
Henrique,br BRA,DF,24.0,19.0,6,0,0,28,35,0,58,25,17,0,0,0,73,26,14,65.0,Matches
Marcos Júnior,br BRA,MF,23.0,18.8,5,0,0,42,35,0,9,16,19,0,0,0,125,26,30,46.4,Matches
Danilo Barcelos,br BRA,DF,27.0,18.5,5,1,1,36,10,1,147,23,24,0,0,1,74,20,22,47.6,Matches
Ricardo,br BRA,DF,21.0,17.0,2,1,0,19,8,0,1,25,24,0,1,0,61,26,32,44.8,Matches
Ribamar,br BRA,FW,21.0,12.9,0,0,0,34,23,14,5,1,3,0,0,0,31,58,88,39.7,Matches
Talles Magno,br BRA,"FW,MF",16.0,11.8,4,0,0,24,33,1,8,3,8,0,0,0,46,22,38,36.7,Matches
Andrey Ramos do Nascimento,br BRA,MF,20.0,9.2,2,0,0,20,16,0,2,12,19,0,0,0,58,13,15,46.4,Matches
Fredy Guarín,co COL,"MF,FW",32.0,8.9,3,0,0,13,16,0,39,6,6,0,0,0,63,6,8,42.9,Matches
Lucas Mineiro,br BRA,MF,22.0,7.9,4,0,0,16,9,1,0,3,8,0,0,0,34,15,12,55.6,Matches
Werley,br BRA,DF,30.0,7.4,0,0,0,6,4,3,0,3,3,0,0,1,36,10,9,52.6,Matches
Sidão,br BRA,GK,36.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,100.0,Matches
Raúl Cáceres,py PAR,DF,27.0,5.3,1,0,0,12,0,2,20,2,4,0,0,0,21,10,4,71.4,Matches
Bruno Gomes,br BRA,MF,17.0,4.8,3,0,0,12,8,0,1,4,8,0,0,0,22,6,5,54.5,Matches
Fellipe Bastos,br BRA,MF,28.0,6.4,4,0,0,13,10,0,11,8,20,0,0,0,36,9,10,47.4,Matches
Bruno César,br BRA,"MF,FW",30.0,5.7,2,0,0,6,13,1,35,5,3,0,0,0,26,1,4,20.0,Matches
Maxi López,ar ARG,FW,34.0,4.6,1,0,0,13,6,2,0,0,1,0,0,0,8,7,12,36.8,Matches
Marquinho,br BRA,"MF,FW",32.0,3.6,0,0,0,11,5,1,0,2,2,0,0,0,14,3,4,42.9,Matches
Yan Sasse,br BRA,"MF,FW",21.0,3.8,0,0,0,9,5,0,4,3,4,0,0,0,17,0,4,0.0,Matches
Valdívia,br BRA,"FW,MF",24.0,4.8,0,0,0,11,11,0,26,2,7,0,0,0,24,7,19,26.9,Matches
Felipe Ferreira,br BRA,"FW,MF",24.0,4.1,0,0,0,1,6,0,20,1,2,0,0,0,20,1,3,25.0,Matches
Tiago Reis,br BRA,FW,19.0,4.1,1,0,0,15,4,1,0,0,2,0,0,0,12,4,18,18.2,Matches
Alexander,br BRA,GK,19.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,,Matches
Cláudio Winck,br BRA,DF,24.0,2.0,1,0,0,2,0,0,8,3,4,0,0,0,12,8,3,72.7,Matches
Luiz Gustavo,br BRA,DF,24.0,1.5,0,0,0,2,0,0,0,3,0,0,0,0,6,1,6,14.3,Matches
Clayton,br BRA,"FW,MF",23.0,1.4,1,0,0,6,0,0,2,0,2,0,0,0,5,4,10,28.6,Matches
Bruno Silva,br BRA,DF,30.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,1,0.0,Matches
Miranda,br BRA,"MF,DF",19.0,0.7,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,,Matches
Gabriel Chaves,br BRA,"FW,MF",17.0,2.1,0,0,0,4,7,0,6,1,4,0,0,0,10,0,5,0.0,Matches
Jairinho,br BRA,FW,28.0,1.1,0,0,0,1,4,0,0,0,4,0,0,0,5,2,0,100.0,Matches
Alexandre Melo,br BRA,DF,19.0,0.5,0,0,0,1,1,0,1,1,0,0,0,0,2,3,0,100.0,Matches
Lucas Robinho,br BRA,FW,19.0,0.1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,26.0,38.0,103,4,2,618,586,46,694,367,399,9,4,3,1694,597,707,45.8,
Opponent Total,,,27.6,38.0,92,7,4,615,562,55,713,352,400,3,12,2,1771,707,597,54.2,
