Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-05-14,16:00,Série A,Matchweek 1,Sun,Away,L,0,4,Palmeiras,49,3325.0,Luís Fabiano,4-2-3-1,4-3-3,Rodolpho Toski Marques,Match Report,
2017-05-21,11:00,Série A,Matchweek 2,Sun,Home,W,2,1,Bahia,60,19030.0,Luís Fabiano,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2017-05-27,16:00,Série A,Matchweek 3,Sat,Home,W,3,2,Fluminense,42,20442.0,Luís Fabiano,4-2-3-1,4-3-3,Raphael Claus,Match Report,
2017-06-04,16:00,Série A,Matchweek 4,Sun,Away,L,0,2,Grêmio,42,22578.0,Jean,4-2-4-0,4-2-3-1,Sandro Ricci,Match Report,
2017-06-07,21:45,Série A,Matchweek 5,Wed,Home,L,2,5,Corinthians,57,16288.0,Luís Fabiano,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2017-06-10,19:00,Série A,Matchweek 6,Sat,Home,W,2,1,Sport Recife,49,10273.0,Luís Fabiano,4-2-3-1,4-3-3,Caio Max Augusto Vieira,Match Report,
2017-06-14,21:45,Série A,Matchweek 7,Wed,Away,L,1,2,Chapecoense,49,10003.0,Martín Silva,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2017-06-17,19:00,Série A,Matchweek 8,Sat,Home,W,1,0,Avaí,49,10993.0,Luís Fabiano,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
2017-06-21,21:00,Série A,Matchweek 9,Wed,Away,L,1,3,Botafogo (RJ),56,15048.0,Luís Fabiano,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2017-06-25,11:00,Série A,Matchweek 10,Sun,Home,W,1,0,Atl Goianiense,52,20658.0,Luís Fabiano,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,
2017-07-02,19:00,Série A,Matchweek 11,Sun,Away,D,2,2,Coritiba,39,8020.0,Martín Silva,4-2-3-1,4-3-3,Emerson De Almeida Ferreira,Match Report,
2017-07-08,18:00,Série A,Matchweek 12,Sat,Home,L,0,1,Flamengo,41,19622.0,Nenê,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2017-07-12,21:45,Série A,Matchweek 13,Wed,Away,W,4,1,Vitória,33,5548.0,Martín Silva,4-2-3-1,4-3-3,Antonio Dib Moraes de Sousa,Match Report,
2017-07-16,16:00,Série A,Matchweek 14,Sun,Home,D,0,0,Santos,44,,Nenê,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2017-07-19,21:45,Série A,Matchweek 15,Wed,Away,L,0,1,São Paulo,56,22574.0,Martín Silva,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2017-07-23,19:00,Série A,Matchweek 16,Sun,Away,W,2,1,Atlético Mineiro,42,12497.0,Martín Silva,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2017-07-31,20:00,Série A,Matchweek 17,Mon,Home,L,0,1,Ath Paranaense,56,8330.0,Martín Silva,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,
2017-08-03,20:00,Série A,Matchweek 18,Thu,Home,L,0,3,Cruzeiro,50,5780.0,Martín Silva,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2017-08-06,19:00,Série A,Matchweek 19,Sun,Away,D,0,0,Ponte Preta,50,6310.0,Martín Silva,4-3-2-1,4-2-3-1,Sandro Ricci,Match Report,
2017-08-13,16:00,Série A,Matchweek 20,Sun,Home,D,1,1,Palmeiras,41,5323.0,Luís Fabiano,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2017-08-20,16:00,Série A,Matchweek 21,Sun,Away,L,0,3,Bahia,56,21691.0,Luís Fabiano,3-4-3,4-2-3-1,Raphael Claus,Match Report,
2017-08-26,16:00,Série A,Matchweek 22,Sat,Away,W,1,0,Fluminense,43,23460.0,Martín Silva,4-2-3-1,4-3-2-1,Ricardo Marques Ribeiro,Match Report,
2017-09-09,18:00,Série A,Matchweek 23,Sat,Home,W,1,0,Grêmio,36,,Martín Silva,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2017-09-17,16:00,Série A,Matchweek 24,Sun,Away,L,0,1,Corinthians,43,41235.0,Martín Silva,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2017-09-25,20:00,Série A,Matchweek 25,Mon,Away,D,1,1,Sport Recife,51,15701.0,Martín Silva,4-2-3-1,4-3-3,Sandro Ricci,Match Report,
2017-09-30,16:00,Série A,Matchweek 26,Sat,Home,D,1,1,Chapecoense,66,,Martín Silva,4-2-3-1,4-1-4-1,Wilton Sampaio,Match Report,
2017-10-11,21:45,Série A,Matchweek 27,Wed,Away,W,2,1,Avaí,39,8952.0,Martín Silva,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2017-10-14,19:00,Série A,Matchweek 28,Sat,Home,W,1,0,Botafogo (RJ),40,31406.0,Martín Silva,4-4-1-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2017-10-18,19:30,Série A,Matchweek 29,Wed,Away,W,1,0,Atl Goianiense,53,9046.0,Martín Silva,4-4-1-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,
2017-10-21,17:00,Série A,Matchweek 30,Sat,Home,D,1,1,Coritiba,48,30351.0,Martín Silva,4-4-1-1,4-2-3-1,Raphael Claus,Match Report,
2017-10-28,19:00,Série A,Matchweek 31,Sat,Away,D,0,0,Flamengo,43,24813.0,Martín Silva,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2017-11-05,19:00,Série A,Matchweek 32,Sun,Home,D,1,1,Vitória,40,15811.0,Martín Silva,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2017-11-08,21:45,Série A,Matchweek 33,Wed,Away,W,2,1,Santos,43,7841.0,Breno Borges,4-4-1-1,4-2-3-1,Rafael Traci,Match Report,
2017-11-12,17:00,Série A,Matchweek 34,Sun,Home,D,1,1,São Paulo,51,17447.0,Nenê,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2017-11-15,21:45,Série A,Matchweek 35,Wed,Home,D,1,1,Atlético Mineiro,55,12059.0,Breno Borges,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2017-11-19,19:00,Série A,Matchweek 36,Sun,Away,L,1,3,Ath Paranaense,58,9252.0,Breno Borges,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2017-11-26,17:00,Série A,Matchweek 37,Sun,Away,W,1,0,Cruzeiro,33,14930.0,Martín Silva,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2017-12-03,17:00,Série A,Matchweek 38,Sun,Home,W,2,1,Ponte Preta,50,22076.0,Nenê,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
