Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Fellipe Bastos,br BRA,MF,29.0,14,10,792.0,8.8,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,1.1,1.1,0.3,1.4,2.0,45.0,14.0,0.45,0.0,0.45,0.45,0.45,0.13,0.03,0.16,0.13,0.16,Matches
Juninho,br BRA,"MF,FW",19.0,17,9,780.0,8.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.7,2.4,28.0,41.0,32.0,0.0,0.12,0.12,0.0,0.12,0.08,0.19,0.28,0.08,0.28,Matches
Vinícius Paiva,br BRA,"FW,MF",18.0,18,9,757.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,1.2,35.0,15.0,74.0,0.12,0.0,0.12,0.12,0.12,0.11,0.03,0.15,0.11,0.15,Matches
Werley,br BRA,DF,31.0,8,7,611.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,1.4,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Cayo Tenório,br BRA,DF,20.0,16,4,610.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8,0.8,32.0,24.0,57.0,0.0,0.15,0.15,0.0,0.15,0.0,0.12,0.12,0.0,0.12,Matches
Ribamar,br BRA,"FW,MF",22.0,15,4,471.0,5.2,4.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,3.5,2.7,0.2,2.9,4.0,5.0,27.0,0.76,0.0,0.76,0.57,0.57,0.66,0.04,0.7,0.51,0.55,Matches
Ygor Catatau,br BRA,"FW,MF",24.0,15,4,455.0,5.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.9,1.5,21.0,4.0,45.0,0.2,0.2,0.4,0.2,0.4,0.12,0.19,0.3,0.12,0.3,Matches
Gustavo Torres,co COL,"MF,FW",23.0,9,4,445.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.5,1.4,12.0,4.0,36.0,0.0,0.2,0.2,0.0,0.2,0.18,0.1,0.27,0.18,0.27,Matches
Gabriel Chaves,br BRA,"MF,FW",18.0,16,3,474.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.7,1.7,18.0,4.0,48.0,0.19,0.0,0.19,0.19,0.19,0.18,0.13,0.31,0.18,0.31,Matches
Jadson,br BRA,DF,28.0,5,3,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Bruno César,br BRA,MF,31.0,7,2,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,1.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.17,0.07,0.17,Matches
Lucão,br BRA,GK,18.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Caio Lopes,br BRA,MF,19.0,5,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,4.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.17,0.07,0.17,Matches
Cláudio Winck,br BRA,DF,25.0,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guilherme Parede,br BRA,"FW,MF",24.0,11,1,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,6.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches
Tiago Reis,br BRA,"FW,MF",20.0,8,0,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.64,0.02,0.66,0.64,0.66,Matches
Lucas Robinho,br BRA,"MF,FW",20.0,4,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Alexander,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kaio Magno,br BRA,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Riquelme,br BRA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ulisses,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.2,38,418,3420.0,38.0,37.0,20.0,57.0,34.0,3.0,4.0,87.0,6.0,41.1,38.0,26.8,64.7,660.0,1295.0,1280.0,0.97,0.53,1.5,0.89,1.42,1.08,0.7,1.79,1.0,1.7,
Opponent Total,,,26.5,38,418,3420.0,38.0,56.0,35.0,91.0,48.0,8.0,11.0,76.0,1.0,56.4,47.6,34.7,82.4,669.0,1752.0,1731.0,1.47,0.92,2.39,1.26,2.18,1.48,0.91,2.4,1.25,2.17,
