Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Fernando Miguel,br BRA,GK,34.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Germán Cano,ar ARG,FW,31.0,34,33,2860.0,31.8,14.0,1.0,15.0,13.0,1.0,2.0,0.0,0.0,14.9,13.4,0.8,14.1,19.0,39.0,84.0,0.44,0.03,0.47,0.41,0.44,0.47,0.02,0.49,0.42,0.44,Matches
Talles Magno,br BRA,"FW,MF",17.0,34,30,2311.0,25.7,3.0,1.0,4.0,3.0,0.0,0.0,5.0,1.0,3.9,3.9,2.4,6.3,105.0,57.0,210.0,0.12,0.04,0.16,0.12,0.16,0.15,0.1,0.25,0.15,0.25,Matches
Henrique,br BRA,DF,25.0,29,28,2444.0,27.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.3,0.3,1.0,1.3,53.0,112.0,71.0,0.0,0.04,0.04,0.0,0.04,0.01,0.04,0.05,0.01,0.05,Matches
Leandro Castán,br BRA,DF,33.0,28,28,2396.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.1,0.3,6.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Yago Pikachu,br BRA,"DF,MF",27.0,28,22,1980.0,22.0,2.0,0.0,2.0,1.0,1.0,1.0,5.0,0.0,2.5,1.8,1.6,3.4,27.0,79.0,123.0,0.09,0.0,0.09,0.05,0.05,0.12,0.07,0.19,0.08,0.15,Matches
Andrey Ramos do Nascimento,br BRA,MF,21.0,27,21,1786.0,19.8,1.0,3.0,4.0,1.0,0.0,0.0,8.0,1.0,0.7,0.7,2.2,3.0,19.0,93.0,31.0,0.05,0.15,0.2,0.05,0.2,0.04,0.11,0.15,0.04,0.15,Matches
Martín Benítez,ar ARG,"MF,FW",25.0,24,21,1722.0,19.1,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,3.1,4.2,52.0,79.0,96.0,0.1,0.1,0.21,0.1,0.21,0.06,0.16,0.22,0.06,0.22,Matches
Ricardo,br BRA,DF,22.0,21,19,1612.0,17.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,0.0,1.3,9.0,46.0,2.0,0.11,0.0,0.11,0.11,0.11,0.07,0.0,0.07,0.07,0.07,Matches
Léo Matos,br BRA,DF,33.0,19,19,1490.0,16.6,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.2,1.2,1.3,2.4,49.0,46.0,109.0,0.06,0.06,0.12,0.06,0.12,0.07,0.08,0.15,0.07,0.15,Matches
Leonardo Gil,ar ARG,MF,28.0,19,17,1398.0,15.5,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,4.6,5.4,26.0,119.0,26.0,0.0,0.19,0.19,0.0,0.19,0.05,0.3,0.35,0.05,0.35,Matches
Bruno Gomes,br BRA,MF,18.0,23,15,1479.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.3,0.3,0.3,0.6,18.0,86.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Carlinhos,br BRA,"MF,FW",25.0,28,14,1381.0,15.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.1,35.0,96.0,53.0,0.07,0.13,0.2,0.07,0.2,0.13,0.13,0.26,0.13,0.26,Matches
Miranda,br BRA,DF,20.0,18,14,1365.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,16.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Marcelo Alves,br BRA,DF,21.0,14,12,1146.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Marcos Júnior,br BRA,MF,24.0,21,12,1047.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,19.0,78.0,12.0,0.0,0.09,0.09,0.0,0.09,0.02,0.02,0.04,0.02,0.04,Matches
Neto Borges,br BRA,"DF,MF",23.0,19,11,1008.0,11.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.0,1.3,31.0,25.0,51.0,0.0,0.09,0.09,0.0,0.09,0.02,0.09,0.12,0.02,0.12,Matches
