Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Léo Jardim,br BRA,GK,28.0,38.0,56,0,1,11,0,61.2,0.31,5.2,0.14,178,448,39.7,740,165,42.0,36.1,308,44.5,39.8,602,30,5.0,15,0.39,11.9,Matches
Squad Total,,,27.5,38.0,56,0,1,11,0,61.2,0.31,5.2,0.14,178,448,39.7,728,165,42.7,,320,42.8,38.7,602,30,5.0,15,0.39,,
Opponent Total,,,27.7,38.0,43,1,1,8,1,40.3,0.28,-1.7,-0.04,90,275,32.7,727,159,26.7,30.6,260,31.2,30.5,558,31,5.6,26,0.68,12.3,
