Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Léo Jardim,br BRA,GK,27.0,38.0,953,573,376,61,0,0,0,0,0,0,0,0,693,4,0,Matches
Lucas Piton,br BRA,DF,22.0,36.5,1959,1545,404,42,0,11,222,332,30,4,22,0,1461,10,71,Matches
Léo Pelé,br BRA,DF,26.0,30.2,1622,1530,85,39,1,3,7,46,0,0,0,0,1406,7,15,Matches
Gabriel Chaves,br BRA,"FW,MF",21.0,29.0,591,531,56,11,5,2,92,16,27,17,2,0,440,4,20,Matches
Zé Gabriel,br BRA,MF,24.0,21.5,1079,1040,35,34,0,11,1,1,0,0,0,0,944,4,8,Matches
José Luis Rodríguez Bebanz,uy URU,DF,25.0,22.2,1200,906,289,47,0,11,140,216,26,18,4,0,802,5,32,Matches
Pablo Vegetti,ar ARG,FW,34.0,19.9,352,309,42,1,0,3,21,2,0,0,0,0,210,1,15,Matches
Gary Medel,cl CHI,"DF,MF",35.0,19.2,1090,1034,56,50,0,4,3,5,0,0,0,0,1010,0,2,Matches
Paulinho,br BRA,MF,26.0,18.7,946,894,49,27,3,19,38,6,16,8,7,0,793,3,12,Matches
Bruno Praxedes,br BRA,MF,20.0,14.9,658,644,11,6,1,5,15,4,1,0,0,0,517,3,20,Matches
Jair,br BRA,MF,28.0,17.7,962,903,55,44,2,8,8,5,2,0,0,0,853,4,11,Matches
Robson Bambu,br BRA,DF,25.0,14.2,696,616,79,26,1,1,11,53,0,0,0,0,567,1,15,Matches
Maicon,br BRA,DF,34.0,13.9,686,632,53,50,0,10,7,3,0,0,0,0,578,1,3,Matches
Marlon Gomes,br BRA,"MF,FW",19.0,12.7,520,498,20,13,0,1,11,6,1,0,0,0,409,2,17,Matches
Alex Teixeira,br BRA,"FW,MF",33.0,12.6,307,285,21,7,0,0,22,3,5,0,4,0,251,1,8,Matches
Paulo Henrique,br BRA,DF,26.0,9.5,482,380,101,6,0,2,36,95,0,0,0,0,353,1,15,Matches
Pedro Raul,br BRA,FW,26.0,9.3,180,160,20,1,0,1,3,0,0,0,0,0,114,0,4,Matches
Dimitri Payet,fr FRA,"MF,FW",35.0,8.9,444,376,66,22,1,7,70,5,39,16,19,0,314,2,9,Matches
Figueiredo,br BRA,"FW,MF",21.0,7.3,248,231,17,4,0,3,21,4,4,4,0,0,164,0,8,Matches
Luca Orellano,ar ARG,"FW,MF",22.0,6.9,277,238,37,6,4,2,39,5,26,12,5,0,195,2,9,Matches
Manuel Capasso,ar ARG,DF,26.0,6.2,343,336,7,7,1,2,0,0,0,0,0,0,286,0,1,Matches
Andrey Santos,br BRA,MF,18.0,4.7,138,132,6,4,0,0,1,0,0,0,0,0,107,0,4,Matches
Sergio Antonio De Luiz Junior,br BRA,"MF,DF",27.0,4.0,122,118,3,1,0,0,9,1,1,0,0,0,89,1,5,Matches
Matías Galarza,py PAR,MF,20.0,4.5,135,129,3,2,0,0,10,1,0,0,0,0,93,3,4,Matches
Rossi,br BRA,"MF,FW",29.0,4.4,175,154,18,1,0,1,39,5,12,1,11,0,101,3,8,Matches
Miranda,br BRA,DF,23.0,4.3,232,211,20,15,0,2,2,5,0,0,0,0,201,1,2,Matches
Rodrigo Alves,br BRA,MF,20.0,3.9,107,104,3,2,0,0,0,1,0,0,0,0,83,0,2,Matches
Sebastián Ferreira,py PAR,"FW,MF",24.0,4.9,116,106,10,2,1,0,2,1,0,0,0,0,89,0,7,Matches
Erick Marcus,br BRA,"MF,FW",18.0,4.4,183,175,7,1,1,0,27,0,5,4,0,0,135,1,7,Matches
Mateus Cocão,br BRA,MF,20.0,3.9,231,226,5,4,1,1,7,0,1,0,1,0,205,0,2,Matches
Rayan Vitor,br BRA,"FW,MF",16.0,2.9,80,78,2,0,1,2,1,1,0,0,0,0,62,0,1,Matches
Cauan Barros,br BRA,MF,18.0,2.6,83,80,3,2,0,0,1,0,0,0,0,0,72,0,0,Matches
Zé Vitor,br BRA,DF,20.0,1.2,63,63,0,0,0,1,2,0,0,0,0,0,54,0,1,Matches
Gabriel Carabajal,ar ARG,MF,31.0,1.4,108,86,20,13,1,3,20,0,7,5,2,0,66,2,4,Matches
Eguinaldo,br BRA,"FW,MF",18.0,0.7,12,10,1,0,0,0,0,0,0,0,0,0,6,1,0,Matches
Rwan,br BRA,"MF,FW",21.0,0.4,10,9,1,1,0,0,1,0,0,0,0,0,8,0,0,Matches
Gabriel Dias,br BRA,DF,28.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Paulo Victor,br BRA,DF,21.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.2,38.0,17392,15344,1981,552,24,116,889,822,203,89,77,0,13732,67,342,
Opponent Total,,,27.4,38.0,18300,16333,1918,581,34,130,746,757,198,82,70,0,14734,49,345,
