Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Yago Pikachu,br BRA,"DF,FW",26.0,35.4,1972,90,463,993,548,44,1965,26,15,57.7,11,42.3,1088,5701,3040,66,45,10,31,29,1098,137,Matches
Fernando Miguel,br BRA,GK,33.0,29.5,768,664,765,3,0,0,768,0,0,,0,,353,2750,2080,0,0,0,1,0,148,0,Matches
Marrony,br BRA,"FW,MF",19.0,29.2,965,27,124,439,423,129,965,88,52,59.1,36,40.9,595,4515,2022,71,57,27,81,40,626,154,Matches
Raul,br BRA,MF,22.0,27.3,1441,48,285,872,298,38,1441,43,19,44.2,24,55.8,959,4874,1946,32,28,6,48,33,989,86,Matches
Oswaldo Henríquez,co COL,DF,29.0,27.0,1293,186,659,600,41,22,1293,6,4,66.7,2,33.3,745,3868,1906,4,5,0,8,2,797,9,Matches
Rossi,br BRA,"FW,MF",25.0,24.8,1040,18,119,402,541,73,1038,68,39,57.4,29,42.6,655,4770,2783,99,70,30,60,31,761,224,Matches
Richard,br BRA,MF,24.0,24.4,1420,75,389,915,129,18,1420,16,13,81.3,3,18.8,846,4080,1502,15,13,2,26,17,900,18,Matches
Leandro Castán,br BRA,DF,32.0,21.9,968,137,543,397,33,22,968,2,1,50.0,1,50.0,536,2598,1122,3,4,0,4,3,576,2,Matches
Henrique,br BRA,DF,24.0,19.0,1094,53,331,502,269,12,1094,26,10,38.5,16,61.5,598,3384,2033,52,35,0,13,12,592,67,Matches
Marcos Júnior,br BRA,MF,23.0,18.8,1003,15,138,611,272,24,1003,38,26,68.4,12,31.6,671,4350,2320,49,41,3,23,34,693,85,Matches
Danilo Barcelos,br BRA,DF,27.0,18.5,1112,46,290,493,343,13,1111,3,1,33.3,2,66.7,477,2112,1193,27,20,3,16,3,526,74,Matches
Ricardo,br BRA,DF,21.0,17.0,853,118,453,386,21,15,853,2,2,100.0,0,0.0,525,2303,1163,7,3,1,8,1,519,2,Matches
Ribamar,br BRA,FW,21.0,12.9,344,15,29,165,154,54,344,15,6,40.0,9,60.0,179,960,437,20,14,12,26,14,243,55,Matches
Talles Magno,br BRA,"FW,MF",16.0,11.8,468,3,38,189,260,51,468,67,43,64.2,24,35.8,360,2932,1686,54,45,16,34,30,374,92,Matches
Andrey Ramos do Nascimento,br BRA,MF,20.0,9.2,552,17,99,355,107,10,552,25,17,68.0,8,32.0,368,2075,1020,17,15,2,8,10,369,20,Matches
Fredy Guarín,co COL,"MF,FW",32.0,8.9,416,14,83,229,123,11,416,37,27,73.0,10,27.0,242,1403,660,20,16,6,18,11,236,31,Matches
Lucas Mineiro,br BRA,MF,22.0,7.9,418,20,66,297,60,15,418,13,11,84.6,2,15.4,279,1893,826,16,10,2,4,3,288,4,Matches
Werley,br BRA,DF,30.0,7.4,391,58,198,186,9,5,391,0,0,,0,,267,1305,610,4,1,0,0,2,258,1,Matches
Sidão,br BRA,GK,36.0,6.5,160,146,160,0,0,0,160,1,1,100.0,0,0.0,68,430,308,0,0,0,2,1,42,0,Matches
Raúl Cáceres,py PAR,DF,27.0,5.3,313,23,93,133,91,6,313,9,6,66.7,3,33.3,154,890,439,13,11,2,5,2,166,32,Matches
Bruno Gomes,br BRA,MF,17.0,4.8,231,12,48,145,42,1,231,7,5,71.4,2,28.6,130,876,363,7,10,0,2,4,143,5,Matches
Fellipe Bastos,br BRA,MF,28.0,6.4,465,15,79,306,84,7,465,6,3,50.0,3,50.0,271,1237,545,7,10,1,3,4,283,7,Matches
Bruno César,br BRA,"MF,FW",30.0,5.7,228,2,19,97,119,8,227,3,1,33.3,2,66.7,130,796,342,8,12,2,11,9,143,34,Matches
Maxi López,ar ARG,FW,34.0,4.6,79,2,3,45,32,12,78,4,3,75.0,1,25.0,49,172,43,2,1,0,10,7,54,11,Matches
Marquinho,br BRA,"MF,FW",32.0,3.6,123,4,26,68,30,7,123,3,0,0.0,3,100.0,74,358,123,4,2,1,5,2,83,10,Matches
Yan Sasse,br BRA,"MF,FW",21.0,3.8,159,1,13,73,77,11,159,11,9,81.8,2,18.2,109,854,430,16,8,4,4,4,109,19,Matches
Valdívia,br BRA,"FW,MF",24.0,4.8,232,1,22,110,106,11,232,8,1,12.5,7,87.5,158,1187,472,16,19,1,13,8,156,27,Matches
Felipe Ferreira,br BRA,"FW,MF",24.0,4.1,174,1,21,79,79,5,174,3,2,66.7,1,33.3,102,656,299,11,6,0,10,6,124,29,Matches
Tiago Reis,br BRA,FW,19.0,4.1,99,0,5,42,54,17,99,5,1,20.0,4,80.0,59,297,87,3,6,0,6,6,70,14,Matches
Alexander,br BRA,GK,19.0,2.0,54,51,54,0,0,0,54,0,0,,0,,25,101,72,0,0,0,0,0,12,0,Matches
Cláudio Winck,br BRA,DF,24.0,2.0,116,3,22,68,26,4,116,0,0,,0,,53,191,98,4,1,2,0,0,56,6,Matches
Luiz Gustavo,br BRA,DF,24.0,1.5,78,9,39,38,2,2,78,0,0,,0,,41,202,120,0,0,0,0,0,52,0,Matches
Clayton,br BRA,"FW,MF",23.0,1.4,58,1,10,24,24,6,58,1,1,100.0,0,0.0,35,196,81,2,2,2,4,3,43,14,Matches
Bruno Silva,br BRA,DF,30.0,1.0,42,4,23,18,1,0,42,1,1,100.0,0,0.0,22,70,43,0,0,0,0,1,27,0,Matches
Miranda,br BRA,"MF,DF",19.0,0.7,26,3,10,14,3,0,26,1,1,100.0,0,0.0,18,102,50,1,1,0,1,0,15,0,Matches
Gabriel Chaves,br BRA,"FW,MF",17.0,2.1,74,0,10,31,36,6,74,9,3,33.3,6,66.7,56,423,208,6,3,1,7,3,51,22,Matches
Jairinho,br BRA,FW,28.0,1.1,38,0,7,12,19,2,38,9,5,55.6,4,44.4,28,213,119,3,3,0,8,1,26,9,Matches
Alexandre Melo,br BRA,DF,19.0,0.5,34,4,17,13,4,0,34,0,0,,0,,11,30,14,0,0,0,0,0,15,0,Matches
Lucas Robinho,br BRA,FW,19.0,0.1,5,0,0,1,4,2,5,2,2,100.0,0,0.0,3,10,8,0,0,0,0,1,2,0,Matches
Squad Total,,,26.0,38.0,19306,1886,5753,9351,4464,663,19294,558,331,59.3,227,40.7,11339,65164,32613,659,517,136,500,337,11665,1300,
Opponent Total,,,27.6,38.0,22940,1997,6051,12045,5114,701,22936,669,420,62.8,249,37.2,13370,75610,41522,730,564,140,521,341,15339,1579,
