Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Fernando Miguel,br BRA,GK,34.0,36,36,3240,36.0,51,1.42,176,123,75.0,10,10,16,11,30.6,10,7,2,1,22.2,Matches
Lucão,br BRA,GK,18.0,2,2,180,2.0,5,2.5,11,6,63.6,0,1,1,0,0.0,1,1,0,0,0.0,Matches
Squad Total,,,26.2,38,38,3420,38.0,56,1.47,187,129,74.3,10,11,17,11,28.9,11,8,2,1,20.0,
Opponent Total,,,26.5,38,38,3420,38.0,37,0.97,137,100,75.2,17,11,10,15,39.5,4,3,0,1,0.0,
