Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2024-04-14,16:00,Série A,Matchweek 1,Sun,Home,W,2,1,Grêmio,0.9,1.2,47,17722,Gary Medel,4-3-3,4-2-3-1,Flavio Rodrigues de Souza,Match Report,
2024-04-17,19:00,Série A,Matchweek 2,Wed,Away,L,1,2,RB Bragantino,1.2,0.9,59,5448,Léo Pelé,4-3-3,4-3-3,Paulo Zanovelli,Match Report,
2024-04-20,16:00,Série A,Matchweek 3,Sat,Away,L,1,2,Fluminense,1.9,1.3,43,25842,Léo Pelé,4-3-3,4-2-3-1,Wilton Sampaio,Match Report,
2024-04-27,16:00,Série A,Matchweek 4,Sat,Home,L,0,4,Criciúma,1.9,1.4,58,17124,Gary Medel,4-2-3-1,4-4-2,Caio Max Augusto Vieira,Match Report,
2024-05-05,16:00,Série A,Matchweek 5,Sun,Away,L,0,1,Ath Paranaense,0.5,2.3,44,31192,Léo Pelé,4-3-3,4-2-3-1,,Match Report,
2024-05-12,18:30,Série A,Matchweek 6,Sun,Home,W,2,1,Vitória,1.7,1.7,56,11084,Léo Pelé,4-2-3-1,3-4-1-2,,Match Report,
2024-06-02,16:00,Série A,Matchweek 7,Sun,Home,L,1,6,Flamengo,0.1,3.8,27,62228,Léo Pelé,3-4-3,4-2-3-1,Braulio Machado,Match Report,
2024-06-13,21:30,Série A,Matchweek 8,Thu,Away,L,0,2,Palmeiras,0.2,2.3,43,37641,Léo Pelé,5-4-1,4-2-3-1,Ramon Abatti,Match Report,
2024-06-16,18:30,Série A,Matchweek 9,Sun,Home,D,0,0,Cruzeiro,1.0,0.2,50,11275,Léo Pelé,4-2-3-1,4-3-2-1,Rafael Klein,Match Report,
2024-06-19,20:00,Série A,Matchweek 10,Wed,Away,L,0,2,Juventude,0.3,1.3,46,4838,Léo Pelé,4-2-3-1,4-2-3-1,Paulo Zanovelli,Match Report,
2024-06-22,21:30,Série A,Matchweek 11,Sat,Home,W,4,1,São Paulo,1.3,0.4,41,4897,Pablo Vegetti,4-2-3-1,4-1-3-2,Caio Max Augusto Vieira,Match Report,
2024-06-26,21:30,Série A,Matchweek 12,Wed,Away,L,1,2,Bahia,1.5,2.5,37,38318,Pablo Vegetti,4-2-3-1,4-1-3-2,João Vitor Gobi,Match Report,
2024-06-29,18:30,Série A,Matchweek 13,Sat,Home,D,1,1,Botafogo (RJ),0.5,0.5,53,15593,Pablo Vegetti,4-2-3-1,4-4-2,Ramon Abatti,Match Report,
2024-07-03,20:00,Série A,Matchweek 14,Wed,Home,W,2,0,Fortaleza,1.8,0.5,60,14384,Pablo Vegetti,4-2-3-1,4-2-3-1,Matheus Delgado Candançan,Match Report,
2024-07-07,18:00,Série A,Matchweek 15,Sun,Away,W,2,1,Internacional,0.7,1.3,35,41693,Pablo Vegetti,4-2-3-1,4-2-3-1,Gustavo Ervino Bauermann,Match Report,
2024-07-10,19:00,Série A,Matchweek 16,Wed,Home,W,2,0,Corinthians,0.9,0.4,51,23307,Pablo Vegetti,4-2-3-1,4-2-3-1,Rafael Klein,Match Report,
2024-07-17,19:00,Série A,Matchweek 17,Wed,Away,W,1,0,Atl Goianiense,1.2,0.9,48,12089,Pablo Vegetti,4-2-3-1,4-3-3,Matheus Delgado Candançan,Match Report,
2024-07-21,16:00,Série A,Matchweek 18,Sun,Away,L,0,2,Atlético Mineiro,0.6,2.2,47,42353,Pablo Vegetti,4-2-3-1,3-4-3,Raphael Claus,Match Report,
2024-07-28,19:00,Série A,Matchweek 20,Sun,Away,L,0,1,Grêmio,0.9,1.7,47,17621,Pablo Vegetti,4-2-3-1,3-4-3,Paulo Zanovelli,Match Report,
2024-08-03,19:00,Série A,Matchweek 21,Sat,Home,D,2,2,RB Bragantino,0.8,1.3,63,17938,Léo Pelé,4-2-3-1,4-3-3,Gustavo Ervino Bauermann,Match Report,
2024-08-10,21:30,Série A,Matchweek 22,Sat,Home,W,2,0,Fluminense,1.2,0.8,44,20003,Pablo Vegetti,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2024-08-18,16:00,Série A,Matchweek 23,Sun,Away,D,2,2,Criciúma,1.3,1.0,50,18403,Léo Jardim,4-2-3-1,4-2-3-1,Paulo Zanovelli,Match Report,
2024-08-26,21:00,Série A,Matchweek 24,Mon,Home,W,2,1,Ath Paranaense,0.7,0.7,46,16433,Pablo Vegetti,4-2-3-1,3-2-4-1,,Match Report,
2024-09-01,18:30,Série A,Matchweek 25,Sun,Away,W,1,0,Vitória,0.4,1.4,53,20923,Pablo Vegetti,4-2-3-1,4-3-3,Luiz Flávio de Oliveira,Match Report,
2024-09-15,18:30,Série A,Matchweek 26,Sun,Away,D,1,1,Flamengo,1.0,2.1,39,65200,Pablo Vegetti,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2024-09-22,16:00,Série A,Matchweek 27,Sun,Home,L,0,1,Palmeiras,0.3,1.4,54,25755,Pablo Vegetti,4-2-3-1,4-2-3-1,Rafael Klein,Match Report,
2024-09-29,18:30,Série A,Matchweek 28,Sun,Away,D,1,1,Cruzeiro,1.1,0.8,43,56331,Pablo Vegetti,4-2-3-1,4-2-3-1,Matheus Delgado Candançan,Match Report,
2024-10-05,21:00,Série A,Matchweek 29,Sat,Home,D,1,1,Juventude,1.2,1.6,55,18036,Pablo Vegetti,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2024-10-16,21:45,Série A,Matchweek 30,Wed,Away,L,0,3,São Paulo,1.0,1.3,52,15947,Pablo Vegetti,4-2-3-1,4-2-3-1,Davi de Oliveira Lacerda,Match Report,
2024-10-24,19:00,Série A,Matchweek 19,Thu,Home,W,1,0,Cuiabá,0.8,0.6,49,16696,Pablo Vegetti,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2024-10-28,21:00,Série A,Matchweek 31,Mon,Home,W,3,2,Bahia,1.9,2.0,48,17213,Maicon,4-2-3-1,4-1-2-1-2,Raphael Claus,Match Report,
2024-11-05,21:30,Série A,Matchweek 32,Tue,Away,L,0,3,Botafogo (RJ),0.6,2.6,36,32007,Pablo Vegetti,4-2-3-1,4-2-3-1,Bruno Arleu,Match Report,
2024-11-09,19:00,Série A,Matchweek 33,Sat,Away,L,0,3,Fortaleza,0.2,2.3,59,45271,Pablo Vegetti,4-3-3,4-2-2-2,Lucas Paulo Torezin,Match Report,
2024-11-21,20:00,Série A,Matchweek 34,Thu,Home,L,0,1,Internacional,0.9,1.0,49,17339,Pablo Vegetti,4-2-3-1,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2024-11-24,16:00,Série A,Matchweek 35,Sun,Away,L,1,3,Corinthians,0.3,1.2,40,46083,Pablo Vegetti,4-2-3-1,4-3-1-2,Davi de Oliveira Lacerda,Match Report,
2024-11-30,21:30,Série A,Matchweek 36,Sat,Home,D,2,2,Atl Goianiense,1.6,1.2,61,18270,Pablo Vegetti,4-2-3-1,4-2-3-1,Lucas Paulo Torezin,Match Report,
2024-12-04,19:00,Série A,Matchweek 37,Wed,Home,W,2,0,Atlético Mineiro,1.3,0.7,57,17074,Pablo Vegetti,4-1-2-1-2◆,3-4-3,Davi de Oliveira Lacerda,Match Report,
2024-12-08,15:00,Série A,Matchweek 38,Sun,Away,W,2,1,Cuiabá,1.2,1.8,67,7030,Pablo Vegetti,4-3-2-1,4-3-3,Thaillan Azevedo Gomes,Match Report,
