Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Yago Pikachu,br BRA,"DF,FW",26.0,35.4,97,2.74,65,19,1,6,4,2,11,0.31,4,1,1,3,2,0,Matches
Fernando Miguel,br BRA,GK,33.0,29.5,4,0.14,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marrony,br BRA,"FW,MF",19.0,29.2,85,2.91,45,0,14,11,13,2,4,0.14,2,0,0,0,2,0,Matches
Raul,br BRA,MF,22.0,27.3,67,2.46,44,1,6,2,12,2,7,0.26,5,0,1,0,0,1,Matches
Oswaldo Henríquez,co COL,DF,29.0,27.0,20,0.74,17,0,0,1,1,1,4,0.15,2,0,0,1,1,0,Matches
Rossi,br BRA,"FW,MF",25.0,24.8,89,3.59,62,2,7,8,9,1,8,0.32,5,0,0,1,2,0,Matches
Richard,br BRA,MF,24.0,24.4,28,1.15,22,1,2,1,1,1,2,0.08,1,0,0,1,0,0,Matches
Leandro Castán,br BRA,DF,32.0,21.9,17,0.78,10,0,0,4,2,1,3,0.14,0,0,0,2,1,0,Matches
Henrique,br BRA,DF,24.0,19.0,34,1.79,24,5,0,2,3,0,1,0.05,1,0,0,0,0,0,Matches
Marcos Júnior,br BRA,MF,23.0,18.8,67,3.56,61,0,3,1,0,2,1,0.05,1,0,0,0,0,0,Matches
Danilo Barcelos,br BRA,DF,27.0,18.5,63,3.41,35,22,1,4,0,1,5,0.27,1,1,0,3,0,0,Matches
Ricardo,br BRA,DF,21.0,17.0,6,0.35,5,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
Ribamar,br BRA,FW,21.0,12.9,16,1.24,8,0,2,3,3,0,0,0.0,0,0,0,0,0,0,Matches
Talles Magno,br BRA,"FW,MF",16.0,11.8,46,3.89,29,0,10,3,4,0,3,0.25,2,0,1,0,0,0,Matches
Andrey Ramos do Nascimento,br BRA,MF,20.0,9.2,31,3.37,25,0,5,1,0,0,4,0.43,3,0,1,0,0,0,Matches
