Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Yago Pikachu,br BRA,"DF,FW",26.0,35.4,5,42,8,19.0,1.19,0.23,0.0,0.0,22.8,3,5,7,7.7,2.3,0.05,-2.7,-2.3,Matches
Fernando Miguel,br BRA,GK,33.0,29.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marrony,br BRA,"FW,MF",19.0,29.2,4,71,23,32.4,2.43,0.79,0.06,0.17,14.1,0,0,0,7.4,7.4,0.1,-3.4,-3.4,Matches
Raul,br BRA,MF,22.0,27.3,1,29,10,34.5,1.06,0.37,0.03,0.1,21.6,0,0,0,2.9,2.9,0.1,-1.9,-1.9,Matches
Oswaldo Henríquez,co COL,DF,29.0,27.0,1,11,4,36.4,0.41,0.15,0.09,0.25,12.4,0,0,0,1.6,1.6,0.14,-0.6,-0.6,Matches
Rossi,br BRA,"FW,MF",25.0,24.8,2,48,18,37.5,1.93,0.73,0.02,0.06,19.0,0,1,2,6.2,4.7,0.1,-4.2,-3.7,Matches
Richard,br BRA,MF,24.0,24.4,0,18,4,22.2,0.74,0.16,0.0,0.0,22.3,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Leandro Castán,br BRA,DF,32.0,21.9,2,14,5,35.7,0.64,0.23,0.14,0.4,10.6,0,0,0,1.6,1.5,0.14,0.4,0.5,Matches
Henrique,br BRA,DF,24.0,19.0,0,4,1,25.0,0.21,0.05,0.0,0.0,18.3,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
Marcos Júnior,br BRA,MF,23.0,18.8,3,24,7,29.2,1.28,0.37,0.13,0.43,20.0,0,0,0,3.1,3.1,0.13,-0.1,-0.1,Matches
Danilo Barcelos,br BRA,DF,27.0,18.5,2,19,6,31.6,1.03,0.33,0.05,0.17,26.2,12,1,1,2.4,1.7,0.09,-0.4,-0.7,Matches
Ricardo,br BRA,DF,21.0,17.0,1,6,2,33.3,0.35,0.12,0.17,0.5,14.4,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
Ribamar,br BRA,FW,21.0,12.9,3,34,11,32.4,2.63,0.85,0.09,0.27,12.6,0,0,0,5.9,5.9,0.17,-2.9,-2.9,Matches
Talles Magno,br BRA,"FW,MF",16.0,11.8,2,29,8,27.6,2.45,0.68,0.07,0.25,17.5,0,0,0,3.0,3.0,0.1,-1.0,-1.0,Matches
Andrey Ramos do Nascimento,br BRA,MF,20.0,9.2,1,19,3,15.8,2.06,0.33,0.05,0.33,26.9,1,0,0,0.7,0.7,0.04,0.3,0.3,Matches
Fredy Guarín,co COL,"MF,FW",32.0,8.9,3,17,6,35.3,1.91,0.68,0.18,0.5,24.8,3,0,0,1.2,1.2,0.07,1.8,1.8,Matches
Lucas Mineiro,br BRA,MF,22.0,7.9,0,13,1,7.7,1.64,0.13,0.0,0.0,17.1,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
Werley,br BRA,DF,30.0,7.4,0,3,3,100.0,0.4,0.4,0.0,0.0,6.9,0,0,0,0.9,0.9,0.3,-0.9,-0.9,Matches
Sidão,br BRA,GK,36.0,6.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Raúl Cáceres,py PAR,DF,27.0,5.3,0,1,1,100.0,0.19,0.19,0.0,0.0,17.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Bruno Gomes,br BRA,MF,17.0,4.8,1,3,1,33.3,0.62,0.21,0.33,1.0,32.1,0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
Fellipe Bastos,br BRA,MF,28.0,6.4,1,23,5,21.7,3.61,0.78,0.04,0.2,26.7,6,0,0,2.1,2.1,0.09,-1.1,-1.1,Matches
Bruno César,br BRA,"MF,FW",30.0,5.7,2,8,2,25.0,1.41,0.35,0.25,1.0,20.9,1,0,1,1.4,0.6,0.08,0.6,1.4,Matches
Maxi López,ar ARG,FW,34.0,4.6,2,5,2,40.0,1.08,0.43,0.2,0.5,13.7,0,1,1,1.5,0.7,0.14,0.5,0.3,Matches
