Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Yago Pikachu,br BRA,"DF,FW",26.0,35.4,39,26,23,16,0,19,46,41.3,27,20,9,11,38,77,75,0,Matches
Fernando Miguel,br BRA,GK,33.0,29.5,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,9,1,Matches
Marrony,br BRA,"FW,MF",19.0,29.2,49,35,13,28,8,14,39,35.9,25,32,2,30,13,62,31,0,Matches
Raul,br BRA,MF,22.0,27.3,63,41,35,22,6,17,77,22.1,60,39,6,33,34,97,33,0,Matches
Oswaldo Henríquez,co COL,DF,29.0,27.0,23,16,17,6,0,15,24,62.5,9,22,16,6,36,59,133,2,Matches
Rossi,br BRA,"FW,MF",25.0,24.8,47,35,23,14,10,20,43,46.5,23,24,1,23,17,64,16,0,Matches
Richard,br BRA,MF,24.0,24.4,48,28,22,25,1,26,66,39.4,40,38,13,25,40,88,62,0,Matches
Leandro Castán,br BRA,DF,32.0,21.9,23,18,14,7,2,12,16,75.0,4,29,18,11,35,58,99,2,Matches
Henrique,br BRA,DF,24.0,19.0,25,17,16,7,2,9,23,39.1,14,19,8,11,25,50,51,0,Matches
Marcos Júnior,br BRA,MF,23.0,18.8,30,19,12,13,5,14,54,25.9,40,12,1,11,16,46,17,0,Matches
Danilo Barcelos,br BRA,DF,27.0,18.5,33,24,15,15,3,15,41,36.6,26,12,5,7,23,56,50,0,Matches
Ricardo,br BRA,DF,21.0,17.0,30,24,19,11,0,21,32,65.6,11,25,14,11,25,55,75,0,Matches
Ribamar,br BRA,FW,21.0,12.9,7,3,0,5,2,0,7,0.0,7,7,2,5,1,8,12,0,Matches
Talles Magno,br BRA,"FW,MF",16.0,11.8,12,8,4,6,2,7,13,53.8,6,12,1,11,3,15,4,0,Matches
Andrey Ramos do Nascimento,br BRA,MF,20.0,9.2,27,19,9,16,2,6,24,25.0,18,12,2,10,12,39,10,0,Matches
Fredy Guarín,co COL,"MF,FW",32.0,8.9,16,6,9,7,0,4,27,14.8,23,12,3,9,6,22,8,0,Matches
Lucas Mineiro,br BRA,MF,22.0,7.9,10,8,3,5,2,5,11,45.5,6,23,5,18,3,13,12,0,Matches
Werley,br BRA,DF,30.0,7.4,3,3,2,1,0,2,2,100.0,0,5,5,0,3,6,38,0,Matches
Sidão,br BRA,GK,36.0,6.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,Matches
Raúl Cáceres,py PAR,DF,27.0,5.3,7,4,6,1,0,4,8,50.0,4,6,4,2,2,9,20,0,Matches
Bruno Gomes,br BRA,MF,17.0,4.8,11,8,5,6,0,6,17,35.3,11,5,2,3,4,15,9,0,Matches
Fellipe Bastos,br BRA,MF,28.0,6.4,33,20,11,17,5,13,27,48.1,14,10,2,8,8,41,8,0,Matches
Bruno César,br BRA,"MF,FW",30.0,5.7,5,3,1,3,1,3,8,37.5,5,1,1,0,5,10,2,0,Matches
Maxi López,ar ARG,FW,34.0,4.6,1,1,0,0,1,0,2,0.0,2,2,0,2,0,1,2,0,Matches
Marquinho,br BRA,"MF,FW",32.0,3.6,4,2,3,1,0,1,4,25.0,3,1,0,1,2,6,4,0,Matches
Yan Sasse,br BRA,"MF,FW",21.0,3.8,4,4,1,1,2,2,4,50.0,2,4,0,4,3,7,1,0,Matches
Valdívia,br BRA,"FW,MF",24.0,4.8,8,7,2,3,3,2,12,16.7,10,3,0,3,2,10,0,0,Matches
Felipe Ferreira,br BRA,"FW,MF",24.0,4.1,3,2,1,2,0,0,3,0.0,3,1,0,1,1,4,0,0,Matches
Tiago Reis,br BRA,FW,19.0,4.1,4,2,0,3,1,0,6,0.0,6,1,1,0,0,4,0,0,Matches
Alexander,br BRA,GK,19.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches
Cláudio Winck,br BRA,DF,24.0,2.0,5,4,0,5,0,3,6,50.0,3,0,0,0,3,8,1,0,Matches
Luiz Gustavo,br BRA,DF,24.0,1.5,0,0,0,0,0,0,1,0.0,1,2,2,0,3,3,7,0,Matches
Clayton,br BRA,"FW,MF",23.0,1.4,4,2,2,2,0,2,4,50.0,2,0,0,0,0,4,1,0,Matches
Bruno Silva,br BRA,DF,30.0,1.0,1,1,0,1,0,0,3,0.0,3,1,1,0,0,1,2,0,Matches
Miranda,br BRA,"MF,DF",19.0,0.7,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,3,0,Matches
Gabriel Chaves,br BRA,"FW,MF",17.0,2.1,8,4,5,3,0,5,10,50.0,5,5,0,5,1,9,0,0,Matches
Jairinho,br BRA,FW,28.0,1.1,5,4,2,1,2,1,5,20.0,4,0,0,0,0,5,1,0,Matches
Alexandre Melo,br BRA,DF,19.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,Matches
Lucas Robinho,br BRA,FW,19.0,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,26.0,38.0,590,399,276,254,60,249,668,37.3,419,385,124,261,367,957,808,7,
Opponent Total,,,27.6,38.0,564,400,290,212,62,227,558,40.7,331,325,122,203,352,916,763,8,
