Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Fernando Miguel,br BRA,GK,33.0,29.5,30,4,0,4,2,32.5,0.25,4.5,0.15,163,448,36.4,471,103,55.4,41.8,241,77.6,54.6,462,24,5.2,9,0.31,10.0,Matches
Sidão,br BRA,GK,36.0,6.5,9,0,0,0,0,6.8,0.32,-2.2,-0.34,23,66,34.8,80,13,35.0,33.6,60,63.3,45.8,77,0,0.0,4,0.62,12.3,Matches
Alexander,br BRA,GK,19.0,2.0,6,0,0,0,1,5.6,0.4,0.6,0.31,3,9,33.3,29,7,20.7,25.7,14,21.4,31.9,24,1,4.2,3,1.5,14.3,Matches
Squad Total,,,26.0,38.0,45,4,0,4,3,44.9,0.27,2.9,0.08,189,523,36.1,580,123,50.9,,315,72.4,51.9,563,25,4.4,16,0.42,,
Opponent Total,,,27.6,38.0,39,8,2,6,2,49.8,0.25,12.8,0.34,143,358,39.9,679,151,32.8,32.1,296,45.6,37.3,571,25,4.4,12,0.32,11.0,
