Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-02-05,21:30,Sudamericana,First stage,Wed,Home,W,1,0,bo Oriente Petrolero,,,55,,Leandro Castán,4-2-3-1,5-3-2,Augusto Aragón,Match Report,Leg 1 of 2
2020-02-19,20:30,Sudamericana,First stage,Wed,Away,D,0,0,bo Oriente Petrolero,,,48,,Leandro Castán,4-3-3,4-1-4-1,José Argote,Match Report,Leg 2 of 2; Vasco da Gama won
2020-08-13,20:00,Série A,Matchweek 2,Thu,Home,W,2,0,Sport Recife,0.8,0.6,46,,Leandro Castán,4-1-4-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2020-08-16,16:00,Série A,Matchweek 3,Sun,Home,W,2,1,São Paulo,1.4,1.7,40,,Leandro Castán,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2020-08-20,20:00,Série A,Matchweek 4,Thu,Away,W,3,0,Ceará,1.1,1.3,43,,Leandro Castán,4-4-2,4-1-4-1,Thiago Duarte Peixoto,Match Report,
2020-08-23,16:00,Série A,Matchweek 5,Sun,Home,D,0,0,Grêmio,0.6,0.6,47,,Leandro Castán,4-1-4-1,4-2-3-1,Savio Pereira,Match Report,
2020-08-29,19:00,Série A,Matchweek 6,Sat,Away,L,1,2,Fluminense,1.3,0.9,53,,Leandro Castán,4-1-4-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2020-09-02,21:30,Série A,Matchweek 7,Wed,Away,D,2,2,Santos,1.3,0.9,39,,Yago Pikachu,4-1-4-1,4-3-3,Rodrigo D'Alonso Ferreira,Match Report,
2020-09-06,18:00,Série A,Matchweek 8,Sun,Home,W,1,0,Ath Paranaense,1.1,0.9,33,,Yago Pikachu,4-2-3-1,4-1-4-1,Raphael Claus,Match Report,
2020-09-10,21:00,Série A,Matchweek 9,Thu,Home,L,1,2,Atl Goianiense,1.4,1.8,54,,Yago Pikachu,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2020-09-13,20:30,Série A,Matchweek 10,Sun,Away,W,3,2,Botafogo (RJ),1.9,2.7,51,,Leandro Castán,4-2-3-1,3-4-3,Wilton Sampaio,Match Report,
2020-09-20,16:00,Série A,Matchweek 11,Sun,Away,L,0,1,Coritiba,0.5,1.5,45,,Yago Pikachu,4-2-3-1,4-3-3,Luiz Flávio de Oliveira,Match Report,
2020-09-27,11:00,Série A,Matchweek 12,Sun,Home,D,1,1,RB Bragantino,1.6,1.8,58,,Leandro Castán,4-2-3-1,4-3-3,Rodolpho Toski Marques,Match Report,
