Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Yago Pikachu,br BRA,"DF,FW",25.0,35,2967.0,85.0,86.8,33.0,34,87.0,27.0,1,20.0,0,1.14,36.0,43.0,-7.0,-0.21,-0.21,Matches
Luiz Gustavo,br BRA,DF,23.0,28,2495.0,89.0,73.0,27.7,28,89.0,25.0,0,,3,1.21,29.0,32.0,-3.0,-0.11,0.28,Matches
Andrey Ramos do Nascimento,br BRA,MF,19.0,27,2248.0,83.0,65.7,25.0,25,88.0,20.0,2,23.0,9,1.11,25.0,30.0,-5.0,-0.2,-0.05,Matches
Leandro Desábato,ar ARG,MF,27.0,27,2087.0,77.0,61.0,23.2,25,83.0,16.0,2,9.0,4,0.96,23.0,30.0,-7.0,-0.3,-0.3,Matches
Martín Silva,uy URU,GK,34.0,24,2160.0,90.0,63.2,24.0,24,90.0,24.0,0,,0,1.13,27.0,31.0,-4.0,-0.17,0.05,Matches
Andrés Ríos,ar ARG,"FW,MF",28.0,28,2117.0,76.0,61.9,23.5,23,85.0,15.0,5,34.0,8,0.97,30.0,36.0,-6.0,-0.26,-0.19,Matches
Henrique,br BRA,DF,23.0,24,1906.0,79.0,55.7,21.2,21,84.0,19.0,3,47.0,11,1.38,29.0,26.0,3.0,0.14,0.74,Matches
Maxi López,ar ARG,FW,33.0,19,1630.0,86.0,47.7,18.1,18,90.0,17.0,1,17.0,0,1.16,18.0,18.0,0.0,0.0,0.35,Matches
Ramon Motta,br BRA,DF,29.0,19,1326.0,70.0,38.8,14.7,15,81.0,12.0,4,26.0,4,1.11,16.0,18.0,-2.0,-0.14,0.08,Matches
Leandro Castán,br BRA,DF,31.0,15,1290.0,86.0,37.7,14.3,15,86.0,12.0,0,,0,1.27,14.0,12.0,2.0,0.14,0.52,Matches
Fernando Miguel,br BRA,GK,32.0,14,1260.0,90.0,36.8,14.0,14,90.0,14.0,0,,20,1.14,14.0,17.0,-3.0,-0.21,-0.05,Matches
Werley,br BRA,DF,29.0,14,1245.0,89.0,36.4,13.8,14,89.0,13.0,0,,0,1.57,17.0,12.0,5.0,0.36,0.86,Matches
Wágner,br BRA,MF,33.0,16,1127.0,70.0,33.0,12.5,14,77.0,6.0,2,27.0,2,0.94,13.0,19.0,-6.0,-0.48,-0.44,Matches
Thiago Galhardo,br BRA,"FW,MF",28.0,22,1289.0,59.0,37.7,14.3,13,78.0,8.0,9,31.0,9,1.27,14.0,15.0,-1.0,-0.07,0.18,Matches
Willian Maranhão,br BRA,MF,22.0,14,1115.0,80.0,32.6,12.4,12,87.0,8.0,2,37.0,1,1.14,11.0,12.0,-1.0,-0.08,0.15,Matches
Ricardo,br BRA,DF,20.0,13,982.0,76.0,28.7,10.9,11,88.0,10.0,2,9.0,20,1.0,10.0,17.0,-7.0,-0.64,-0.64,Matches
Raul,br BRA,MF,21.0,16,956.0,60.0,28.0,10.6,10,84.0,7.0,6,19.0,7,0.88,8.0,15.0,-7.0,-0.66,-0.66,Matches
Bruno Silva,br BRA,"DF,MF",29.0,11,846.0,77.0,24.7,9.4,10,85.0,8.0,1,1.0,7,0.73,8.0,11.0,-3.0,-0.32,-0.18,Matches
Rafael Galhardo,br BRA,DF,26.0,11,712.0,65.0,20.8,7.9,10,71.0,4.0,1,3.0,8,0.91,7.0,14.0,-7.0,-0.88,-0.88,Matches
Fabrício,br BRA,"DF,MF",31.0,10,688.0,69.0,20.1,7.6,10,69.0,3.0,0,,18,1.3,6.0,11.0,-5.0,-0.65,-0.59,Matches
Giovanni Augusto,br BRA,MF,28.0,19,1012.0,53.0,29.6,11.2,9,77.0,2.0,10,32.0,4,1.21,13.0,16.0,-3.0,-0.27,-0.12,Matches
Kelvin,br BRA,"FW,MF",24.0,19,810.0,43.0,23.7,9.0,9,68.0,1.0,10,20.0,12,0.95,9.0,9.0,0.0,0.0,0.24,Matches
Lenon,br BRA,"DF,MF",27.0,9,686.0,76.0,20.1,7.6,8,85.0,7.0,1,10.0,1,1.0,6.0,10.0,-4.0,-0.52,-0.43,Matches
Bruno Cosendey,br BRA,MF,21.0,12,553.0,46.0,16.2,6.1,7,61.0,0.0,5,26.0,20,1.58,13.0,11.0,2.0,0.33,0.61,Matches
Oswaldo Henríquez,co COL,DF,28.0,10,534.0,53.0,15.6,5.9,5,91.0,5.0,5,16.0,7,1.3,5.0,7.0,-2.0,-0.34,-0.18,Matches
Paulão,br BRA,DF,31.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,4,2.2,11.0,6.0,5.0,1.0,1.36,Matches
Breno Borges,br BRA,DF,28.0,5,449.0,90.0,13.1,5.0,5,90.0,4.0,0,,0,1.0,6.0,9.0,-3.0,-0.6,-0.48,Matches
Caio Monteiro,br BRA,FW,20.0,9,399.0,44.0,11.7,4.4,5,71.0,0.0,4,11.0,12,1.11,5.0,3.0,2.0,0.45,0.72,Matches
Marrony,br BRA,FW,18.0,12,383.0,32.0,11.2,4.3,3,68.0,0.0,9,20.0,7,0.92,5.0,2.0,3.0,0.7,1.0,Matches
Frickson Erazo,ec ECU,DF,29.0,4,286.0,72.0,8.4,3.2,3,87.0,2.0,1,26.0,6,0.75,3.0,9.0,-6.0,-1.89,-1.86,Matches
Wellington Martins,br BRA,MF,27.0,4,245.0,61.0,7.2,2.7,3,76.0,1.0,1,16.0,5,2.0,5.0,3.0,2.0,0.73,0.99,Matches
Evander,br BRA,"FW,MF",19.0,7,245.0,35.0,7.2,2.7,2,78.0,1.0,5,18.0,8,1.0,3.0,4.0,-1.0,-0.37,-0.2,Matches
Rildo,br BRA,"FW,MF",28.0,5,216.0,43.0,6.3,2.4,2,66.0,0.0,3,28.0,1,1.6,3.0,2.0,1.0,0.42,0.64,Matches
Duvier Riascos,co COL,FW,31.0,6,176.0,29.0,5.1,2.0,2,69.0,0.0,4,10.0,1,1.33,2.0,1.0,1.0,0.51,0.73,Matches
Bruno Ritter,br BRA,MF,18.0,2,158.0,79.0,4.6,1.8,2,79.0,1.0,0,,8,1.5,3.0,2.0,1.0,0.57,0.79,Matches
Vinícius Araújo,br BRA,FW,24.0,5,200.0,40.0,5.8,2.2,1,93.0,1.0,4,27.0,0,1.0,3.0,2.0,1.0,0.45,0.67,Matches
Miranda,br BRA,DF,18.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,12,0.0,1.0,3.0,-2.0,-2.0,-1.86,Matches
Paulo Vitor,br BRA,FW,18.0,3,85.0,28.0,2.5,0.9,0,,0.0,3,27.0,8,1.0,0.0,4.0,-4.0,-4.24,-4.15,Matches
Lucas Robinho,br BRA,FW,18.0,2,36.0,18.0,1.1,0.4,0,,0.0,2,17.0,6,0.0,0.0,2.0,-2.0,-5.0,-4.87,Matches
Moresche,br BRA,FW,19.0,3,22.0,7.0,0.6,0.2,0,,0.0,3,6.0,13,1.0,0.0,2.0,-2.0,-8.18,-8.05,Matches
Dudu,br BRA,MF,19.0,1,12.0,12.0,0.4,0.1,0,,0.0,1,11.0,4,0.0,0.0,0.0,0.0,0.0,0.18,Matches
Lucas Kal,br BRA,"DF,MF",21.0,1,4.0,4.0,0.1,0.0,0,,0.0,1,3.0,14,0.0,0.0,1.0,-1.0,-22.5,-22.34,Matches
Jordi Almeida,br BRA,GK,24.0,0,,,0.0,0.0,0,,0.0,0,,12,3.0,2.0,0.0,2.0,,,Matches
Hugo Borges,br BRA,FW,20.0,0,,,,,0,,0.0,0,,6,,,,,,,Matches
Gabriel Félix,br BRA,GK,22.0,0,,,,,0,,0.0,0,,11,,,,,,,Matches
Rodrigo Fernandes,br BRA,DF,19.0,0,,,,,0,,0.0,0,,4,,,,,,,Matches
Rafael França,br BRA,MF,19.0,0,,,,,0,,0.0,0,,4,,,,,,,Matches
Luan Gama,br BRA,DF,19.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
João Pedro,br BRA,GK,20.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Squad Total,,,27.2,38,3420.0,90.0,100.0,38.0,418,84.0,,113,22.0,325,1.13,41.0,48.0,-7.0,-0.18,,
Opponent Total,,,27.0,38,3420.0,90.0,100.0,38.0,418,84.0,,112,21.0,312,1.53,48.0,41.0,7.0,0.18,,
