Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Yago Pikachu,br BRA,"DF,FW",26.0,36,3186.0,89.0,93.2,35.4,36,89.0,33.0,0,,0,1.25,35.0,40.0,-5.0,-0.14,0.24,53.4,49.6,3.8,0.11,0.44,Matches
Fernando Miguel,br BRA,GK,33.0,30,2655.0,89.0,77.6,29.5,30,89.0,29.0,0,,0,1.43,31.0,30.0,1.0,0.03,0.86,41.8,41.1,0.7,0.03,-0.23,Matches
Marrony,br BRA,"FW,MF",19.0,34,2632.0,77.0,77.0,29.2,30,85.0,20.0,4,24.0,0,1.29,30.0,32.0,-2.0,-0.07,0.39,42.8,40.9,1.9,0.07,-0.04,Matches
Raul,br BRA,MF,22.0,30,2460.0,82.0,71.9,27.3,28,84.0,20.0,2,51.0,0,1.2,29.0,38.0,-9.0,-0.33,-0.61,40.5,41.5,-1.0,-0.04,-0.4,Matches
Oswaldo Henríquez,co COL,DF,29.0,27,2430.0,90.0,71.1,27.0,27,90.0,27.0,0,,0,1.63,31.0,26.0,5.0,0.19,1.19,43.4,35.9,7.4,0.27,0.68,Matches
Rossi,br BRA,"FW,MF",25.0,29,2234.0,77.0,65.3,24.8,26,83.0,16.0,3,29.0,0,1.38,28.0,25.0,3.0,0.12,0.8,38.7,32.8,5.9,0.24,0.47,Matches
Richard,br BRA,MF,24.0,25,2198.0,88.0,64.3,24.4,25,88.0,22.0,0,,0,1.56,29.0,25.0,4.0,0.16,0.9,36.3,32.5,3.8,0.16,0.22,Matches
Leandro Castán,br BRA,DF,32.0,22,1974.0,90.0,57.7,21.9,22,90.0,21.0,0,,0,1.5,21.0,22.0,-1.0,-0.05,0.27,33.6,27.3,6.3,0.29,0.49,Matches
Henrique,br BRA,DF,24.0,21,1709.0,81.0,50.0,19.0,20,85.0,17.0,1,12.0,12,1.62,18.0,20.0,-2.0,-0.11,0.11,25.4,24.7,0.7,0.04,-0.08,Matches
Marcos Júnior,br BRA,MF,23.0,27,1693.0,63.0,49.5,18.8,18,77.0,7.0,9,33.0,8,1.48,19.0,15.0,4.0,0.21,0.73,30.3,23.8,6.5,0.34,0.53,Matches
Danilo Barcelos,br BRA,DF,27.0,21,1661.0,79.0,48.6,18.5,18,87.0,15.0,3,34.0,13,1.05,21.0,24.0,-3.0,-0.16,-0.01,31.0,28.0,3.1,0.17,0.17,Matches
Ricardo,br BRA,DF,21.0,18,1532.0,85.0,44.8,17.0,18,85.0,16.0,0,,18,0.89,17.0,27.0,-10.0,-0.59,-0.78,24.2,27.3,-3.1,-0.18,-0.47,Matches
Ribamar,br BRA,FW,21.0,21,1162.0,55.0,34.0,12.9,15,67.0,4.0,6,27.0,5,1.38,12.0,10.0,2.0,0.15,0.47,16.0,14.2,1.8,0.14,0.09,Matches
Talles Magno,br BRA,"FW,MF",16.0,15,1065.0,71.0,31.1,11.8,12,82.0,8.0,3,26.0,1,1.27,9.0,11.0,-2.0,-0.17,-0.02,19.8,13.6,6.2,0.53,0.65,Matches
Andrey Ramos do Nascimento,br BRA,MF,20.0,17,829.0,49.0,24.2,9.2,9,67.0,2.0,8,29.0,20,1.41,6.0,8.0,-2.0,-0.22,-0.08,14.0,11.3,2.8,0.3,0.29,Matches
Fredy Guarín,co COL,"MF,FW",32.0,12,799.0,67.0,23.4,8.9,9,80.0,6.0,3,27.0,0,1.42,13.0,12.0,1.0,0.11,0.35,12.6,14.3,-1.7,-0.19,-0.35,Matches
Lucas Mineiro,br BRA,MF,22.0,11,713.0,65.0,20.8,7.9,8,84.0,6.0,3,13.0,5,0.82,6.0,17.0,-11.0,-1.39,-1.55,11.6,15.9,-4.4,-0.55,-0.79,Matches
Werley,br BRA,DF,30.0,8,670.0,84.0,19.6,7.4,7,90.0,7.0,1,39.0,20,0.75,7.0,11.0,-4.0,-0.54,-0.47,9.0,10.8,-1.8,-0.24,-0.4,Matches
Sidão,br BRA,GK,36.0,7,585.0,84.0,17.1,6.5,6,90.0,6.0,1,45.0,24,1.0,6.0,9.0,-3.0,-0.46,-0.37,12.0,8.3,3.6,0.56,0.58,Matches
Raúl Cáceres,py PAR,DF,27.0,7,480.0,69.0,14.0,5.3,6,76.0,3.0,1,26.0,24,1.57,8.0,9.0,-1.0,-0.19,-0.03,7.9,11.8,-3.9,-0.74,-0.95,Matches
Bruno Gomes,br BRA,MF,17.0,8,435.0,54.0,12.7,4.8,6,68.0,2.0,2,14.0,9,1.5,5.0,5.0,0.0,0.0,0.18,6.1,5.7,0.4,0.08,0.01,Matches
Fellipe Bastos,br BRA,MF,28.0,14,574.0,41.0,16.8,6.4,5,72.0,1.0,9,24.0,20,1.36,5.0,9.0,-4.0,-0.63,-0.56,9.0,8.3,0.7,0.12,0.05,Matches
Bruno César,br BRA,"MF,FW",30.0,13,512.0,39.0,15.0,5.7,5,66.0,1.0,8,23.0,22,0.85,6.0,8.0,-2.0,-0.35,-0.23,6.6,9.3,-2.7,-0.47,-0.64,Matches
Maxi López,ar ARG,FW,34.0,5,417.0,83.0,12.2,4.6,5,83.0,4.0,0,,0,0.4,3.0,9.0,-6.0,-1.29,-1.29,6.5,8.3,-1.8,-0.39,-0.53,Matches
Marquinho,br BRA,"MF,FW",32.0,7,320.0,46.0,9.4,3.6,5,57.0,0.0,2,17.0,21,1.14,3.0,5.0,-2.0,-0.56,-0.45,3.9,5.6,-1.7,-0.47,-0.6,Matches
Yan Sasse,br BRA,"MF,FW",21.0,6,341.0,57.0,10.0,3.8,4,71.0,1.0,2,30.0,5,0.83,3.0,6.0,-3.0,-0.79,-0.7,5.4,4.4,1.0,0.25,0.19,Matches
Valdívia,br BRA,"FW,MF",24.0,12,435.0,36.0,12.7,4.8,3,66.0,0.0,9,26.0,4,0.92,5.0,8.0,-3.0,-0.62,-0.53,6.5,7.6,-1.1,-0.22,-0.34,Matches
