Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Felipe Ferreira,br BRA,"FW,MF",24.0,9,371.0,41.0,10.8,4.1,3,61.0,0.0,6,32.0,8,1.56,5.0,3.0,2.0,0.49,0.72,6.7,5.7,1.0,0.25,0.19,Matches
Tiago Reis,br BRA,FW,19.0,11,369.0,34.0,10.8,4.1,3,57.0,0.0,8,25.0,19,1.27,5.0,6.0,-1.0,-0.24,-0.1,7.0,7.0,-0.1,-0.02,-0.11,Matches
Alexander,br BRA,GK,19.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,12,0.0,2.0,6.0,-4.0,-2.0,-1.94,2.9,4.3,-1.5,-0.73,-0.85,Matches
Cláudio Winck,br BRA,DF,24.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,5,0.5,2.0,3.0,-1.0,-0.5,-0.36,3.4,1.8,1.7,0.83,0.8,Matches
Luiz Gustavo,br BRA,DF,24.0,2,135.0,68.0,3.9,1.5,2,68.0,1.0,0,,6,0.5,1.0,3.0,-2.0,-1.33,-1.22,2.0,2.3,-0.2,-0.15,-0.24,Matches
Clayton,br BRA,"FW,MF",23.0,7,124.0,18.0,3.6,1.4,1,62.0,0.0,6,10.0,4,0.71,1.0,2.0,-1.0,-0.73,-0.59,3.1,2.1,0.9,0.66,0.6,Matches
Bruno Silva,br BRA,DF,30.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,0,0.0,0.0,3.0,-3.0,-3.0,-2.92,1.0,3.2,-2.2,-2.21,-2.34,Matches
Miranda,br BRA,"MF,DF",19.0,1,67.0,67.0,2.0,0.7,1,67.0,0.0,0,,12,0.0,0.0,3.0,-3.0,-4.03,-3.95,1.1,3.0,-1.9,-2.6,-2.73,Matches
Gabriel Chaves,br BRA,"FW,MF",17.0,8,188.0,24.0,5.5,2.1,0,,0.0,8,23.0,9,1.5,4.0,3.0,1.0,0.48,0.67,5.1,2.5,2.6,1.25,1.24,Matches
Jairinho,br BRA,FW,28.0,4,98.0,25.0,2.9,1.1,0,,0.0,4,24.0,1,2.0,2.0,1.0,1.0,0.92,1.11,2.1,1.0,1.1,0.99,0.94,Matches
Alexandre Melo,br BRA,DF,19.0,1,45.0,45.0,1.3,0.5,0,,0.0,1,45.0,6,1.0,0.0,1.0,-1.0,-2.0,-1.87,0.3,1.2,-0.9,-1.75,-1.85,Matches
Lucas Robinho,br BRA,FW,19.0,1,12.0,12.0,0.4,0.1,0,,0.0,1,11.0,1,3.0,0.0,0.0,0.0,0.0,0.16,0.1,0.5,-0.4,-3.28,-3.37,Matches
Vinícius Araújo,br BRA,FW,25.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,Matches
Breno Borges,br BRA,DF,29.0,0,,,,,0,,0.0,0,,4,,,,,,,,,,,,Matches
Dudu,br BRA,MF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Gabriel Félix,br BRA,GK,23.0,0,,,,,0,,0.0,0,,4,,,,,,,,,,,,Matches
Lucão,br BRA,GK,17.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,Matches
Kaio Magno,br BRA,FW,19.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Willian Maranhão,br BRA,MF,23.0,0,,,,,0,,0.0,0,,4,,,,,,,,,,,,Matches
Caio Monteiro,br BRA,FW,21.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,Matches
Vinícius Paiva,br BRA,MF,17.0,0,,,,,0,,0.0,0,,3,,,,,,,,,,,,Matches
Ulisses,br BRA,DF,19.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,26.0,38,3420.0,90.0,100.0,38.0,418,83.0,,114,26.0,339,1.29,39.0,45.0,-6.0,-0.16,,56.7,53.7,2.9,0.08,,
Opponent Total,,,27.6,38,3420.0,90.0,100.0,38.0,418,83.0,,112,25.0,316,1.37,45.0,39.0,6.0,0.16,,53.7,56.7,-2.9,-0.08,,
