Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Léo Jardim,br BRA,GK,28.0,38.0,752,1052,71.5,22207,16092,111,112,99.1,346,353,98.0,277,565,49.0,0,0.0,0.0,0.0,0,15,0,0,0,Matches
Pablo Vegetti,ar ARG,FW,35.0,33.2,350,561,62.4,4756,871,190,277,68.6,124,183,67.8,8,15,53.3,2,2.8,1.1,-0.8,19,28,6,1,37,Matches
Lucas Piton,br BRA,DF,23.0,30.0,1228,1593,77.1,21184,7783,599,664,90.2,471,589,80.0,133,251,53.0,5,3.6,5.1,1.4,46,73,45,31,104,Matches
Léo Pelé,br BRA,DF,27.0,30.0,1094,1260,86.8,20477,8583,414,434,95.4,542,593,91.4,124,205,60.5,1,0.7,0.7,0.3,7,91,4,1,78,Matches
Paulo Henrique,br BRA,DF,27.0,28.0,974,1301,74.9,15605,5982,508,579,87.7,378,477,79.2,69,169,40.8,0,1.7,2.6,-1.7,25,60,29,16,86,Matches
Hugo Moura,br BRA,MF,26.0,23.5,895,1060,84.4,16362,4652,382,420,91.0,382,422,90.5,109,149,73.2,4,0.9,1.4,3.1,17,87,10,2,114,Matches
Maicon,br BRA,DF,35.0,26.1,970,1217,79.7,22285,9090,242,272,89.0,497,561,88.6,221,354,62.4,0,0.4,0.9,-0.4,5,82,4,0,72,Matches
Mateus Cocão,br BRA,MF,21.0,24.0,1059,1222,86.7,17480,5147,498,542,91.9,445,499,89.2,84,103,81.6,2,1.0,0.8,1.0,11,127,11,4,114,Matches
João Victor,br BRA,DF,25.0,19.7,889,1036,85.8,17428,6173,302,336,89.9,469,513,91.4,109,159,68.6,1,0.8,0.6,0.2,8,74,4,0,78,Matches
David,br BRA,FW,28.0,17.6,358,479,74.7,5623,1296,189,234,80.8,135,163,82.8,21,35,60.0,3,1.9,2.1,1.1,20,25,17,2,48,Matches
Dimitri Payet,fr FRA,"MF,FW",36.0,13.6,637,794,80.2,10966,2763,322,359,89.7,225,264,85.2,77,128,60.2,3,2.6,2.5,0.4,29,64,20,6,100,Matches
Adson,br BRA,FW,23.0,13.6,528,622,84.9,7363,1834,321,350,91.7,159,184,86.4,22,33,66.7,1,2.6,3.2,-1.6,21,49,19,3,72,Matches
Pablo Galdames Millán,cl CHI,MF,27.0,12.8,449,550,81.6,8424,2927,192,215,89.3,181,213,85.0,65,91,71.4,2,0.7,0.9,1.3,18,61,4,2,71,Matches
Juan Sforza,ar ARG,MF,21.0,13.9,731,844,86.6,13342,3963,319,351,90.9,326,358,91.1,76,103,73.8,0,0.1,0.3,-0.1,2,63,2,0,66,Matches
José Luis Rodríguez Bebanz,uy URU,"DF,FW",26.0,12.5,422,597,70.7,7213,2264,202,246,82.1,169,226,74.8,37,78,47.4,2,2.1,1.9,-0.1,16,47,16,11,51,Matches
Emerson Rodríguez,co COL,FW,23.0,8.8,140,207,67.6,2052,429,88,110,80.0,34,57,59.6,11,22,50.0,0,0.5,0.4,-0.5,13,11,5,3,12,Matches
Rossi,br BRA,"FW,MF",30.0,5.6,92,163,56.4,1602,472,39,61,63.9,35,52,67.3,13,31,41.9,1,0.8,0.8,0.2,15,8,10,6,11,Matches
Rayan Vitor,br BRA,"FW,MF",17.0,9.5,142,196,72.4,2427,694,65,85,76.5,56,71,78.9,14,19,73.7,0,1.4,1.1,-1.4,11,14,8,4,15,Matches
Philippe Coutinho,br BRA,MF,31.0,7.4,350,444,78.8,5562,1595,173,199,86.9,133,156,85.3,28,65,43.1,1,1.0,1.5,0.0,11,57,14,1,60,Matches
Leandrinho,br BRA,"DF,FW",18.0,6.0,271,339,79.9,4360,1449,138,154,89.6,113,131,86.3,14,37,37.8,1,0.1,0.3,0.9,3,14,3,1,16,Matches
Victor Luis,br BRA,DF,30.0,4.9,234,296,79.1,3676,1281,119,127,93.7,86,111,77.5,18,36,50.0,1,0.4,0.4,0.6,5,13,4,1,17,Matches
João Pedro,br BRA,MF,18.0,4.8,128,157,81.5,2204,679,69,81,85.2,44,51,86.3,13,14,92.9,1,0.2,0.3,0.8,3,25,5,0,20,Matches
Zé Gabriel,br BRA,MF,25.0,5.1,173,211,82.0,3045,780,75,90,83.3,76,87,87.4,20,27,74.1,0,0.0,0.1,0.0,1,15,0,0,11,Matches
Bruno Praxedes,br BRA,MF,21.0,2.9,84,108,77.8,1297,370,50,61,82.0,24,29,82.8,7,12,58.3,0,0.4,0.4,-0.4,6,7,4,1,10,Matches
Guilherme Estrella,br BRA,MF,18.0,1.6,36,46,78.3,634,159,18,20,90.0,11,11,100.0,6,11,54.5,0,0.0,0.0,0.0,1,7,0,0,4,Matches
Jean Meneses,cl CHI,"FW,MF",30.0,3.2,68,84,81.0,909,187,48,52,92.3,18,21,85.7,1,6,16.7,0,0.1,0.1,-0.1,2,3,2,0,7,Matches
Jair,br BRA,MF,29.0,3.0,192,209,91.9,3174,761,97,101,96.0,76,85,89.4,16,16,100.0,0,0.0,0.1,0.0,0,17,0,0,17,Matches
