Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Léo Jardim,br BRA,GK,27.0,38.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,11,0,Matches
Lucas Piton,br BRA,DF,22.0,36.5,45,25,24,18,3,20,48,41.7,28,27,7,20,41,86,89,0,Matches
Léo Pelé,br BRA,DF,26.0,30.2,26,17,14,11,1,12,19,63.2,7,26,14,12,14,40,123,1,Matches
Gabriel Chaves,br BRA,"FW,MF",21.0,29.0,42,26,20,17,5,16,52,30.8,36,32,0,32,13,55,16,0,Matches
Zé Gabriel,br BRA,MF,24.0,21.5,43,20,24,16,3,24,56,42.9,32,22,5,17,18,61,45,0,Matches
José Luis Rodríguez Bebanz,uy URU,DF,25.0,22.2,49,31,29,17,3,25,56,44.6,31,24,8,16,30,79,56,2,Matches
Pablo Vegetti,ar ARG,FW,34.0,19.9,7,5,1,4,2,2,18,11.1,16,18,8,10,4,11,36,0,Matches
Gary Medel,cl CHI,"DF,MF",35.0,19.2,22,5,13,8,1,10,29,34.5,19,26,20,6,20,42,77,1,Matches
Paulinho,br BRA,MF,26.0,18.7,42,23,18,19,5,15,36,41.7,21,26,3,23,16,58,16,0,Matches
Bruno Praxedes,br BRA,MF,20.0,14.9,34,26,18,11,5,16,35,45.7,19,19,4,15,12,46,13,0,Matches
Jair,br BRA,MF,28.0,17.7,40,24,18,18,4,24,57,42.1,33,29,3,26,15,55,15,0,Matches
Robson Bambu,br BRA,DF,25.0,14.2,21,13,15,5,1,13,28,46.4,15,27,16,11,12,33,70,1,Matches
Maicon,br BRA,DF,34.0,13.9,18,12,14,4,0,8,12,66.7,4,23,17,6,17,35,84,0,Matches
Marlon Gomes,br BRA,"MF,FW",19.0,12.7,39,29,16,19,4,12,30,40.0,18,22,2,20,34,73,23,1,Matches
Alex Teixeira,br BRA,"FW,MF",33.0,12.6,9,6,2,6,1,2,4,50.0,2,5,0,5,1,10,4,0,Matches
Paulo Henrique,br BRA,DF,26.0,9.5,31,21,12,15,4,17,30,56.7,13,11,4,7,9,40,25,0,Matches
Pedro Raul,br BRA,FW,26.0,9.3,3,2,0,1,2,1,6,16.7,5,7,3,4,5,8,11,0,Matches
Dimitri Payet,fr FRA,"MF,FW",35.0,8.9,7,5,4,3,0,6,14,42.9,8,4,0,4,2,9,0,0,Matches
Figueiredo,br BRA,"FW,MF",21.0,7.3,8,5,5,2,1,2,17,11.8,15,9,0,9,6,14,9,0,Matches
Luca Orellano,ar ARG,"FW,MF",22.0,6.9,14,7,7,5,2,8,18,44.4,10,10,1,9,3,17,3,0,Matches
Manuel Capasso,ar ARG,DF,26.0,6.2,8,4,6,2,0,3,9,33.3,6,11,8,3,8,16,20,0,Matches
Andrey Santos,br BRA,MF,18.0,4.7,15,7,9,4,2,5,22,22.7,17,5,1,4,11,26,7,1,Matches
Sergio Antonio De Luiz Junior,br BRA,"MF,DF",27.0,4.0,7,5,3,3,1,2,2,100.0,0,8,0,8,0,7,3,0,Matches
Matías Galarza,py PAR,MF,20.0,4.5,15,7,10,4,1,7,17,41.2,10,10,2,8,6,21,3,0,Matches
Rossi,br BRA,"MF,FW",29.0,4.4,4,2,2,2,0,3,5,60.0,2,3,0,3,4,8,3,0,Matches
Miranda,br BRA,DF,23.0,4.3,4,3,2,2,0,3,5,60.0,2,2,1,1,4,8,19,0,Matches
Rodrigo Alves,br BRA,MF,20.0,3.9,11,5,7,4,0,6,14,42.9,8,1,0,1,3,14,5,1,Matches
Sebastián Ferreira,py PAR,"FW,MF",24.0,4.9,8,3,1,3,4,1,5,20.0,4,2,0,2,0,8,1,0,Matches
Erick Marcus,br BRA,"MF,FW",18.0,4.4,10,5,0,6,4,6,11,54.5,5,1,0,1,4,14,5,0,Matches
Mateus Cocão,br BRA,MF,20.0,3.9,13,7,6,7,0,3,9,33.3,6,9,3,6,3,16,4,0,Matches
Rayan Vitor,br BRA,"FW,MF",16.0,2.9,2,1,0,2,0,0,2,0.0,2,1,0,1,0,2,2,0,Matches
Cauan Barros,br BRA,MF,18.0,2.6,6,3,0,5,1,4,12,33.3,8,3,0,3,1,7,9,0,Matches
Zé Vitor,br BRA,DF,20.0,1.2,0,0,0,0,0,0,1,0.0,1,4,2,2,0,0,4,0,Matches
Gabriel Carabajal,ar ARG,MF,31.0,1.4,1,1,0,1,0,1,2,50.0,1,0,0,0,2,3,0,0,Matches
Eguinaldo,br BRA,"FW,MF",18.0,0.7,2,1,0,0,2,0,0,,0,1,1,0,0,2,0,0,Matches
Rwan,br BRA,"MF,FW",21.0,0.4,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Gabriel Dias,br BRA,DF,28.0,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,4,0,Matches
Paulo Victor,br BRA,DF,21.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.2,38.0,609,358,302,245,62,277,681,40.7,404,428,133,295,318,927,815,8,
Opponent Total,,,27.4,38.0,615,415,260,281,74,331,724,45.7,393,394,113,281,309,924,847,7,
