Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Yago Pikachu,br BRA,"DF,FW",26.0,36,36,3186.0,35.4,5.0,2.0,7.0,0.0,5.0,7.0,7.0,0.0,7.7,2.3,4.0,6.2,66.0,181.0,137.0,0.14,0.06,0.2,0.0,0.06,0.22,0.11,0.33,0.06,0.18,Matches
Fernando Miguel,br BRA,GK,33.0,30,30,2655.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marrony,br BRA,"FW,MF",19.0,34,30,2632.0,29.2,4.0,2.0,6.0,4.0,0.0,0.0,9.0,1.0,7.4,7.4,5.8,13.3,71.0,57.0,154.0,0.14,0.07,0.21,0.14,0.21,0.25,0.2,0.45,0.25,0.45,Matches
Raul,br BRA,MF,22.0,30,28,2460.0,27.3,1.0,3.0,4.0,1.0,0.0,0.0,9.0,0.0,2.9,2.9,3.0,5.9,32.0,129.0,86.0,0.04,0.11,0.15,0.04,0.15,0.11,0.11,0.22,0.11,0.22,Matches
Oswaldo Henríquez,co COL,DF,29.0,27,27,2430.0,27.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.6,1.6,0.4,2.0,4.0,54.0,9.0,0.04,0.04,0.07,0.04,0.07,0.06,0.01,0.07,0.06,0.07,Matches
Rossi,br BRA,"FW,MF",25.0,29,26,2234.0,24.8,2.0,4.0,6.0,1.0,1.0,2.0,9.0,0.0,6.2,4.7,4.5,9.1,99.0,92.0,224.0,0.08,0.16,0.24,0.04,0.2,0.25,0.18,0.43,0.19,0.37,Matches
Richard,br BRA,MF,24.0,25,25,2198.0,24.4,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.8,0.8,0.8,1.6,15.0,94.0,18.0,0.0,0.04,0.04,0.0,0.04,0.03,0.03,0.06,0.03,0.06,Matches
Leandro Castán,br BRA,DF,32.0,22,22,1974.0,21.9,2.0,1.0,3.0,2.0,0.0,0.0,8.0,1.0,1.6,1.5,0.6,2.1,3.0,19.0,2.0,0.09,0.05,0.14,0.09,0.14,0.07,0.03,0.1,0.07,0.1,Matches
Henrique,br BRA,DF,24.0,21,20,1709.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,1.3,1.8,52.0,52.0,67.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1,Matches
Marcos Júnior,br BRA,MF,23.0,27,18,1693.0,18.8,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,3.1,3.1,1.8,4.8,49.0,122.0,85.0,0.16,0.0,0.16,0.16,0.16,0.16,0.09,0.26,0.16,0.26,Matches
Danilo Barcelos,br BRA,DF,27.0,21,18,1661.0,18.5,2.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,2.4,1.7,4.1,5.8,27.0,77.0,74.0,0.11,0.11,0.22,0.05,0.16,0.13,0.22,0.35,0.09,0.31,Matches
Ricardo,br BRA,DF,21.0,18,18,1532.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.3,0.3,0.4,0.7,7.0,40.0,2.0,0.06,0.0,0.06,0.06,0.06,0.02,0.02,0.04,0.02,0.04,Matches
