Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Ribamar,br BRA,FW,21.0,21,15,1162.0,12.9,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.9,5.9,0.3,6.2,20.0,14.0,55.0,0.23,0.0,0.23,0.23,0.23,0.46,0.02,0.48,0.46,0.48,Matches
Talles Magno,br BRA,"FW,MF",16.0,15,12,1065.0,11.8,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,0.6,3.6,54.0,42.0,92.0,0.17,0.0,0.17,0.17,0.17,0.26,0.05,0.31,0.26,0.31,Matches
Andrey Ramos do Nascimento,br BRA,MF,20.0,17,9,829.0,9.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.7,1.4,17.0,66.0,20.0,0.11,0.11,0.22,0.11,0.22,0.08,0.07,0.15,0.08,0.15,Matches
Fredy Guarín,co COL,"MF,FW",32.0,12,9,799.0,8.9,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.2,1.2,1.6,2.8,20.0,38.0,31.0,0.34,0.0,0.34,0.34,0.34,0.14,0.18,0.32,0.14,0.32,Matches
Lucas Mineiro,br BRA,MF,22.0,11,8,713.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.3,1.4,16.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.17,0.13,0.17,Matches
Werley,br BRA,DF,30.0,8,7,670.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.12,0.13,Matches
Sidão,br BRA,GK,36.0,7,6,585.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Raúl Cáceres,py PAR,DF,27.0,7,6,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,1.3,13.0,19.0,32.0,0.0,0.0,0.0,0.0,0.0,0.01,0.24,0.24,0.01,0.24,Matches
Bruno Gomes,br BRA,MF,17.0,8,6,435.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,7.0,21.0,5.0,0.21,0.0,0.21,0.21,0.21,0.02,0.02,0.04,0.02,0.04,Matches
Fellipe Bastos,br BRA,MF,28.0,14,5,574.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.1,2.1,0.5,2.5,7.0,33.0,7.0,0.16,0.0,0.16,0.16,0.16,0.32,0.07,0.4,0.32,0.4,Matches
Bruno César,br BRA,"MF,FW",30.0,13,5,512.0,5.7,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.4,0.6,1.1,1.8,8.0,24.0,34.0,0.35,0.0,0.35,0.35,0.35,0.25,0.2,0.45,0.11,0.31,Matches
Maxi López,ar ARG,FW,34.0,5,5,417.0,4.6,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.5,0.7,0.1,0.8,2.0,4.0,11.0,0.43,0.0,0.43,0.22,0.22,0.33,0.02,0.35,0.16,0.18,Matches
Marquinho,br BRA,"MF,FW",32.0,7,5,320.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,4.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,Matches
Yan Sasse,br BRA,"MF,FW",21.0,6,4,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,16.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19,Matches
Valdívia,br BRA,"FW,MF",24.0,12,3,435.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,16.0,18.0,27.0,0.0,0.21,0.21,0.0,0.21,0.12,0.13,0.25,0.12,0.25,Matches
Felipe Ferreira,br BRA,"FW,MF",24.0,9,3,371.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.9,1.3,11.0,12.0,29.0,0.0,0.0,0.0,0.0,0.0,0.11,0.21,0.32,0.11,0.32,Matches
Tiago Reis,br BRA,FW,19.0,11,3,369.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.1,2.1,1.0,3.2,3.0,3.0,14.0,0.24,0.24,0.49,0.24,0.49,0.52,0.25,0.77,0.52,0.77,Matches
Alexander,br BRA,GK,19.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cláudio Winck,br BRA,DF,24.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,4.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Luiz Gustavo,br BRA,DF,24.0,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.02,0.4,0.38,0.4,Matches
Clayton,br BRA,"FW,MF",23.0,7,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,0.9,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.58,0.08,0.66,0.58,0.66,Matches
Bruno Silva,br BRA,DF,30.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Miranda,br BRA,"MF,DF",19.0,1,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches
Gabriel Chaves,br BRA,"FW,MF",17.0,8,0,188.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,6.0,5.0,22.0,0.0,0.48,0.48,0.0,0.48,0.16,0.1,0.25,0.16,0.25,Matches
Jairinho,br BRA,FW,28.0,4,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.16,0.12,0.16,Matches
Alexandre Melo,br BRA,DF,19.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Lucas Robinho,br BRA,FW,19.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vinícius Araújo,br BRA,FW,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Breno Borges,br BRA,DF,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Dudu,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Gabriel Félix,br BRA,GK,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lucão,br BRA,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kaio Magno,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Willian Maranhão,br BRA,MF,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Caio Monteiro,br BRA,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Vinícius Paiva,br BRA,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ulisses,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.0,38,418,3420.0,38.0,37.0,20.0,57.0,29.0,8.0,12.0,103.0,4.0,56.7,47.6,35.9,83.5,659.0,1317.0,1300.0,0.97,0.53,1.5,0.76,1.29,1.49,0.94,2.44,1.25,2.2,
Opponent Total,,,27.6,38,418,3420.0,38.0,42.0,28.0,70.0,38.0,4.0,4.0,92.0,7.0,53.7,50.6,38.9,89.5,730.0,1593.0,1579.0,1.11,0.74,1.84,1.0,1.74,1.41,1.02,2.44,1.33,2.36,
