Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Richard,br BRA,GK,29.0,22,22,1980,22.0,24,1.09,77,53,70.1,4,12,6,9,40.9,4,1,1,2,50.0,Matches
João Ricardo Riedi,br BRA,GK,32.0,13,13,1125,12.5,9,0.72,52,43,82.7,6,4,3,6,46.2,0,0,0,0,,Matches
Vinícius Machado,br BRA,GK,20.0,4,3,315,3.5,5,1.43,13,8,76.9,1,1,1,0,0.0,2,2,0,0,0.0,Matches
Squad Total,,,27.2,38,38,3420,38.0,38,1.0,142,104,75.4,11,17,10,15,39.5,6,3,1,2,25.0,
Opponent Total,,,26.4,38,38,3420,38.0,39,1.03,165,126,78.2,10,17,11,12,31.6,4,3,1,0,25.0,
