Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Fernando Prass,br BRA,GK,41.0,22.0,33,4,1,4,0,33.3,0.27,0.3,0.01,103,272,37.9,375,57,48.5,39.4,172,52.3,41.4,343,8,2.3,6,0.27,10.6,Matches
Richard,br BRA,GK,28.0,16.0,18,6,0,1,0,20.7,0.22,2.7,0.17,73,218,33.5,257,51,51.0,40.1,126,69.0,52.7,301,1,0.3,5,0.31,11.9,Matches
Squad Total,,,27.9,38.0,51,10,1,5,0,54.0,0.25,3.0,0.08,176,490,35.9,630,108,49.7,,300,59.0,46.1,644,9,1.4,11,0.29,,
Opponent Total,,,26.1,38.0,54,6,0,7,2,55.2,0.32,3.2,0.08,141,426,33.1,837,132,36.4,34.3,310,39.0,35.7,466,11,2.4,20,0.53,13.7,
