Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Fernando Sobral,br BRA,"MF,FW",25.0,31.1,1274,1216,54,35,3,16,37,15,4,1,2,0,1007,4,27,Matches
Vinícius,br BRA,"MF,FW",28.0,28.8,1243,1064,175,63,1,12,186,4,107,38,64,0,930,4,28,Matches
Bruno Pacheco,br BRA,DF,28.0,28.7,1248,967,280,26,1,6,57,239,15,0,15,0,920,1,30,Matches
Cléber,br BRA,FW,23.0,24.5,461,400,59,0,1,0,16,1,0,0,0,0,331,2,13,Matches
Luiz Otávio,br BRA,DF,31.0,27.5,1046,1004,38,36,0,11,0,1,0,0,0,0,900,4,6,Matches
Tiago Pagnussat,br BRA,DF,29.0,27.5,1164,1075,87,84,1,10,2,3,0,0,0,0,916,2,1,Matches
Samuel Xavier,br BRA,DF,29.0,26.4,1373,1106,259,26,2,5,68,233,0,0,0,0,1069,8,35,Matches
Fábio Gonçalves,br BRA,MF,33.0,25.5,957,914,43,27,1,8,5,16,0,0,0,0,808,0,9,Matches
Charles Rigon Matos,br BRA,MF,23.0,22.8,859,827,29,26,0,9,6,3,0,0,0,0,708,3,23,Matches
Fernando Prass,br BRA,GK,41.0,22.0,549,321,226,54,0,2,0,0,0,0,0,0,364,2,0,Matches
Lima,br BRA,"FW,MF",23.0,19.3,749,694,51,22,1,2,15,26,3,2,1,0,614,4,12,Matches
Léo Chú,br BRA,FW,19.0,15.6,358,354,3,0,1,0,41,3,0,0,0,0,241,1,10,Matches
Richard,br BRA,GK,28.0,16.0,386,209,174,48,0,0,0,0,0,0,0,0,233,3,0,Matches
Eduardo,br BRA,DF,33.0,10.1,408,321,84,3,0,4,33,81,0,0,0,0,285,3,12,Matches
Leandro Carvalho,br BRA,"FW,MF",24.0,9.0,245,230,14,4,0,5,17,8,2,2,0,0,173,1,7,Matches
Willian Klaus,br BRA,DF,26.0,8.2,333,317,16,16,1,3,1,0,0,0,0,0,290,0,2,Matches
Alyson Neves,br BRA,DF,23.0,7.5,361,277,84,5,0,2,17,79,0,0,0,0,233,0,12,Matches
Gabriel Lacerda,br BRA,DF,20.0,7.2,261,251,9,9,0,3,1,0,0,0,0,0,202,1,3,Matches
Mateus Gonçalves Martins,br BRA,FW,25.0,6.5,159,158,1,0,0,1,13,1,0,0,0,0,120,0,3,Matches
Pedrinho,br BRA,MF,22.0,6.1,271,254,15,13,0,1,2,1,0,0,0,0,225,2,4,Matches
Rafael Sóbis,br BRA,"FW,MF",34.0,5.6,174,147,24,1,0,2,15,4,7,2,4,0,139,3,4,Matches
Eduardo Brock,br BRA,DF,28.0,5.5,223,211,10,9,0,5,0,1,0,0,0,0,162,2,1,Matches
William Oliveira,br BRA,MF,27.0,4.8,103,99,4,4,0,1,1,0,0,0,0,0,86,0,2,Matches
Ricardo Dias Acosta,br BRA,MF,34.0,4.5,267,237,27,11,0,4,24,3,13,6,6,0,197,3,5,Matches
Felipe Vizeu,br BRA,"FW,MF",22.0,3.6,94,84,10,1,0,0,1,0,0,0,0,0,82,0,2,Matches
Felipe Silva,br BRA,"FW,MF",29.0,2.9,124,111,12,3,0,1,16,1,8,4,4,0,92,1,3,Matches
Wescley,br BRA,"MF,FW",28.0,4.3,181,168,12,2,0,2,9,3,7,2,3,0,137,1,2,Matches
Kelvyn,br BRA,"DF,FW",20.0,3.8,178,158,20,2,0,0,5,17,1,0,1,0,142,0,7,Matches
Saulo Mineiro,br BRA,FW,22.0,5.7,109,103,6,0,0,0,6,0,0,0,0,0,78,0,6,Matches
Rick,br BRA,"FW,MF",20.0,2.1,67,66,1,0,0,1,4,0,0,0,0,0,41,0,5,Matches
Marthã,br BRA,MF,22.0,0.6,23,22,1,1,0,0,0,0,0,0,0,0,19,0,0,Matches
Vítor Jacaré,br BRA,FW,20.0,2.9,75,72,3,0,2,1,8,2,0,0,0,0,47,0,4,Matches
Bergson da Silva,br BRA,FW,28.0,0.6,18,18,0,0,0,0,1,0,0,0,0,0,14,0,0,Matches
Alan Uchôa,br BRA,DF,20.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.9,38.0,15342,13456,1831,531,15,117,607,745,167,57,100,0,11805,55,278,
Opponent Total,,,26.1,38.0,20075,17941,2075,597,25,179,816,850,226,93,89,3,16368,59,349,
