Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
João Ricardo Riedi,br BRA,GK,33.0,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,,0,0.91,29.0,39.0,-10.0,-0.29,-1.29,39.6,44.7,-5.1,-0.14,-0.49,Matches
Richard,br BRA,MF,27.0,30,2371.0,79.0,69.3,26.3,30,79.0,14,0,,0,1.0,20.0,26.0,-6.0,-0.23,-0.14,30.0,32.9,-2.9,-0.11,-0.01,Matches
Vinícius,br BRA,"FW,MF",30.0,31,2399.0,77.0,70.1,26.7,28,81.0,16,3,40.0,0,0.87,23.0,28.0,-5.0,-0.19,-0.01,33.7,33.3,0.4,0.02,0.41,Matches
Stiven Mendoza,co COL,FW,29.0,29,2331.0,80.0,68.2,25.9,28,82.0,18,1,45.0,0,0.93,22.0,30.0,-8.0,-0.31,-0.39,30.5,31.1,-0.5,-0.02,0.27,Matches
Bruno Pacheco,br BRA,DF,30.0,28,2352.0,84.0,68.8,26.1,27,87.0,18,1,5.0,1,0.96,25.0,27.0,-2.0,-0.08,0.34,28.5,32.1,-3.7,-0.14,-0.11,Matches
Richardson,br BRA,MF,30.0,31,2072.0,67.0,60.6,23.0,27,72.0,6,4,31.0,0,1.13,21.0,21.0,0.0,0.0,0.47,24.3,23.7,0.6,0.03,0.33,Matches
Nino Paraíba,br BRA,DF,36.0,33,2217.0,67.0,64.8,24.6,25,83.0,18,8,18.0,1,0.97,23.0,22.0,1.0,0.04,0.64,28.4,29.6,-1.2,-0.05,0.16,Matches
Messias,br BRA,DF,27.0,25,2067.0,83.0,60.4,23.0,24,85.0,21,1,25.0,2,1.16,22.0,22.0,0.0,0.0,0.47,27.9,28.4,-0.5,-0.02,0.21,Matches
Lima,br BRA,"FW,MF",25.0,31,1933.0,62.0,56.5,21.5,23,77.0,8,8,21.0,1,0.87,20.0,28.0,-8.0,-0.37,-0.43,23.6,28.4,-4.8,-0.22,-0.27,Matches
Luiz Otávio,br BRA,DF,33.0,23,1821.0,79.0,53.2,20.2,22,83.0,19,1,6.0,2,,17.0,24.0,-7.0,-0.35,-0.35,25.1,25.5,-0.3,-0.02,0.19,Matches
Gabriel Lacerda,br BRA,DF,22.0,26,1888.0,73.0,55.2,21.0,19,88.0,18,7,30.0,11,,20.0,23.0,-3.0,-0.14,0.09,22.7,28.9,-6.2,-0.29,-0.42,Matches
Victor Luis,br BRA,DF,28.0,24,1412.0,59.0,41.3,15.7,14,86.0,11,10,21.0,7,0.67,10.0,17.0,-7.0,-0.45,-0.45,18.8,19.5,-0.7,-0.04,0.1,Matches
Michel,br BRA,DF,31.0,17,1066.0,63.0,31.2,11.8,12,80.0,5,5,21.0,17,1.0,7.0,15.0,-8.0,-0.68,-0.71,11.6,16.2,-4.6,-0.39,-0.41,Matches
Cléber,br BRA,FW,25.0,21,979.0,47.0,28.6,10.9,12,67.0,0,9,19.0,5,1.05,12.0,12.0,0.0,0.0,0.26,15.0,12.1,2.8,0.26,0.51,Matches
