Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Éverson,br BRA,GK,27.0,37.0,1,5,2,40.0,0.14,0.05,0.2,0.5,,0,0,Matches
Luiz Otávio,br BRA,DF,29.0,34.4,1,17,1,5.9,0.49,0.03,0.06,1.0,,0,0,Matches
Richardson,br BRA,MF,26.0,29.4,0,27,7,25.9,0.92,0.24,0.0,0.0,,0,1,Matches
Arthur Cabral,br BRA,FW,19.0,27.4,7,74,26,35.1,2.71,0.95,0.09,0.27,,0,1,Matches
Tiago Alves,br BRA,DF,33.0,25.8,1,11,3,27.3,0.43,0.12,0.09,0.33,,0,0,Matches
Samuel Xavier,br BRA,DF,27.0,24.3,1,14,2,14.3,0.58,0.08,0.07,0.5,,0,0,Matches
Ricardo Dias Acosta,br BRA,MF,32.0,18.1,1,30,6,20.0,1.66,0.33,0.03,0.17,,0,0,Matches
Leandro Carvalho,br BRA,"FW,MF",22.0,17.0,5,38,18,47.4,2.24,1.06,0.13,0.28,,0,0,Matches
Edinho Campos,br BRA,MF,35.0,17.6,0,6,1,16.7,0.34,0.06,0.0,0.0,,0,0,Matches
Calyson,br BRA,MF,24.0,16.4,3,35,12,34.3,2.14,0.73,0.09,0.25,,0,0,Matches
Felipe Azevedo,br BRA,"FW,MF",31.0,18.0,1,38,11,28.9,2.11,0.61,0.03,0.09,,0,0,Matches
Juninho,br BRA,MF,31.0,15.6,1,28,8,28.6,1.79,0.51,0.0,0.0,,1,1,Matches
João Lucas Cardoso,br BRA,DF,26.0,14.3,0,10,1,10.0,0.7,0.07,0.0,0.0,,0,0,Matches
Felipe Jonatan,br BRA,"DF,MF",19.0,13.7,0,10,0,0.0,0.73,0.0,0.0,,,0,0,Matches
Juninho Quixadá,br BRA,FW,32.0,11.4,2,35,10,28.6,3.06,0.88,0.06,0.2,,0,0,Matches
Valdo,br BRA,DF,25.0,12.1,1,6,1,16.7,0.5,0.08,0.17,1.0,,0,0,Matches
Fábio Gonçalves,br BRA,MF,31.0,10.9,0,6,0,0.0,0.55,0.0,0.0,,,0,0,Matches
Wescley,br BRA,"FW,MF",26.0,7.5,3,18,5,27.8,2.41,0.67,0.17,0.6,,0,0,Matches
Pio,br BRA,MF,30.0,6.9,1,23,7,30.4,3.35,1.02,0.0,0.0,,1,1,Matches
Romário,br BRA,DF,25.0,5.9,0,1,1,100.0,0.17,0.17,0.0,0.0,,0,0,Matches
Rafael Pereira,br BRA,DF,33.0,5.5,0,2,0,0.0,0.37,0.0,0.0,,,0,0,Matches
Éder Luís,br BRA,"FW,MF",32.0,5.4,0,5,2,40.0,0.93,0.37,0.0,0.0,,0,0,Matches
Javier Reina,co COL,"FW,MF",29.0,4.9,0,1,1,100.0,0.2,0.2,0.0,0.0,,0,0,Matches
Élton Rodrigues Brandão,br BRA,FW,32.0,4.7,2,11,7,63.6,2.34,1.49,0.18,0.29,,0,0,Matches
Arnaldo,br BRA,DF,25.0,4.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Rafael Carioca,br BRA,DF,25.0,4.4,0,5,3,60.0,1.14,0.69,0.0,0.0,,0,0,Matches
Eduardo Brock,br BRA,DF,26.0,4.0,0,2,1,50.0,0.5,0.25,0.0,0.0,,0,0,Matches
Pedro Ken,br BRA,MF,30.0,3.3,0,2,0,0.0,0.6,0.0,0.0,,,0,0,Matches
Jown Cardona,co COL,MF,23.0,3.1,0,5,1,20.0,1.6,0.32,0.0,0.0,,0,0,Matches
Naldo,br BRA,MF,27.0,3.1,1,3,1,33.3,0.98,0.33,0.33,1.0,,0,0,Matches
Ricardo Bueno,br BRA,FW,30.0,2.1,0,9,4,44.4,4.26,1.89,0.0,0.0,,0,0,Matches
Douglas Coutinho,br BRA,"FW,MF",23.0,2.0,0,3,2,66.7,1.49,0.99,0.0,0.0,,0,0,Matches
Hyuri,br BRA,"FW,MF",26.0,1.9,0,6,1,16.7,3.23,0.54,0.0,0.0,,0,0,Matches
Ernandes Dias Luz,br BRA,"DF,MF",30.0,1.0,0,2,0,0.0,2.0,0.0,0.0,,,0,0,Matches
Patrick,br BRA,DF,20.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Diogo Silva,br BRA,GK,31.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Roberto César,br BRA,"FW,MF",32.0,0.8,0,1,1,100.0,1.32,1.32,0.0,0.0,,0,0,Matches
Luidy,br BRA,MF,21.0,0.5,0,1,1,100.0,1.91,1.91,0.0,0.0,,0,0,Matches
Robinho,br BRA,MF,23.0,0.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Juninho Piauiense,br BRA,FW,18.0,0.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Romário,br BRA,FW,25.0,0.3,0,1,0,0.0,3.91,0.0,0.0,,,0,0,Matches
Squad Total,,,28.1,38.0,32,491,147,29.9,12.92,3.87,0.06,0.2,,2,4,
Opponent Total,,,27.3,38.0,37,519,158,30.4,13.66,4.16,0.07,0.22,,2,2,
